X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,recordNumber,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,locality,phylum,order,scientificNameAuthorship,continentOcean,preparationType,infraspecificEpithet,coordinatePrecision,geoFlag,typeStatus,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"15",2021-03-15 16:37:00-03,NY,NYBG,"684730",PreservedSpecimen,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,F. C. Hoehne,NA,NA,NA,F. C. Hoehne,"1945","09","13",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NY00684730,NY00684730_01,s.n.,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880456' target='other'> <mi>dwc_moreinfo</mi></a>,Jardim Botanico,Magnoliophyta,Fabales,(Vogel) J.F.Macbr.,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.56,-22.41,"53",2021-03-15 16:37:00-03,NY,NYBG,"684729",PreservedSpecimen,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,H. de F. Leitão Filho,"1967","09","20",Brazil,São Paulo,Rio Claro,-47.56,-22.41,NA,NA,NY00684729,NY00684729_01,"221",NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880454' target='other'> <mi>dwc_moreinfo</mi></a>,Horto Florestal da Comanhia Paulista,Magnoliophyta,Fabales,(Vogel) J.F.Macbr.,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"203",2021-04-08 17:41:09-03,EAO,IAN,"37217",PreservedSpecimen,Plantae,Leguminosae-Dialioideae,Apuleia,leiocarpa,Apuleia leiocarpa leiocarpa,"Koeppen, RC","1962",NA,NA,"Scaranani, HJ","1947","09","11",Brasil,São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,IAN037217,IAN037217 IAN037217_e,"8810",NA,NA,NA,"Fazenda Santa Elisa, coletada à sombra.",Dicotiledônea,NA,(Vogel) J.F.Macbr.,Southern America,NA,leiocarpa,"23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"318",2020-11-04 11:08:24-03,ESALQ,ESA,"35189",PreservedSpecimen,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,"Scarnari, H.J.","1947","09","11",Brasil,São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,ESA035189,ESA035189,NA,NA,NA,NA,NA,Magnoliophyta,NA,(Vog.) Macbr.,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"319",2020-11-04 10:55:32-03,ESALQ,ESA,"137601",PreservedSpecimen,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,T.B. Flores,"2015","11","13",Brasil,São Paulo,São Carlos,-47.8899993896484,-22.0100002288818,NA,NA,ESA137601,NA,"2038.0",NA,NA,Árvore ca. 5m de alt. Flores alvas,Rodovia Fernando de Arruda Botelho - Represa do Broa,NA,NA,(Vogel) J.F.Macbr.,NA,NA,NA,"45913",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.3300018310547,-22.7299995422363,"342",2020-11-04 11:08:24-03,ESALQ,ESA,"35485",PreservedSpecimen,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,"Souza, V.C.","2012","02","18","Cordeiro, L.","1985","05","08",Brasil,São Paulo,Americana,-47.3300018310547,-22.7299995422363,NA,NA,ESA035485,ESA035485,"33.0",NA,NA,NA,NA,Magnoliophyta,NA,(Vogel) J.F. Macbr.,NA,NA,NA,"13346",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7599983215332,-21.0100002288818,"343",2020-11-04 11:08:24-03,ESALQ,ESA,"35188",PreservedSpecimen,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,"Handro, O.","1947","12","01","Kuhlmann, M.","1947","11","02",Brasil,São Paulo,Jardinópolis,-47.7599983215332,-21.0100002288818,NA,NA,ESA035188,ESA035188,"1619.0",NA,NA,NA,NA,Magnoliophyta,NA,(Vog.) Macbr.,NA,NA,NA,"24259",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"344",2020-11-04 11:08:24-03,ESALQ,ESA,"35187",PreservedSpecimen,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,"Hoehne, F.C.",NA,NA,NA,"Hoehne, F.C.","1945","09","13",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,ESA035187,ESA035187,NA,NA,NA,NA,NA,Magnoliophyta,NA,(Vog.) Macbr.,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.333333,-22.766667,"528",2021-03-01 16:29:55-03,UNICAMP,UEC,"37182",S,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,"Souza, VC","2000",NA,NA,"Cordeiro, L","1985","05","08",Brazil,São Paulo,Americana,-47.333333,-22.766667,"-47.333333","-22.766667",UEC060637,UEC060637,"33",NA,NA,Árvore de até 8 m.,"Via Anhanguera Km 121 - São Paulo-Interior, Beira da estrada.",Magnoliopsida,NA,(Vogel) J.F.Macbr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"539",2021-03-01 16:29:55-03,UNICAMP,UEC,"70099",S,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,"Leitão Filho, HF","1967","11","30","Souza, HM","1967","12","07",Brazil,São Paulo,Araraquara,-48.1699981689453,-21.7900009155273,NA,NA,UEC054772,UEC054772,s/nºs.n.,NA,NA,"Árvore ornamental; flores amarelas; florescem Setembro - frutifica em Dezembro. Cultivada.",NA,Magnoliopsida,NA,(Vogel) J.F.Macbr.,NA,NA,NA,"29178",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"540",2021-03-01 16:29:55-03,UNICAMP,UEC,"84274",S,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,"Bernacci, LC; Metzeger, JP; Goldenberg, R","1993","03",NA,Brazil,São Paulo,Brotas,-48.1199989318848,-22.2800006866455,NA,NA,UEC076120,UEC076120,"34960",NA,NA,"Árvore, material estéril.; Floresta Ripária.","Fazenda Santa Elisa, Margem do rio Jacaré-Pepira.",Magnoliopsida,NA,(Vogel) J.F.Macbr.,NA,NA,NA,"26585",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"541",2021-03-01 16:29:55-03,UNICAMP,UEC,"70250",S,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,"Toledo, JF","1947","12","30","Scaranari, HJ","1947","07","11",Brazil,São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,UEC060638,UEC060638,s.n.,NA,NA,"Arvore. coleção arvores de sombra.&nf;Folhas no herbário, mais frutos, caixa papelão pequena nº29. S. Café n.194.&nf;n.v. Guarapa, Ibira-perê.",Fazenda Santa Elisa,Magnoliopsida,NA,(Vogel) J.F.Macbr.,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"542",2021-03-01 16:29:55-03,UNICAMP,UEC,"195963",S,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,"Flores, TB","2015","10","23",Brazil,São Paulo,Itirapina,-47.8199996948242,-22.25,NA,NA,UEC134187,UEC134187,"2023",NA,NA,"Árvore ca. 3m alt. Cálice verde, corola alva.",Rodovia Ulisses Guimarães.,Magnoliopsida,NA,(Vogel) J.F.Macbr.,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"543",2021-03-01 16:29:55-03,UNICAMP,UEC,"195988",S,Plantae,Fabaceae,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,"Flores, TB","2015","11","13",Brazil,São Paulo,São Carlos,-47.8899993896484,-22.0100002288818,NA,NA,UEC134168,UEC134168,"2038",NA,NA,Árvore ca. 5m de alt. Flores alvas.,Rodovia Fernando de Arruda Botelho - Represa do Broa.,Magnoliopsida,NA,(Vogel) J.F.Macbr.,NA,NA,NA,"45913",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.63,-24.32,"718",2013-04-01 09:14:59-03,IPT,BCTW,"6696",S,Plantae,NA,Apuleia,leiocarpa,Apuleia leiocarpa,IPT,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Juquiá,-47.63,-24.32,NA,NA,NA,NA,NA,NA,NA,NA,Fazenda Poço Grande,Magnoliophyta,NA,(J.Vogel) J.F.Macbr.,NA,NA,NA,"32505",auto,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.54,"731",2013-04-01 09:14:59-03,IPT,BCTW,"1320",S,Plantae,NA,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,São Paulo,-46.63,-23.54,NA,NA,NA,NA,NA,NA,NA,NA,Horto Florestal,Magnoliophyta,NA,(J.Vogel) J.F.Macbr.,NA,NA,NA,"53584",auto,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.38,-22.74,"748",2013-04-01 09:14:59-03,IPT,BCTW,"2779",S,Plantae,NA,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Cândido Mota,-50.38,-22.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,(J.Vogel) J.F.Macbr.,NA,NA,NA,"26360",auto,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.89,-22.22,"752",2013-04-01 09:14:59-03,IPT,BCTW,"8382",S,Plantae,NA,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Rancharia,-50.89,-22.22,NA,NA,NA,NA,NA,NA,NA,Campo de Apodrecimento,NA,Magnoliophyta,NA,(J.Vogel) J.F.Macbr.,NA,NA,NA,"50606",auto,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.54,"759",2013-04-01 09:14:59-03,IPT,BCTW,"1319",S,Plantae,NA,Apuleia,leiocarpa,Apuleia leiocarpa,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,São Paulo,-46.63,-23.54,NA,NA,NA,NA,NA,NA,NA,NA,Horto Florestal,Magnoliophyta,NA,(J.Vogel) J.F.Macbr.,NA,NA,NA,"53584",auto,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
