X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,dayIdentified,typeStatus,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5697,-22.64,"17",2021-03-15 16:37:00-03,NY,NYBG,"520477",PreservedSpecimen,Plantae,Melastomataceae,Leandra,salicina,Leandra salicina,A. C. Brade,"21030","1951","05","19",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=646689' target='other'> <mi>dwc_moreinfo</mi></a>,NY00520477,Magnoliophyta,Myrtales,(Ser. ex DC.) Cogn.,R. Goldenberg,São Paulo,Serra da Bocaina,-44.5697,-22.64,"1700","1700",NY00520477_01,Sao José do Barreiro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"31",2020-11-04 11:13:28-03,ESALQ,ESA,"35771",PreservedSpecimen,Plantae,Melastomataceae,Leandra,linearifolia,Leandra linearifolia,"Souza, J.P. et al.","837.0","1996","12","13",NA,Brasil,NA,NA,NA,ESA035771,Magnoliophyta,NA,Cogn.,"Chiea, S.A.C.",São Paulo,NA,-44.9599990844727,-23.0699996948242,NA,NA,ESA035771,Cunha,"38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.259722,-24.270556,"33",2021-03-01 16:34:15-03,UNICAMP,UEC,"175798",S,Plantae,Melastomataceae,Leandra,linearifolia,Leandra linearifolia,"Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; et al.","716","1997","12","16",NA,Brazil,NA,NA,"Subarbusto com 0,5m. Pecíolos avermelhados. Flores com corola branca.; Campo, margem do rio.",UEC051294,Magnoliopsida,NA,Cogn.,NA,São Paulo,Fazenda Santa Maria do Espinho e Saco Grande.,-49.259722,-24.270556,NA,NA,UEC051294,Bom Sucesso de Itararé,NA,NA,NA,NA,"-49.259722","-24.270556",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.233889,"38",2021-03-01 16:34:20-03,UNICAMP,UEC,"91193",S,Plantae,Melastomataceae,Leandra,salicina,Leandra salicina,"Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","837","1996","12","13",NA,Brazil,NA,NA,"Subarbusto, 30cm alt. Flores alvas.",UEC105876,Magnoliopsida,NA,(A.DC.) Cogn.,"Goldenberg, R",São Paulo,"Brasil. Estado de São Paulo, Município de Cunha; Trilha da Pedreira; Floresta Ombrófila Densa, Floresta de altitude com pasto abandonado por mais de 20 anos.",-45.004722,-23.233889,NA,NA,UEC105876,Cunha,NA,NA,"2015",NA,"-45.004722","-23.233889",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"43",2021-03-01 16:34:20-03,UNICAMP,UEC,"84448",S,Plantae,Melastomataceae,Leandra,salicina,Leandra salicina,"Baitello, JB","494","1994","03","29",NA,Brazil,NA,NA,"Herbácea, frutos azuis.",UEC050778,Magnoliopsida,NA,(A.DC.) Cogn.,"Goldenberg, R",São Paulo,"Parque Estadual da Serra do Mar, estrada de acesso ao Núcleo.",-44.9599990844727,-23.0699996948242,NA,NA,UEC050778,Cunha,"38855",auto,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"77",2021-02-11 17:19:48-03,UFPR,UPCB,"84291",PreservedSpecimen,Plantae,Melastomataceae,Leandra,salicina,Leandra salicina,"Reginato, M.","1435","2013","02","08",NA,Brasil,NA,NA,"Arbusto 30 cm. Tricomas avermelhados, pétalas e estames brancos. Barranco em Campo de Altitude..",UPCB0014372,NA,NA,(DC.) Cogn.,NA,São Paulo,P. N. da Bocaina,-44.5699996948242,-22.6399993896484,NA,NA,UPCB0014372,São José do Barreiro,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.233889,"111",2019-11-13 11:25:24-03,USP,SPF,"122109",PreservedSpecimen,Plantae,Melastomataceae,Leandra,linearifolia,Leandra linearifolia,"Souza, JP","837","1996","12","13",NA,Brasil,NA,NA,NA,SPF00122109,NA,NA,Cogn.,"Chiea, SAC",São Paulo,NA,-45.004722,-23.233889,NA,NA,NA,Cunha,NA,NA,"1997","11","-45.004722","-23.233889",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.889778,-23.653806,"134",2019-11-06 16:08:37-03,IAC,IAC,"6121",S,Plantae,Melastomataceae-2.Melastomoideae,Leandra,salicina,Leandra salicina,A.S. Lima,s/nº,"1941","01","16",NA,Brasil,NA,NA,NA,NA,NA,NA,Cogn.,A.C. Brade,São Paulo,"Estação Experimental de Boracéia/Estação Experimental de Quina (atual Estação Biológica de Boracéia, Museu de Zoologia/USP)",-45.889778,-23.653806,NA,NA,NA,Salesópolis,NA,NA,"1941","04","-45.889778","-23.653806",NA,"17",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.233889,"151",2019-10-03 10:03:56-03,UFSCar,SORO,"6666",PreservedSpecimen,Plantae,Melastomataceae,Leandra,linearifolia,Leandra linearifolia,"Souza, J.P.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","837","1996","12","13",NA,Brasil,NA,NA,"Subasbusto, 30cm alt. Flores alvas.",NA,NA,NA,Cogn.,S.A.C. Chiea,São Paulo,"Trilha da Pedreira; Floresta Ombrófila Densa, Floresta de altitude com pasto abandonado por mais de 20 anos.",-45.004722,-23.233889,NA,NA,NA,Cunha,NA,NA,"1997","08",45°00'17W,23°14'02S,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.233889,"161",2021-03-04 15:45:00-03,IF,SPSF,"21596",PreservedSpecimen,Plantae,Melastomataceae,Leandra,salicina,Leandra salicina,J.P.Souza & V.C.Souza & R.R.Rodrigues & J.Y.Tamashiro & N.M.Ivanauskas,"837","1996","12","13",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Floresta Ombrófila Densa.&nf;Subarbusto 30cm; flores alvas.; GEOGRAFIA: floresta de altitude com pasto abandonado&nf;;",NA,Magnoliophyta,Myrtales,(DC.) Cogn.,J.F.A.Baumgratz,SP,Parque Estadual da Serra do Mar,-45.004722,-23.233889,NA,NA,NA,Cunha,NA,NA,"2004","12",NA,NA,Magnoliopsida,"01",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
