X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,typeStatus,verbatimLongitude,verbatimLatitude,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.689019,-20.042944,"30",2020-12-11 11:44:12-03,UFMG,BHCB,"149111",PreservedSpecimen,Plantae,Monocotyledon,NA,Iridaceae,Neomarica,glauca,Neomarica glauca,(Seub. ex Klatt) Sprague,NA,"Tameirão Neto, E; Mansur, T","4939","2011","01","13",Southern America,Brasil,Minas Gerais,"Serra Gandarela, Projeto Mina Apolo",-49.689019,-20.042944,"1596","1596",NA,"Herbáceo.; Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual.",BHCB051486,NA,Santa Bárbara,NA,NA,"2011","03",NA,NA,NA,NA,"-49.689019","-20.042944",NA,"35",São Paulo,SP,Sudeste
-44.45,-22.75,"82",2019-11-21 10:07:08-03,IBt,SP,"390613",S,Plantae,NA,NA,Iridaceae,Neomarica,glauca,Neomarica glauca,(Seub. ex Klatt) Sprague,"Gil, A","Lima, LR; Catharino, ELM; Trindade, T; Castro, VP; Laetano, T","411","2006","12","15",NA,Brasil,São Paulo,"Serra da Bocaina, Campo sujo antropizado com solo vermelho",-44.45,-22.75,"1210","1210",NA,"Erva em mata de araucária, tépalas com região basal amarela tigrada de vinho, estaminódios lilases, região estigmática amarela",NA,NA,Bananal,NA,NA,"2008","08",NA,NA,NA,NA,"-44.45","-22.75",NA,"35",São Paulo,SP,Sudeste
