X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,identifiedBy,maximumElevationInMeters,minimumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"7",2021-03-15 16:37:00-03,NY,NYBG,"545577",PreservedSpecimen,Plantae,Magnoliophyta,Asparagales,Amaryllidaceae,Crinum,erubescens,Crinum erubescens,Aiton,NA,H. Luederwaldt,"8933","1910","06",NA,South America,Brazil,São Paulo,Sao Paulo,Ipiranga [possibly Iporanga?],-46.63,-23.5403,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=418404' target='other'> <mi>dwc_moreinfo</mi></a>,NY00545577,NY00545577_01,NA,NA,H. Luederwaldt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-24.7,"14",2016-10-21 19:55:00-02,NY,NYBG,"777727",PreservedSpecimen,Plantae,Magnoliophyta,Asparagales,Amaryllidaceae,Crinum,salsum,Crinum salsum,NA,NA,M. Borgo,"640","2000","02","11",South America,Brazil,São Paulo,Iguape,Rio Suá-Mirim,-47.55,-24.7,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83700' target='other'> <mi>dwc_moreinfo</mi></a>,NY00777727,NY00777727_01,NA,NA,M. Borgo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"49",2020-11-04 10:59:02-03,ESALQ,ESA,"116926",PreservedSpecimen,Plantae,Magnoliophyta,NA,Amaryllidaceae,Crinum,americanum,Crinum americanum,L.,NA,"Rodrigues, M.E.F.","663.0","2010","11","01",NA,Brasil,São Paulo,Iguápe,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA116926,ESA116926_1 ESA116926_2,"55628",auto,"Rodrigues, M.E.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.06,-22.9,"51",2015-07-02 14:00:08-03,JBP,HPL,"1027",S,Plantae,NA,NA,Alliaceae,Crinum,americanum,Crinum americanum,Hort. Prag. ex Steud.,NA,A.G. Ribeiro,"78","2001","09","20",NA,Brasil,SP,Campinas,"Cultivado, ornamental.",-47.06,-22.9,NA,NA,NA,NA,"23900",auto,J. Dutilhi,NA,NA,"2001","02","02",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"65",2021-03-01 16:18:54-03,UNICAMP,UEC,"38670",S,Plantae,Liliopsida,NA,Amaryllidaceae,Crinum,americanum,Crinum americanum,NA,NA,"Martins, FR; Tamashiro, JY","17677","1985","06","13",NA,Brazil,São Paulo,Cananéia,"Ilha do Cardoso, Rio Perequê",-47.9199981689453,-25.0100002288818,NA,"Flores brancas, frutos verdes imaturos, dentro d'água em marés altas.",UEC090280,UEC090280,"37574",auto,"Oliveira, RS",NA,NA,"2013","02",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"66",2021-03-01 16:18:54-03,UNICAMP,UEC,"069110",S,Plantae,Liliopsida,NA,Amaryllidaceae,Crinum,erubescens,Crinum erubescens,Aiton,NA,"Galvão, JC; et al.","26389","1992","06","08",NA,Brazil,São Paulo,Campos do Jordão,Caminho para S. José dos Alpes,-45.5900001525879,-22.7299995422363,NA,"Árvore de 6m alt. Com flores brancas.; Mata.",NA,NA,"21048",auto,"Aranha, JLM",NA,NA,"2010","03",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6199989318848,-24.0799999237061,"67",2021-03-01 16:18:54-03,UNICAMP,UEC,"131340",S,Plantae,Liliopsida,NA,Amaryllidaceae,Crinum,erubescens,Crinum erubescens,Aiton,NA,"Bartolomeu, JG",s.n.,"1953","12","27",NA,Brazil,São Paulo,Mongaguá,Nas margens do Rio Mongaguá,-46.6199989318848,-24.0799999237061,NA,Brejo.,UEC090282,UEC090282,"12311",auto,"Hoehne, W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"68",2021-03-01 16:18:54-03,UNICAMP,UEC,"136554",S,Plantae,Liliopsida,NA,Amaryllidaceae,Crinum,salsum,Crinum salsum,Ravenna,NA,"Mamede, MCH; Souza, VC","150","1989","02","23",NA,Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Margem do Rio Pereque.",-47.9199981689453,-25.0100002288818,NA,"Tépalas alvas, filetes vináceos, anteras alvas, posteriormente negras. Frutos imaturos verdes.; Mata. Em solo arenoso e firme, parcialmente submersa.",UEC090279,UEC090279,"37574",auto,Ravenna,NA,NA,"1990","09","19",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"117",2021-02-11 17:17:48-03,UFPR,UPCB,"40698",PreservedSpecimen,Plantae,NA,NA,Amaryllidaceae,Crinum,salsum,Crinum salsum,P.Ravenna,NA,"Borgo, M.","640","2000","02","11",NA,Brasil,São Paulo,Iguape,Rio Suá-Mirim,-47.5499992370605,-24.7000007629395,NA,"Herbácea rizomatosa com flores de tépalas alvas, estilete e filetes vinosos, em orla de manguezal na margem do rio..",NA,NA,"55628",auto,"Borgo, M.",NA,NA,"2000","02",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"152",2020-06-15 15:28:17-03,UNESP-RC,HRCB,"26772",PreservedSpecimen,Plantae,NA,NA,Amaryllidaceae,Crinum,americanum,Crinum americanum,L.,NA,"Rubim, A.",NA,"1997","08","15",NA,Brasil,São Paulo,Itanhaém,Rio Branco,-46.7799987792969,-24.1800003051758,NA,"Planta semi-aquática. Profundidade de 1,6 m",NA,NA,"26998",auto,"Dutilh, J.H.A.",NA,NA,"2007","03",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
