X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,infraspecificEpithet,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.57,-22.72,"1",2021-03-15 16:37:00-03,NY,NYBG,"437981",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Anacardiaceae,Schinus,engleri,Schinus engleri,F.A.Barkley,L. P. de Queiroz,"2683","1990","10","06",South America,Brazil,São Paulo,Campos do Jordao,"Reserva do Instituto Florestal. Caminho da Cachoeira, ao longo do rio das Trutas.",-45.57,-22.72,"1200","1200",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48157' target='other'> <mi>dwc_moreinfo</mi></a>,NY00437981,NY00437981_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.57,-22.72,"7",2021-03-15 16:37:00-03,NY,NYBG,"437982",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Anacardiaceae,Schinus,engleri,Schinus engleri,F.A.Barkley,L. P. de Queiroz,"2663","1990","10","06",South America,Brazil,São Paulo,Campos do Jordao,"Reserva do Instituto Florestal. Caminho da Cachoeira, ao longo do rio das Trutas. Campo de altitude.",-45.57,-22.72,"1200","1200",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48158' target='other'> <mi>dwc_moreinfo</mi></a>,NY00437982,NY00437982_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.48061,-22.68867,"8",2021-03-15 16:37:00-03,NY,NYBG,"02702142",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Anacardiaceae,Schinus,engleri,Schinus engleri,F.A.Barkley,C. L. Silva-Luz,"161","2011","08","27",South America,Brazil,São Paulo,Campos do Jordao,"Parque Estadual de Campos do Jordão. Caminho para a trilha do rio Sapucaí, beira da trilha. Proximo ao centro de visitantes.",-45.48061,-22.68867,"1393",NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2997363' target='other'> <mi>dwc_moreinfo</mi></a>,NY02702142,NY02702142_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.47533,-22.69056,"10",2021-03-15 16:37:00-03,NY,NYBG,"02702141",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Anacardiaceae,Schinus,engleri,Schinus engleri,F.A.Barkley,C. L. Silva-Luz,"165","2011","08","27",South America,Brazil,São Paulo,Campos do Jordao,"Parque Estadual de Campos do Jordão. Trilha da cachoeira, beira da trilha. Margem do rio Sapucaí.",-45.47533,-22.69056,"1516",NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2997362' target='other'> <mi>dwc_moreinfo</mi></a>,NY02702141,NY02702141_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.566667,-22.716667,"19",2019-10-09 11:08:25-03,UFBA,ALCB,"029411",PreservedSpecimen,Plantae,Dicotyledon,NA,Anacardiaceae,Schinus,engleri,Schinus engleri,Barkley,"Queiroz, LP de; Martins, E; Carvalho-Okano, RM; Guimarães, PF; et al.","2663","1990","10","06",Southern America,Brasil,São Paulo,São Paulo,"Reserva do Instituto Florestal. Caminho da Cachoeira, ao longo do rio das Trutas",-45.566667,-22.716667,"1200","1200",NA,"Ca. 2,5m; com resina translúcida e folhas com odor de terenbintina. Flores esverdeadas.",ALCB067844,NA,NA,NA,NA,NA,"-45.566667","-22.716667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.566667,-22.716667,"20",2019-10-09 11:08:25-03,UFBA,ALCB,"029408",PreservedSpecimen,Plantae,Dicotyledon,NA,Anacardiaceae,Schinus,engleri,Schinus engleri,Barkley,"Queiroz, LP de; Martins, E; Carvalho-Okano, RM; Guimarães, PF; et al.","2683","1990","10","06",Southern America,Brasil,São Paulo,São Paulo,"Reserva do Instituto Florestal. Caminho da Cachoeira, ao longo do rio das Trutas",-45.566667,-22.716667,"1200","1200",NA,"Ca. 2,5m; com resina translúcida e folhas com odor de terenbintina. Flores esverdeadas.",ALCB067843,NA,NA,NA,NA,NA,"-45.566667","-22.716667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.566667,-22.716667,"43",2020-12-20 21:15:22-03,UFV,VIC,"12869",PreservedSpecimen,Plantae,NA,NA,Anacardiaceae,Schinus,engleri,Schinus engleri,FA Barkley,"Queiroz, L.P. de; et al.","2683","1990","10","06",NA,Brasil,São Paulo,Campos do Jordão,"Reserva do Instituto Florestal, Caminho da cachoeira, ao longo do Rio das Trutas. Mata de Altitude. 1200 metros de altitude.",-45.566667,-22.716667,NA,NA,NA,"Arvoreta de 2,5 metros de altura, com resina translúcida e folhas com odor de terebintina. Flores esverdeadas.",VIC012869,VIC012869,NA,NA,NA,NA,"-45.566667","-22.716667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.566667,-22.716667,"44",2020-12-20 21:15:22-03,UFV,VIC,"12870",PreservedSpecimen,Plantae,NA,NA,Anacardiaceae,Schinus,engleri,Schinus engleri,FA Barkley,"Queiroz, L.P. de; et al.","2663","1990","10","06",NA,Brasil,São Paulo,Campos do Jordão,"Reserva do Instituto Florestal, Caminho da cachoeira, ao longo do Rio das Trutas. Mata de Altitude. 1200 metros de altitude.",-45.566667,-22.716667,NA,NA,NA,"Arvoreta de c.a. de 2,5 metros de altura, com folhas e ramos com odor de terebintina. Frutos imaturos verdes.",VIC012870,VIC012870,NA,NA,NA,NA,"-45.566667","-22.716667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"48",2019-08-20 10:02:30-03,UNICAMP,UEC,"30502",S,Plantae,Magnoliopsida,NA,Anacardiaceae,Schinus,engleri,Schinus engleri,F.A.Barkley,"Mattos, J; Mattos, N","15020","1967","07","26",NA,Brazil,São Paulo,Campos do Jordão,"Fazenda da guarda (reserva florestal), Na mata virgem, em lugar meio aberto.",-45.5900001525879,-22.7299995422363,NA,NA,NA,5m de altura. Flores brancas.,UEC106059,UEC106059,"Silva-Luz, CL",NA,"21048",auto,NA,NA,NA,NA,"2011","10","10",NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"49",2019-08-20 10:02:30-03,UNICAMP,UEC,"100376",S,Plantae,Magnoliopsida,NA,Anacardiaceae,Schinus,engleri,Schinus engleri,F.A.Barkley,"Mattos, J; Mattos, N","15020","1967","07","26",NA,Brazil,São Paulo,Campos do Jordão,"Fazenda da guarda (reserva florestal), Na mata virgem, em lugar meio aberto.",-45.5900001525879,-22.7299995422363,NA,NA,NA,5m de altura. Flores brancas.,NA,NA,"Silva-Luz, CL",NA,"21048",auto,NA,NA,NA,NA,"2011","10","10",NA,NA,"35",São Paulo,SP,Sudeste
