X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,class,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,typeStatus,relatedCatalogItem,coordinatePrecision,geoFlag,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5800018310547,-20.8899993896484,"105",2021-03-01 16:32:18-03,UNICAMP,UEC,"73502",S,Plantae,Magnoliopsida,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Baitello, JB","Marcondes-Ferreira, W; Barosela, JR; Sciamarelli, A; Moraes, MD","898","1994","03","19",NA,Brazil,São Paulo,Batatais,"Fazenda Bom Jesus, caminho para Jardinópolis.",-47.5800018310547,-20.8899993896484,NA,"Árvore, ca 5m. flores.; Brejo com vegetação arbórea.",UEC138592,UEC138592,NA,NA,NA,NA,NA,"1997","09","06",NA,NA,"22006",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"106",2021-03-01 16:32:18-03,UNICAMP,UEC,"99519",S,Plantae,Magnoliopsida,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Baitello, JB","Spina, AP","276","1994","07","28",NA,Brazil,São Paulo,Campinas,"Barão Geraldo, Fazenda Santa Genebra.",-47.060001373291,-22.8999996185303,NA,"Arbórea, 10m alt. Frutos verdes.; Mata higrófila",UEC138569,UEC138569,NA,NA,NA,NA,NA,"1999","06","19",NA,NA,"23900",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"107",2021-03-01 16:32:18-03,UNICAMP,UEC,"172815",S,Plantae,Magnoliopsida,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Baitello, JB","Toniato, MTZ","33665","1994","11","24",NA,Brazil,São Paulo,Campinas,Km 139 da Rodovia D. Pedro I.,-47.060001373291,-22.8999996185303,NA,Mata de brejo.,UEC084674,UEC084674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.5800018310547,-20.8899993896484,"116",2021-03-01 16:32:18-03,UNICAMP,UEC,"73502",S,Plantae,Magnoliopsida,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Baitello, JB","Marcondes-Ferreira, W; Barosela, JR; Sciamarelli, A; Moraes, MD","898","1994","03","19",NA,Brazil,São Paulo,Batatais,"Fazenda Bom Jesus, caminho para Jardinópolis.",-47.5800018310547,-20.8899993896484,NA,"Árvore, ca 5m. flores.; Brejo com vegetação arbórea.",UEC138592,UEC138592,NA,NA,NA,NA,NA,"1997","09","06",NA,NA,"22006",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"117",2021-03-01 16:32:18-03,UNICAMP,UEC,"99519",S,Plantae,Magnoliopsida,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Baitello, JB","Spina, AP","276","1994","07","28",NA,Brazil,São Paulo,Campinas,"Barão Geraldo, Fazenda Santa Genebra.",-47.060001373291,-22.8999996185303,NA,"Arbórea, 10m alt. Frutos verdes.; Mata higrófila",UEC138569,UEC138569,NA,NA,NA,NA,NA,"1999","06","19",NA,NA,"23900",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"118",2021-03-01 16:32:18-03,UNICAMP,UEC,"172815",S,Plantae,Magnoliopsida,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Baitello, JB","Toniato, MTZ","33665","1994","11","24",NA,Brazil,São Paulo,Campinas,Km 139 da Rodovia D. Pedro I.,-47.060001373291,-22.8999996185303,NA,Mata de brejo.,UEC084674,UEC084674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.360694,-20.885444,"261",2020-06-15 15:30:49-03,UNESP-RC,HRCB,"56481",PreservedSpecimen,Plantae,NA,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Moraes, P.","Moraes, P.L.R. de","3412","2011","11","27",NA,Brasil,São Paulo,Batatais,Chapadão,-47.360694,-20.885444,NA,"Árvore 15 m, cremes.",NA,NA,"796","796",NA,47º21'38.5W,"20º53'07,6S","2011","11","27",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.736083,-20.871194,"262",2020-06-15 15:30:49-03,UNESP-RC,HRCB,"56489",PreservedSpecimen,Plantae,NA,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Moraes, P.","Moraes, P.L.R. de","3420","2011","11","27",NA,Brasil,São Paulo,Batatais,NA,-47.736083,-20.871194,NA,"Árvore 18 m, flores cremes, frutos esverdeados.",NA,NA,"732","732",NA,47º44'09.9W,"20º52'16,3S","2011","11","27",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.736083,-20.871194,"263",2020-06-15 15:30:49-03,UNESP-RC,HRCB,"56513",PreservedSpecimen,Plantae,NA,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Moraes, P.","Moraes, P.L.R. de","3444","2011","11","27",NA,Brasil,São Paulo,Batatais,NA,-47.736083,-20.871194,NA,"Árvore 10 m, flores reme, frutos imaturos.",NA,NA,"732","732",NA,47º44'09.9W,"20º52'16,3S","2011","11","27",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.736083,-20.871194,"264",2020-06-15 15:30:49-03,UNESP-RC,HRCB,"56518",PreservedSpecimen,Plantae,NA,NA,Lauraceae,Aniba,heringeri,Aniba heringeri,Vattimo,"Moraes, P.","Moraes, P.L.R. de","3449","2011","11","27",NA,Brasil,São Paulo,Batatais,NA,-47.736083,-20.871194,NA,"Árvore 10 m, flores creme, frutos imaturos.",NA,NA,"732","732",NA,47º44'09.9W,"20º52'16,3S","2011","11","27",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
