X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,class,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,typeStatus,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.918056,-24.9025,"11",2021-03-01 16:30:39-03,UNICAMP,UEC,"149336",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,bullata,Inga bullata,Benth.,"Urbanetz, C","488","2008",NA,NA,NA,Brazil,São Paulo,Cananéia,"Km 31 da rodovia SP-226, Estrada de terra para o mar de dentro.",-47.918056,-24.9025,NA,"Árvore de 7m de altura.; Floresta alta de restinga.",NA,NA,NA,NA,NA,"Urbanetz, C",NA,NA,NA,"-47.918056","-24.9025",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.866667,-24.666667,"12",2019-08-20 10:13:44-03,UNICAMP,UEC,"91814",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,bullata,Inga bullata,Benth.,"Ivanauskas, NM","857","1996","08","02",NA,Brazil,São Paulo,Pariquera-Açu,"Propriedade de Antonio Povinsk, Floresta Atlântica.",-47.866667,-24.666667,NA,Arvoreta de 3 metros de altura.Material vegetativo.,NA,NA,NA,NA,NA,"Garcia, FCP","1996","08","08","-47.866667","-24.666667",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.675833,"32",2020-06-15 15:30:42-03,UNESP-RC,HRCB,"30467",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,bullata,Inga bullata,Benth.,"Ivanauskas, N.M.","857","1996","08","02",NA,Brasil,São Paulo,Pariquera-Açu,Propriedade de Antonio Povinski,-47.876944,-24.675833,NA,Arvoreta de 3m. Material vegetativo.,NA,NA,NA,NA,NA,"Garcia, F.C.P.","1996","08","08",47º52'37W,24º40'33S,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"39",2021-03-04 15:43:15-03,IF,SPSF,"25817",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,bullata,Inga bullata,NA,M.P.Costa,"57","1991","12","13",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,NA,Magnoliopsida,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"40",2021-03-04 15:43:15-03,IF,SPSF,"25816",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,campanulata,Inga campanulata,NA,E.A.Anunciacao,"103","1991","12","15",América do Sul,Brasil,SP,Iguape,"E.Ecol.Jureia-Itatins, Serra da Jureia",-47.5499992370605,-24.7000007629395,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliopsida,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"41",2021-03-04 15:43:15-03,IF,SPSF,"25780",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,campanulata,Inga campanulata,NA,L.Rossi,"829","1991","03","19",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliopsida,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"42",2021-03-04 15:43:15-03,IF,SPSF,"25779",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,campanulata,Inga campanulata,NA,D.F.Pereira,"52","1991","08","13",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliopsida,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"46",2019-11-21 10:05:47-03,IBt,SP,"237939",S,Plantae,NA,NA,Fabaceae,Inga,bullata,Inga bullata,Benth.,"Rossi, L; Romaniuc Neto, S; Cordeiro, I","494","1988","08","24",NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, Morro de Foles",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,"37574",auto,"Pennington, TD","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"47",2019-11-21 10:05:47-03,IBt,SP,"253037",S,Plantae,NA,NA,Fabaceae,Inga,bullata,Inga bullata,Benth.,"Aragaki, S; Cordeiro, I; Rossi, L; Nicolau, SA","3","1992","03","11",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Mata ao redor do alojamento",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"48",2019-11-21 10:05:47-03,IBt,SP,"252421",S,Plantae,NA,NA,Fabaceae,Inga,bullata,Inga bullata,Benth.,"Anunciação, EA; Rossi, L; Cordeiro, I; Costa, MP","103","1991","12","15",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Serra da Juréia, mata nos arredores do alojamento",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
