X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,class,monthIdentified,dayIdentified,relatedCatalogItem,verbatimLongitude,verbatimLatitude,relationshipType,previousCatalogNumber,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"25",2020-11-04 11:17:31-03,ESALQ,ESA,"17155",PreservedSpecimen,Plantae,Magnoliophyta,NA,Polygalaceae,Polygala,sabulosa,Polygala sabulosa,A.W. Benn.,Mc. Marques,"Souza, V.C. et al.","3952.0","1993","05","22",NA,Brasil,São Paulo,NA,NA,NA,ESA017155,ESA017155,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"62",2019-08-27 13:31:53-03,IAP,PACA-AGP,"27904",PreservedSpecimen,Plantae,Magnoliophyta,Polygalales,Polygalaceae,Polygala,sabulosa,Polygala sabulosa,A. W. Benn.,R. Lüdtke,E. Friderichs SJ,NA,"1944","01",NA,NA,Brasil,SP,NA,NA,Habitat: In humidis dumetosis Fenofase: flor e fruto,PACA027904,NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,"21048",auto,"2003",Magnoliatae,"10","06",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"78",2021-03-01 16:38:17-03,UNICAMP,UEC,"55541",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,sellowiana,Polygala sellowiana,A. St.-Hil. & Moq.,NA,"Meira Neto, JAA; Martins, E; Siqueira, MF","632","1990","10","09",NA,Brazil,São Paulo,Estado Ecológico de Santa Bárbara - cerrado.,NA,Flores lilases brancas no banhado com erva 25cm.,UEC079216,UEC079216,Águas de Santa Bárbara,-49.238899230957,-22.8805999755859,NA,NA,"18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"312",2019-11-21 10:17:16-03,IBt,SP,"13582",S,Plantae,NA,NA,Polygalaceae,Polygala,sabulosa,Polygala sabulosa,A.W.Benn.,"Gondona, E","Loefgren, A",CGG2319,"1894","03","27",NA,Brasil,São Paulo,"Campo de Bocaina, campo, Invernada, Pinhal.",NA,Herb. fol. lin. fl. cap. viol.,SP007712,SP007712,São José do Barreiro,-44.5699996948242,-22.6399993896484,NA,NA,"30784",auto,"1948",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
