X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,yearIdentified,monthIdentified,fieldNumber,infraspecificEpithet,individualCount,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.59,-20.89,"139",2017-09-11 16:26:54-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Asteraceae,Wedelia,puberula,Wedelia puberula,DC.,NA,"Regnell, AF",ser. III776,NA,NA,NA,Southern America,Brazil,São Paulo,NA,-47.59,-20.89,NA,NA,NA,NA,NA,P06P3N0060,Batatais,"-47.59","-20.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"148",2019-11-21 10:01:39-03,IBt,SP,"16809",S,Plantae,NA,NA,Asteraceae,Wedelia,puberula,Wedelia puberula,DC.,"Barroso, GM","Loefgren, A",CGG1239,"1888","12","13",NA,Brasil,São Paulo,NA,-48.1699981689453,-21.7900009155273,NA,NA,NA,NA,SP023793,SP023793,Araraquara,NA,NA,"29178",auto,NA,"1962",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4000015258789,-20.5300006866455,"149",2019-11-21 10:01:39-03,IBt,SP,"16800",S,Plantae,NA,NA,Asteraceae,Wedelia,puberula,Wedelia puberula,DC.,"Barroso, GM","Loefgren, A; Edwall, G",CGG2051,"1893","01","06",NA,Brasil,São Paulo,NA,-47.4000015258789,-20.5300006866455,NA,NA,NA,NA,SP023794,SP023794,Franca,NA,NA,"27521",auto,NA,"1962",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"150",2019-11-21 10:01:39-03,IBt,SP,"279161",S,Plantae,NA,NA,Asteraceae,Wedelia,puberula,Wedelia puberula,DC.,"Magenta, MAG","Marcondes Ferreira, W; Moraes, MD; Sciamarelli, A; Barosela, JR","811","1994","03","18",NA,Brasil,São Paulo,"Parque Estadual Furnas do Bom Jesus, Nas bordas das vertentes",-47.4700012207031,-20.25,NA,NA,NA,NA,NA,NA,Pedregulho,NA,NA,"27552",auto,NA,"1999","01",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"151",2019-11-21 10:01:39-03,IBt,SP,"42247",S,Plantae,NA,NA,Asteraceae,Wedelia,puberula,Wedelia puberula,DC.,"Magenta, MAG","Pickel, B",4489a,"1939","12","31",NA,Brasil,São Paulo,Bosque da Saúde,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,São Paulo,NA,NA,"53584",auto,NA,"1999","01",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
