X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,relatedCatalogItem,monthIdentified,dayIdentified,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"18",2020-11-04 11:13:52-03,ESALQ,ESA,"33997",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,Cogn.,"Meyer, F.S.",NA,"Bertani, D.F. et al.","13.0","1996","12","13",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA033997,ESA033997,NA,"38855",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"19",2020-11-04 11:13:52-03,ESALQ,ESA,"33992",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,Cogn.,"Meyer, F.S.",NA,"Bertani, D.F. et al.","7.0","1996","12","13",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA033992,ESA033992,NA,"38855",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"21",2020-11-04 11:13:52-03,ESALQ,ESA,"34041",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,Cogn.,"Meyer, F.S.",NA,"Franciosi, E.R.N. et al.","9.0","1996","12","16",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA034041,ESA034041,NA,"38855",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.239444,"44",2021-02-11 17:20:21-03,UFPR,UPCB,"42757",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,Cogn.,"Meyer, F.S.",NA,"Bertani, D.F.","7","1996","12","13",NA,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, 23°14'22S 45°00'17W",-45.004722,-23.239444,NA,NA,NA,"Arbusto 4m, flores brancas. Floresta ombrófila densa montana, floresta secundária com ca. 15 andos de regeneração..",NA,NA,"2016",NA,NA,NA,"-45.004722","-23.239444",NA,"11",NA,NA,"35",São Paulo,SP,Sudeste
-45.004722,-23.239444,"76",2019-11-13 16:04:50-03,UNISANTA,HUSC,"8989",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,Cogn.,"Meyer, F.S.",NA,"Bertani, D.F.; et al.","13","1996","12","13",NA,Brasil,São Paulo,Cunha,P.E. da Serra do Mar - Núcleo Cunha,-45.004722,-23.239444,NA,NA,NA,"Arbusto, 2m alt., ponta das pétalas vermelhas.; Floresta Ombrófila Densa Montana, Floresta Secundária com aproximadamente 15 anos de regeneração.",NA,NA,"2013",NA,NA,NA,"-45.004722","-23.239444",NA,"11",NA,NA,"35",São Paulo,SP,Sudeste
-45.021278,-23.236222,"77",2020-11-04 17:29:48-03,UEM,HUEM,"7103",S,Plantae,NA,NA,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,Cogn.,"Meyer, F.S. in dup.ESA",NA,"Franciosi, ERN; Bertani, DF; Yamamoto, LF; Albuquerque, LB; Rodrigues, RR; Souza, VC; J.Y.Tamas","9","1996","12","16",NA,Brasil,São Paulo,Cunha,"Núcleo Cunha, P.E. da serra do mar; floresta ombrófila densa montana; pastagem com arbusto e árvores isoladas",-45.021278,-23.236222,NA,NA,NA,"Arbusto de 1,5 m de altura; pétalas branco-róseas; estame falciforme com base amarela e ápice róseo",HUEM000007338,HUEM000007338,"2014",NA,NA,NA,"-45.021278","-23.236222",NA,"11","06",NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"78",2020-11-04 17:29:48-03,UEM,HUEM,"7102",S,Plantae,NA,NA,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,Cogn.,"Meyer, F.S. in dup.ESA",NA,"Bertani, DF; et al.","7","1996","12","13",NA,Brasil,São Paulo,Cunha,"P.E. da serra do mar - Núcleo Cunha, floresta ombófila; densa montanha; floresta segundária com aproximadamente 15 anos de regeneração.",-44.9599990844727,-23.0699996948242,NA,NA,NA,"Arbusto de 4,0m de altura. Flores brancas.",HUEM000007337,HUEM000007337,"2014","38855",auto,NA,NA,NA,NA,"11","03",NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"79",2020-11-04 17:29:48-03,UEM,HUEM,"7088",S,Plantae,NA,NA,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,Cogn.,"Meyer, F.S. in dup.ESA",NA,"Bertani, DF; et al.","13","1996","12","13",NA,Brasil,São Paulo,Cunha,"P.E. da serra do mar - Núcleo Cunha, floresta ombófila; densa montanha; floresta segundária com aproximadamente 15 anos de regeneração.",-44.9599990844727,-23.0699996948242,NA,NA,NA,"Arbusto de 2,0m de altura, ponta das pétalas vermelhas.",HUEM000007336,HUEM000007336,"2014","38855",auto,NA,NA,NA,NA,"11","03",NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"85",2021-03-04 15:45:09-03,IF,SPSF,"13299",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,NA,NA,NA,G.Silva,NA,"1990","01","17",América do Sul,Brasil,SP,Caraguatatuba,NA,-45.4099998474121,-23.6200008392334,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"30093",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"86",2021-03-04 15:45:09-03,IF,SPSF,"12697",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Tibouchina,dusenii,Tibouchina dusenii,NA,NA,NA,G.Rossi,NA,"1988","12","31",América do Sul,Brasil,SP,Ubatuba,Serra do Mar,-45.0699996948242,-23.4300003051758,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"34265",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
