X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,individualCount,geoFlag,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"1",2012-10-29 11:52:00-02,MO,MOBOT,"100536999",PreservedSpecimen,Plantae,Orchidaceae,Lepanthopsis,densiflora,Lepanthopsis densiflora,(Barb. Rodr.) Ames,C.A. Luer,Oswaldo Handro,Handro s.n.,"1937","3","15",South America,Brazil,São Paulo,São Paulo,Nativa no Jardim Botânico.,-46.6300010681152,-23.5400009155273,"53584","1",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"4",2019-11-21 10:13:30-03,IBt,SP,"29603",S,Plantae,Orchidaceae,Lepanthopsis,densiflora,Lepanthopsis densiflora,(Barb.Rodr.) Ames,"Smidt, EC","Handro, O",s.n.,"1937","03","15",NA,Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,"53584",NA,auto,NA,NA,NA,NA,NA,"2000","07","07","35",São Paulo,SP,Sudeste
