X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,imagecode,geoFlag,yearIdentified,monthIdentified,dayIdentified,continentOcean,occurrenceRemarks,class,order,minimumElevationInMeters,verbatimLongitude,verbatimLatitude,maximumElevationInMeters,preparationType,typeStatus,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.29,-22.77,"5",2015-07-02 14:03:36-03,JBP,HPL,"11650",S,Plantae,NA,Passifloraceae,Passiflora,campanulata,Passiflora campanulata,NA,H. Lorenzi,H. Lorenzi,"6230","2007","02","13",Brasil,SP,Nova Odessa,"Coletado e cultivado no Jardim Botânico Plantarum; originária de Jaguariaíva-PR, em beira de capoeira.",-47.29,-22.77,"8440",NA,NA,auto,"2007","02","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.06,-22.9,"6",2015-07-02 14:03:36-03,JBP,HPL,"6301",S,Plantae,NA,Passifloraceae,Passiflora,campanulata,Passiflora campanulata,Mast.,H. Lorenzi,H. Lorenzi,"3538","2002","11","10",Brasil,SP,Campinas,"Cultivado no IAC, porém cultivado também no Instituto Plantarum.",-47.06,-22.9,"23900",NA,NA,auto,"2002","11","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"38",2015-09-05 10:32:30-03,MNHN,RECOLNAT_MNHN_P,P05619415,PreservedSpecimen,NA,NA,Passifloraceae,Passiflora,campanulata,Passiflora campanulata,Mast.,NA,"Kuhlmann, M.",NA,"1935","1","23",Brasil,São Paulo,Campos do Jordão,Estrada Arbenessia- Umuarama.,-45.5900001525879,-22.7299995422363,"21048",P05619415,P05619415_01,auto,NA,NA,NA,NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05619415' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,hb,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6361111,-23.5475,"59",2016-04-06 09:43:00-03,MO,MOBOT,"100255168",PreservedSpecimen,Plantae,NA,Passifloraceae,Passiflora,campanulata,Passiflora campanulata,Mast.,E.P. Killip,J.I. Puiggari,Puiggari s.n.,NA,NA,NA,Brazil,São Paulo,NA,NA,-46.6361111,-23.5475,NA,NA,NA,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"69",2020-04-07 16:32:22-03,IAC,IAC,"46751",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,L.C. Bernacci,L.C. Bernacci,"4059","2005","11","22",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2005","11","22",NA,Parcela 8.026,NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5914,-22.7394,"71",2020-04-07 16:32:22-03,IAC,IAC,"32574",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,"F.A. Vitta; L.C. Bernacci & Y.V. Bakker",M. Kuhlmann,s/nº,"1935","01","23",Brasil,São Paulo,Campos do Jordão,estrada Abernesia - Umuarama,-45.5914,-22.7394,NA,NA,NA,NA,"1999","01","21",NA,NA,NA,NA,NA,"-45.5914","-22.7394",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"72",2019-01-25 15:35:38-02,IAC,IAC,"42762",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,L.C. Bernacci,L.C. Bernacci,"3335","2002","12","06",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2002","12","06",NA,Origem Fernando,NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"73",2019-01-25 15:35:38-02,IAC,IAC,"42809",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,L.C. Bernacci & H. Lorenzi,L.C. Bernacci & H. Lorenzi,"3365","2003","03","26",Brasil,São Paulo,Nova Odessa,NA,-47.2958,-22.7775,NA,NA,NA,NA,"2003","03","26",NA,Originária de Oliveira-MG,NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"74",2020-04-07 16:32:22-03,IAC,IAC,"46747",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,L.C. Bernacci,L.C. Bernacci,"4055","2005","11","22",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2005","11","22",NA,NA,NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"75",2020-04-07 16:32:22-03,IAC,IAC,"46948",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,C.F. Nardin et al.,"C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","13","2006","04","07",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2006","04","07",NA,"proveniente de Ibitipoca, Minas Gerais; parcela número 8.25",NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"76",2020-04-07 16:32:22-03,IAC,IAC,"46954",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,C.F. Nardin et al.,"C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","15","2006","04","07",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2006","04","07",NA,"proveniente de São Sebastião do Paraíso, Minas Gerais; parcela número 7.01",NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"77",2020-04-07 16:32:22-03,IAC,IAC,"46955",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,C.F. Nardin et al.,"C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","9","2006","04","07",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2006","04","07",NA,"proveniente de Jaguariaíva, Paraná; parcela número 8.26",NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"78",2020-04-07 16:32:22-03,IAC,IAC,"46958",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,C.F. Nardin et al.,"C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","10","2006","04","07",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2006","04","07",NA,"proveniente de Jaguariaíva, Paraná; parcela número 8.27",NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"80",2020-04-07 16:32:22-03,IAC,IAC,"47503",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,L.C. Bernacci,L.C. Bernacci,s/nº,"2006","01","19",Brasil,São Paulo,Nova Odessa,"Instituto Plantarum, em cultivo , coleção",-47.2958,-22.7775,NA,NA,NA,NA,"2006","01","19",NA,Procedente de São Batista do Paraíso- MG,NA,NA,NA,"-47.295800","-22.777500",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"81",2020-04-07 16:32:22-03,IAC,IAC,"48083",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,L.C. Bernacci,L.C. Bernacci,"4326","2006","12","21",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2006","12","21",NA,Procedente de Jaguariaíva(PR),NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"82",2020-04-07 16:32:22-03,IAC,IAC,"48087",S,Plantae,NA,Passifloraceae-3.Passifloroideae,Passiflora,campanulata,Passiflora campanulata,Mast.,L.C. Bernacci,L.C. Bernacci,"4330","2006","12","21",Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,NA,NA,NA,"2006","12","21",NA,"Procedente de Jaguariaíva(PR), parcela 8.27",NA,NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
