X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,locality,identifiedBy,month,day,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,sex,class,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.310001373291,-22.9400005340576,"78",2020-11-04 11:12:58-03,ESALQ,ESA,"64042",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malvaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,"(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Souza, J.P.","2326.0","1998",NA,Brasil,NA,"Pétalas castanho-esverdeadas, filetes alvos",ESA064042,NA,Haras Vanguarda. Módulo 4,"Carvalho Sobrinho, J.G.","06","12",São Paulo,Monte Mor,-47.310001373291,-22.9400005340576,NA,NA,"12206",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.06,-22.9,"85",2015-07-02 14:02:46-03,JBP,HPL,"4273",S,Plantae,NA,NA,Malvaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,A. Robyns,NA,E.R. Salviani & H. Lorenzi,"67","1998",NA,Brasil,NA,NA,NA,NA,"Coletada no IAC, próximo ao campo de futebol",E.R. Salviani & H. Lorenzi,"06","08",SP,Campinas,-47.06,-22.9,NA,NA,"23900",auto,"1998","06","08",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"152",2021-03-01 16:26:53-03,UNICAMP,UEC,"87407",S,Plantae,Magnoliopsida,NA,Bombacaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,"(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Ivanauskas, NM",s.n.,"1992",NA,Brazil,NA,"Árvore de folhas caducas e largas.; Mata Mesófiladecídua.",UEC136095,UEC136095,"Bairro Godinhos, Área 2.","Ferreira, CDM","05","29",São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,"44778",auto,"2018","03","05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"231",2020-12-21 16:33:33-03,MBM,MBM,"301904",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,"(A. St.-Hil., A. Juss. & Cambess.) A. Robyns",NA,"Hoehne, W.",s.n.,"1950",Southern America,Brazil,NA,NA,MBM301904,MBM301904,Pastos do Retiro,"Pirani, J.R.","04","16",São Paulo,Jales,-50.5400009155273,-20.2600002288818,NA,NA,"16486",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.419444,-20.197222,"365",2020-01-15 17:59:28-03,USP,SPF,"172166",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,(A.St.-Hil.) A.Robyns,NA,"Sasaki, D","985","2004",NA,Brasil,NA,NA,SPF00172166,NA,Parque Estadual das Furnas do Bom Jesus,"Carvalho-Sobrinho, JG","03","21",São Paulo,Pedregulho,-47.419444,-20.197222,"900","900",NA,NA,"2015","07",NA,"-47.419444","-20.197222",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"367",2019-11-13 11:25:01-03,USP,SPF,"12740",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,(A.St.-Hil.) A.Robyns,NA,"Hoehne, W",s.n.,"1950",NA,Brasil,NA,NA,SPF00012740,NA,NA,"Pirani, JR","04","16",São Paulo,Jales,-50.5400009155273,-20.2600002288818,NA,NA,"16486",auto,"2000",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"368",2020-01-15 17:59:28-03,USP,SPF,"12609",PreservedSpecimen,Plantae,NA,NA,Malvaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,(A.St.-Hil.) A.Robyns,NA,"Hoehne, W",s.n.,"1950",NA,Brasil,NA,NA,SPF00012609,NA,NA,"Carvalho-Sobrinho, JG","01","21",São Paulo,Jales,-50.5400009155273,-20.2600002288818,NA,NA,"16486",auto,"2015","07",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"379",2019-10-07 09:33:29-03,UEFS,HUEFS,"176702",PreservedSpecimen,Plantae,Angiospermae,Malvales,Malvaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,"(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Duarte, M.C.","27","2004",NA,Brasil,NA,NA,HUEFS0176702,HUEFS0176702 HUEFS0176702_01,"Fazenda Santa Elisa, Monjolinho.",NA,"06","28",São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,Rosanae,NA,NA,"35",São Paulo,SP,Sudeste
-50.5400009155273,-20.2600002288818,"381",2019-10-07 09:33:29-03,UEFS,HUEFS,"88390",PreservedSpecimen,Plantae,Angiospermae,Malvales,Malvaceae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,"(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Hoehne, F.C.",s/n,"1950",NA,Brasil,NA,NA,HUEFS0088390,HUEFS0088390,Pastos do Retiro.,NA,"04","16",São Paulo,Jales,-50.5400009155273,-20.2600002288818,NA,NA,"16486",auto,NA,NA,NA,NA,NA,NA,Rosanae,NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.870251,"429",2019-01-25 15:42:30-02,IAC,IAC,"19975",S,Plantae,NA,NA,Malvaceae-9.Bombacoideae,Pseudobombax,marginatum,NA,Pseudobombax marginatum,"(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,H.M. Souza,s/nº,"1968",NA,Brasil,NA,NA,NA,NA,"IAC, Fazenda Santa Elisa",C. Aranha & H.F. Leitão Filho,"06","01",São Paulo,Campinas,-47.077171,-22.870251,NA,NA,NA,NA,"1968","06","10","-47.077171","-22.870251",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
