X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,year,month,day,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.24119,-24.54794,"2",2021-03-15 16:37:00-03,NY,NYBG,"1144977",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meisn.,NA,P. L. Rodrigues de Moraes,"2449",South America,Brazil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Núcleo Rio Verde, Trilha da Figueira.",-47.24119,-24.54794,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301736' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144977,NY01144977_01,P. L. Rodrigues de Moraes,"2001","06","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.24119,-24.54794,"6",2021-03-15 16:37:00-03,NY,NYBG,"1144974",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meisn.,NA,P. L. Rodrigues de Moraes,"2426",South America,Brazil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Núcleo Rio Verde",-47.24119,-24.54794,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301731' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144974,NY01144974_01,P. L. Rodrigues de Moraes,"2001","05","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.24119,-24.54794,"7",2021-03-15 16:37:00-03,NY,NYBG,"1144978",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meisn.,NA,P. L. Rodrigues de Moraes,"2451",South America,Brazil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Núcleo Rio Verde, Trilha da Figueira.",-47.24119,-24.54794,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301738' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144978,NY01144978_01,P. L. Rodrigues de Moraes,"2001","06","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.24119,-24.54794,"8",2021-03-15 16:37:00-03,NY,NYBG,"1144975",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meisn.,NA,P. L. Rodrigues de Moraes,"2427",South America,Brazil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Núcleo Rio Verde",-47.24119,-24.54794,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301733' target='other'> <mi>dwc_moreinfo</mi></a>,NY01144975,NY01144975_01,P. L. Rodrigues de Moraes,"2001","05","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"12",2020-01-20 14:40:31-03,UPM,MACK,"3356",PreservedSpecimen,Plantae,NA,NA,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meisn.,NA,B. F. S. de Oliveira,"2",NA,Brasil,SP,Campos do Jordão,Trilha do Pomar,-45.5900001525879,-22.7299995422363,NA,NA,"HMACK00003356-B.F.S.deOliveira2-10/4/2014,TrilhadoPomar,CamposdoJordão,SP,Brasil",NA,NA,"2014","04","10","21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.241194,-24.547944,"15",2020-02-08 09:35:24-03,NBC,NL-BOTANY,L.3883808,PreservedSpecimen,Plantae,NA,Laurales,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meisn.,NA,Moraes PLR de,NA,Southern America,Brazil,NA,NA,"Estacao Ecologica de Jureia-Itatins, Nucleo Rio Verde, Trilha da Figueira, Iguape.",-47.241194,-24.547944,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3883808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-L3883808,NL-L3883808,NA,"2001","06","01",NA,NA,NA,NA,NA,NA,NA,"-47.241194","-24.547944",Magnoliopsidae,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"20",2020-11-04 11:11:51-03,ESALQ,ESA,"70691",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meissner,NA,"Moraes, P.L.R.","2426.0",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA070691,ESA070691,"Moraes, P.L.R.","2001","05","08","55628",auto,"2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"21",2020-11-04 11:11:51-03,ESALQ,ESA,"48728",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meissner,NA,"Nicolau, S.A. et al.","1060.0",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA048728,ESA048728,"Moraes, P.L.R.","1996","05","30","55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"22",2020-11-04 11:11:51-03,ESALQ,ESA,"71511",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meissner,NA,"Moraes, P.L.R.","2451.0",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA071511,ESA071511,"Moraes, P.L.R.","2001","06","01","55628",auto,"2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"34",2020-11-04 11:11:51-03,ESALQ,ESA,"48727",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meissner,NA,"Evangelista, P.L. et al.","348.0",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA048727,ESA048727,"Moraes, P.L.R.","1996","05","28","55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"35",2020-11-04 11:11:51-03,ESALQ,ESA,"71510",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Cryptocarya,micrantha,Cryptocarya micrantha,Meissner,NA,"Moraes, P.L.R.","2450.0",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA071510,ESA071510,"Moraes, P.L.R.","2001","06","01","55628",auto,"2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
