X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,eventTime,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.59,-24.58,"4",2021-03-15 16:37:00-03,NY,NYBG,"533244",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,D.Legrand & Kausel,M. L. Kawasaki,J. R. L. Godoy,"155","1998","09","21",Brazil,São Paulo,Iporanga,Parque Estadual Turístico do Alto Ribeira (P.E.T.A.R.). Bairro da Serra. Rancho do Mineiro.,-48.59,-24.58,NA,NA,NA,NA,NY00533244,NY00533244_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60151' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.59,-24.58,"9",2021-03-15 16:37:00-03,NY,NYBG,"533246",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,D.Legrand & Kausel,M. L. Kawasaki,J. R. L. Godoy,"158","1999","10","12",Brazil,São Paulo,Iporanga,Parque Estadual Turístico do Alto Ribeira (P.E.T.A.R.). Bairro da Serra. Terreno do Alemao.,-48.59,-24.58,NA,NA,NA,NA,NY00533246,NY00533246_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60152' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-24.5799999237061,"32",2020-11-04 10:56:24-03,ESALQ,ESA,"142707",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,cf. reitzii,Myrceugenia cf. reitzii,D. Legrand,"Peixoto, T. R.","Melo, P. H. A.","5859.0","2016","10","24",Brasil,São Paulo,Iporanga,NA,-48.5900001525879,-24.5799999237061,NA,NA,NA,NA,ESA142707,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,"38740",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"36",2020-11-04 11:14:49-03,ESALQ,ESA,"22486",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,D.Legrand,"Kawasaki, M.L.","Barreto, K.D. et al.","3113.0","1994","10","20",Brasil,São Paulo,Tapiraí,NA,-47.5,-23.9599990844727,NA,NA,NA,NA,ESA022486,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-24.5799999237061,"37",2020-11-04 11:14:49-03,ESALQ,ESA,"118683",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,NA,"Aguiar, O.T.","Godoy, J.R.L.; Ivanauskas, N.M.; Silva, J.B.; Costa, V.A. ; Mota, A.","501.0","2009","09","01",Brasil,São Paulo,Iporanga,"Parque Estadual Turistico do Alto Ribeira, Núcleo Santana",-48.5900001525879,-24.5799999237061,NA,NA,NA,NA,ESA118683,NA,"2010","04","13","Floresta Ombrófila Densa Montana.&nf;Árvore 7m altura, flores aromáticas, brancas.; GEOGRAFIA: Trilha da Onça Parda; sitio do Luisinho;",Magnoliophyta,NA,NA,NA,NA,"38740",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.504925,-24.757996,"43",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0060712,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,D.Legrand & Kausel,L.R. Landrum,"E. Barbosa; JM Silva, J Vaz","945","2004","2","29",Brazil,Sao Paulo,NA,Chacara Moxoto (Mun. Barra do Turvo).,-48.504925,-24.757996,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta, 3m. Floresta atlantica.",Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-24.0167,"45",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0043446,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,D.Legrand & Kausel,"M.L. Kawasaki, 1996.",K.D. Barreto,"3113","1994","10","20",Brazil,Sao Paulo,Tapirai,Fazenda Agua Doce.,-47.55,-24.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvore 8m alto; flores brancas.",Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"58",2021-03-16 17:53:57-03,UCS,HUCS,"26566",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,Legrand & Kausel,"Sobral, M.","Barbosa, E.","945","2004","01","29",Brasil,São Paulo,Barra do Turvo,Chácara Moxotó,-48.5046997070312,-24.7563991546631,NA,NA,NA,NA,NA,NA,"2005",NA,NA,"arvoreta 3 m; Floresta Atlântica",Angiospermae,Myrtales,NA,NA,NA,"38172",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"74",2020-12-21 16:37:04-03,MBM,MBM,"293564",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,D.Legrand & Kausel,"Sobral, M.","Barboza, E.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","945","2004","02","29",Brazil,São Paulo,Barra do Turvo,Chácara Moxotó,-48.5046997070312,-24.7563991546631,NA,NA,NA,NA,MBM293564,MBM293564,NA,NA,NA,NA,NA,NA,Southern America,NA,NA,"38172",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"75",2020-12-21 16:37:04-03,MBM,MBM,"212949",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,reitzii,Myrceugenia reitzii,D.Legrand & Kausel,"Hatschbach, G.","Straube; et al.; et al.","2","1993","01","29",Brazil,São Paulo,Cananéia,Ariri,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,MBM212949,MBM212949,NA,NA,NA,NA,NA,NA,Southern America,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
