X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8199996948242,-22.25,"45",2021-03-01 16:19:53-03,UNICAMP,UEC,"94177",S,Plantae,Liliopsida,NA,Hydrocharitaceae,Ottelia,brasiliensis,Ottelia brasiliensis,(Planch.) Walp.,"Aona, LYS","Kuhlmann, M","3052","1954","09","02",NA,Brazil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,"Submersa.; Córregos que atravessam o cerrado.",UEC056197,UEC056197,NA,NA,"1995",NA,NA,NA,NA,NA,"22843",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"46",2021-03-01 16:19:53-03,UNICAMP,UEC,"110559",S,Plantae,Liliopsida,NA,Hydrocharitaceae,Ottelia,brasiliensis,Ottelia brasiliensis,(Planch.) Walp.,"Aona, LYS","Amaral, MCE; Bittrich, V","192000","2000","02","04",NA,Brazil,São Paulo,Itirapina,"Represa do Broa, margem da estrada na altura da represa, riacho de águila limpa e brejo ao lado.",-47.8199996948242,-22.25,NA,solo arenoso,UEC107063,UEC107063,NA,NA,NA,NA,NA,NA,NA,NA,"22843",auto,NA,NA,"35",São Paulo,SP,Sudeste
-49.6399993896484,-20.6200008392334,"91",2019-11-21 10:07:04-03,IBt,SP,"45859",S,Plantae,NA,NA,Hydrocharitaceae,Beneditaea,brasiliensis,Beneditaea brasiliensis,(Planch.) Toledo,NA,"Gehrt, A",s.n.,"1941","08","24",NA,Brasil,São Paulo,Tanabi,Carmorama,-49.6399993896484,-20.6200008392334,NA,NA,SP044733,SP044733,NA,NA,NA,NA,NA,NA,NA,NA,"33016",auto,NA,NA,"35",São Paulo,SP,Sudeste
-49.6399993896484,-20.6200008392334,"92",2019-11-21 10:07:04-03,IBt,SP,45859a,S,Plantae,NA,NA,Hydrocharitaceae,Beneditaea,brasiliensis,Beneditaea brasiliensis,(Planch.) Toledo,NA,"Gehrt, A",s.n.,"1941","08","24",NA,Brasil,São Paulo,Tanabi,Carmorama,-49.6399993896484,-20.6200008392334,NA,NA,SP044734,SP044734,NA,NA,NA,NA,NA,NA,NA,NA,"33016",auto,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"97",2019-11-21 10:07:07-03,IBt,SP,"111452",S,Plantae,NA,NA,Hydrocharitaceae,Ottelia,brasiliensis,Ottelia brasiliensis,(Planch.) Walp.,"Haynes, RR","Kuhlmann, M","3052","1954","09","02",NA,Brasil,São Paulo,Itirapina,Córregos que atravessam os cerrados,-47.8199996948242,-22.25,NA,NA,SP044812,SP044812,NA,NA,"2003",NA,NA,NA,NA,NA,"22843",auto,NA,NA,"35",São Paulo,SP,Sudeste
