X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,scientificNameAuthorship,county,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,dayIdentified,relatedCatalogItem,previousCatalogNumber,individualCount,minimumDepthInMeters,maximumDepthInMeters,infraspecificEpithet,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.622423,-22.796043,"18",2021-03-15 16:37:00-03,NY,NYBG,"642534",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,J. J. Wurdack,F. Segadas-Vianna,"2781","1957","03",NA,South America,Brazil,São Paulo,"Serra da Bocaina, Lageado Farm",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533898' target='other'> <mi>dwc_moreinfo</mi></a>,NY00642534,L.,Barreiro,-44.622423,-22.796043,NY00642534_01,"1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"24",2021-02-08 11:09:54-03,UNESP-IBB,BOTU,"17297",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,"Marques, M.C.","Carmello, S.M.","20","1987","11","09",NA,Brasil,São Paulo,NA,NA,Flores rosas. Campo rupestre.,BOTU017297,L.,Campos do Jordão,-45.5,-22.75,NA,NA,NA,NA,"1998","05",45°30'w,22°45's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"139",2021-03-01 16:38:12-03,UNICAMP,UEC,"176609",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,NA,"Monge, M","598","2008","10","16",NA,Brazil,São Paulo,Parque Estadual de Campos do Jordão.,NA,"Erva ereta 30cm de altura.; Entrada para o paiol.",UEC099415,L.,Campos do Jordão,-45.5900001525879,-22.7299995422363,UEC099415,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"140",2021-03-01 16:38:11-03,UNICAMP,UEC,"070018",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,"Pastore, JFB","Sciamarelli, A; et al.","26550","1992","06","09",NA,Brazil,São Paulo,Pico do Itapeva.,NA,"Erva, ca. 15cm, flores roxas.",UEC088004,L.,Campos do Jordão,-45.5900001525879,-22.7299995422363,UEC088004,NA,NA,NA,"2010","08",NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"141",2021-03-01 16:38:12-03,UNICAMP,UEC,"13079",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,"Tamashiro, JY","Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","3068","1976","09","29",NA,Brazil,São Paulo,"Reserva do Instituto Florestal. Estrada do Moreira para São José dos Alpes, perto da colônia.",NA,"Campo limpo, Herbácea, Flores lilás.",UEC061419,L.,Campos do Jordão,-45.5900001525879,-22.7299995422363,UEC061419,"1700","1700",NA,"1978","06",NA,NA,"21048",auto,NA,"23",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"142",2021-03-01 16:38:11-03,UNICAMP,UEC,"108717",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,"Marques, MC","Freitas, L; San Martin-Gajardo, I","309","1998","03","25",NA,Brazil,São Paulo,Campo de altitude.,NA,Erva de 50cm com flores rosa púrpureo com anteras amarelo.,UEC061413,L.,São José do Barreiro,-44.5699996948242,-22.6399993896484,UEC061413,NA,NA,NA,"2000","04",NA,NA,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"143",2021-03-01 16:38:11-03,UNICAMP,UEC,"108723",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,"Marques, MCM","Freitas, L","683","1999","04","17",NA,Brazil,São Paulo,Campo de altitude.,NA,"Erva com 22cm, com flores com corola rosa purpúreo e branco.",UEC061415,L.,São José do Barreiro,-44.5699996948242,-22.6399993896484,UEC061415,NA,NA,NA,"2000","04",NA,NA,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"164",2020-10-14 10:05:07-03,FURB,FURB,"38735",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,NA,"Mattos, J.; Silveira, N.","28372","1984","07","07",NA,Brasil,São Paulo,Parque Estadual.,NA,NA,FURB03187,L.,Campos do Jordão,-45.5900001525879,-22.7299995422363,FURB03187,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"382",2020-09-12 05:00:02-03,US,US,"1471686",PreservedSpecimen,Plantae,NA,Polygalales,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,NA,A. Chase,"9881","1925","5","20",South America - Neotropics,Brazil,São Paulo,Serra da Mantiqueira,NA,NA,US01871794,L.,Campos do Jordão,-45.5900001525879,-22.7299995422363,US01871794_01 US01871794_02,"1600",NA,NA,NA,NA,NA,NA,"21048",auto,Dicotyledonae,NA,NA,NA,"1",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"401",2020-09-02 16:38:11-03,Cenargen,CEN,"46529",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,brasiliensis,Polygala brasiliensis,J. F. B. Pastore,Alan Sciamarelli,"26550","1992","06","09",NA,Brasil,SP,Pico do Itapeva.,Exsicatas,NA,CEN00046529,L.,CAMPOS DO JORDAO,-45.5900001525879,-22.7299995422363,CEN00046529,NA,NA,NA,"2003","06",NA,NA,"21048",auto,NA,NA,NA,NA,"1",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
