X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,day,county,locality,decimalLongitude,decimalLatitude,yearIdentified,coordinatePrecision,imagecode,geoFlag,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,class,verbatimLongitude,verbatimLatitude,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.080223,-23.373498,"15",2019-01-25 15:46:53-02,IAC,IAC,"49018",S,Plantae,NA,NA,Sapindaceae-4.Sapindoideae,Allophylus,membranifolius,Allophylus membranifolius,Radlk.,J.A.M.A. Gomes et al.,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","373","2007","05",NA,Brasil,São Paulo,NA,"subparcela 3, indivíduo G 51",NA,"20",Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080223,-23.373498,"2007",NA,NA,NA,"05","20",NA,NA,NA,"-45.080223","-23.373498",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.109914,-23.360372,"16",2020-01-27 18:26:10-03,IAC,IAC,"56465",S,Plantae,NA,NA,Sapindaceae-4.Sapindoideae,Allophylus,membranifolius,Allophylus membranifolius,Radlk.,"A.C.O. Souza; L.C. Bernacci & R. Belinelo","A.C.O. Souza; L.C. Bernacci & R. Belinelo","127","2011","01",NA,Brasil,São Paulo,NA,NA,NA,"18",Ubatuba,"Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",-45.109914,-23.360372,"2011",NA,NA,NA,"01","18",NA,NA,NA,"-45.109914","-23.360372",NA,NA,NA,"35",São Paulo,SP,Sudeste
