X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,stateProvince,locality,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,infraspecificEpithet,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8199996948242,-22.25,"350",2020-11-04 11:10:13-03,ESALQ,ESA,"14414",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Barreto, K.D. et al.","1993","10","06",NA,Brasil,NA,NA,NA,ESA014414,Magnoliophyta,NA,Mart.,NA,"1359.0",São Paulo,NA,ESA014414,Itirapina,-47.8199996948242,-22.25,NA,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-20.0300006866455,"351",2020-11-04 11:10:13-03,ESALQ,ESA,"26880",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Rodrigues, R.R. ; Gandolfi, S.","1994","10","01",NA,Brasil,NA,NA,NA,ESA026880,Magnoliophyta,NA,Mart.,NA,"307.0",São Paulo,NA,ESA026880,Paulo de Faria,-49.3800010681152,-20.0300006866455,NA,NA,NA,NA,"29574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"352",2020-11-04 11:10:13-03,ESALQ,ESA,"99798",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Henriques, K.","2001","10","30",NA,Brasil,NA,NA,NA,ESA099798,Magnoliophyta,NA,NA,"Bernacci, L.C. & Henriques","555.0",São Paulo,NA,ESA099798,Ribeirão Preto,-47.810001373291,-21.1700000762939,NA,NA,NA,NA,"24390",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"353",2020-11-04 11:10:13-03,ESALQ,ESA,"98172",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Kotchtkoff, H.",NA,NA,NA,NA,Brasil,NA,NA,NA,ESA098172,Magnoliophyta,NA,NA,"Bernacci, L.C. & Kotchetkoff-Henriques","554.0",São Paulo,NA,ESA098172,Ribeirão Preto,-47.810001373291,-21.1700000762939,NA,NA,NA,NA,"24390",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"369",2020-11-04 11:10:13-03,ESALQ,ESA,"33294",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Rocha, Y.T.",NA,NA,NA,NA,Brasil,NA,NA,NA,ESA033294,Magnoliophyta,NA,Mart.,NA,"166.0",São Paulo,NA,ESA033294,Araraquara,-48.1699981689453,-21.7900009155273,NA,NA,NA,NA,"29178",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"370",2020-11-04 11:10:13-03,ESALQ,ESA,"82376",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Pinheiro, M.H.O.","1997","08","21",NA,Brasil,NA,NA,NA,ESA082376,Magnoliophyta,NA,Benth.,NA,"409.0",São Paulo,NA,ESA082376,Bauru,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,"29186",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"371",2020-11-04 11:10:13-03,ESALQ,ESA,"99797",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Henriques, K.","2001","05","06",NA,Brasil,NA,NA,NA,ESA099797,Magnoliophyta,NA,NA,"Bernacci, L.C. & Henriques","556.0",São Paulo,NA,ESA099797,Ribeirão Preto,-47.810001373291,-21.1700000762939,NA,NA,NA,NA,"24390",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"373",2020-11-04 10:55:49-03,ESALQ,ESA,"132742",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Souza, V.C.","2013","07","02",NA,Brasil,NA,NA,Árvore. Frutos imaturos verdes.,ESA132742,NA,NA,NA,NA,NA,São Paulo,"Jardim Botânico Plantarum, Área de Estacionamento.",NA,Nova Odessa,-47.2900009155273,-22.7700004577637,NA,NA,NA,NA,"8440",auto,NA,"47,30o","22,78o",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7000007629395,-20.1900005340576,"387",2020-11-04 11:10:13-03,ESALQ,ESA,"20253",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Barreto, K.D. et al.","1994","07","27",NA,Brasil,NA,NA,NA,ESA020253,Magnoliophyta,NA,Benth.,NA,"2728.0",São Paulo,NA,ESA020253,Buritizal,-47.7000007629395,-20.1900005340576,NA,NA,NA,NA,"15008",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7400016784668,-20.0300006866455,"388",2020-11-04 11:10:13-03,ESALQ,ESA,"88173",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Viani, R.A.G. et al.","2002","08","27",NA,Brasil,NA,NA,NA,ESA088173,Magnoliophyta,NA,Benth.,NA,"278.0",São Paulo,NA,ESA088173,Igarapava,-47.7400016784668,-20.0300006866455,NA,NA,NA,NA,"23637",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2999992370605,-21.2700004577637,"390",2020-11-04 11:10:13-03,ESALQ,ESA,"119391",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Farah, F.T. ; Vieira, D.M.","2005","06","05",NA,Brasil,NA,NA,Árvore,ESA119391,Magnoliophyta,NA,NA,"Farah, F.T.","2445.0",São Paulo,Fazenda Ytaoca,NA,Cajuru,-47.2999992370605,-21.2700004577637,NA,NA,NA,NA,"21243",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"443",2021-03-22 17:46:12-03,UFPI,TEPB,"8390",PreservedSpecimen,Plantae,Mimosaceae,Plathymenia,reticulata,Plathymenia reticulata,Alunos de pós-graduação da UNICAMP,"1983","01","19",NA,Brasil,NA,NA,Árvore Ambiente: Cerrado,NA,NA,NA,NA,NA,NA,São Paulo,Estação Experimental de Itirapina,NA,Itirapina,-47.8199996948242,-22.25,NA,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-21.7099990844727,"444",2021-04-02 11:40:45-03,UFPI,TEPB,"28574",PreservedSpecimen,Plantae,Mimosaceae,Plathymenia,reticulata,Plathymenia reticulata,A. A. J. F. Castro,"1985","10","01",NA,Brasil,NA,NA,árvore de flores amarelas Ambiente: Cerrado <ll>dwc_commonname:</ll> Candeia,NA,NA,NA,Benth.,A. S. Lopes,NA,São Paulo,Parque Estadual de Vaçununga,NA,Santa Rita do Passa Quatro,-47.4700012207031,-21.7099990844727,NA,NA,NA,NA,"24893",auto,"1988",NA,NA,"12","14",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-20.0300006866455,"565",2020-10-15 19:26:20-03,UFJF,CESJ,"37875",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"R.R. Rodrigues; S. Gandolfi","1994","10",NA,América do Sul,Brasil,NA,NA,"Árvore isolada, em área de pasto.",CESJ037875,Angiosperma,NA,Benth.,L.M.Borges,CESJ307,São Paulo,NA,NA,Paulo de Faria,-49.3800010681152,-20.0300006866455,NA,NA,NA,NA,"29574",auto,"2010",NA,NA,"11",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"570",2019-11-21 14:36:59-03,UFJF,CESJ,"69973",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,M.H.O. Pinheiro,"1997","08","21",América do Sul,Brasil,NA,NA,"Cerradão. Árvore de 7m, frutos maduros",CESJ069973,Angiosperma,NA,Benth.,J. Tamashiro,"409",São Paulo,Jardim Botânico de Bauru,NA,Bauru,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,"29186",auto,"1998",NA,NA,"02",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"591",2021-04-07 11:44:37-03,UFMS,CGMS,"43983",PreservedSpecimen,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"S.M. Silva; W.S. Souza","1987","10","22",NA,Brasil,NA,NA,Mimosoideae. Flor branca. Fruto ausente. Número em ficha: 25525. Habitat: Cerrado. Habito: Árvore. 8m de altura.,CGMS1073950,NA,NA,Benth.,NA,NA,São Paulo,Area de Proteção Ambiental.,NA,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.042222,-22.265,"617",2019-08-20 10:14:42-03,UNICAMP,UEC,"129274",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Gomes, BZ","2002","08","29",NA,Brazil,NA,NA,"Folhas em broto, altura 12m.",NA,Magnoliopsida,NA,Benth.,"Tamashiro, JY","172",São Paulo,"Horto Santa Fé 1, Formação estudada: Transição cerradão mata ciliar.",NA,Brotas,-48.042222,-22.265,NA,NA,NA,NA,NA,NA,NA,"-48.042222","-22.265",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6,-21.633333,"645",2019-08-20 10:14:42-03,UNICAMP,UEC,"50764",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Castro, AAJF","1985","07",NA,NA,Brazil,NA,NA,"Arvoreta 7m, frutos castanhos, cerrado.",UEC042373,Magnoliopsida,NA,Benth.,NA,"19695",São Paulo,Parque Estadual de Vaçununga - Gleba Pé,NA,Santa Rita do Passa Quatro,-47.6,-21.633333,"690","710",NA,NA,NA,NA,NA,"-47.6","-21.633333",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6,-21.647222,"646",2019-08-20 10:14:42-03,UNICAMP,UEC,"50795",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Castro, AAJF","1985","10",NA,NA,Brazil,NA,NA,"Árvore, flores amarelas, cerrado.",UEC042374,Magnoliopsida,NA,Benth.,NA,"19701",São Paulo,Parque Estadual de Vaçununga - Gleba Pé,NA,Santa Rita do Passa Quatro,-47.6,-21.647222,"690","710",NA,NA,NA,NA,NA,"-47.6","-21.647222",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.380556,-20.81,"648",2019-08-20 10:14:42-03,UNICAMP,UEC,"78407",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Sciamarelli, A","1993","11","22",NA,Brazil,NA,NA,"Borda de cerradão 2m flores amarelo claro com glândulas sobre antera negra, cale liso manchado.",UEC042361,Magnoliopsida,NA,Benth.,"Borges, LM","29104",São Paulo,São José Do Rio Preto,NA,São José do Rio Preto,-49.380556,-20.81,NA,NA,NA,NA,NA,NA,"2006","-49.380556","-20.81","01","17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"670",2019-08-20 10:14:42-03,UNICAMP,UEC,"55617",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Meira Neto, JAA; Martins, E; Siqueira, MF","1990","10","09",NA,Brazil,NA,NA,"Árvore com 8m, no cerradão em (2323). Estéril.",UEC042368,Magnoliopsida,NA,Benth.,"Meira Neto, JAA","708",São Paulo,Estado Ecológica de Santa Bárbara,NA,Águas de Santa Bárbara,-49.238899230957,-22.8805999755859,NA,NA,NA,NA,"18363",auto,"1991",NA,NA,"07",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"671",2019-08-20 10:14:42-03,UNICAMP,UEC,"36969",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Cavassan, O","1985","06","14",NA,Brazil,NA,NA,"Árvore com 7m de altura, caule suberoso, sem látex.",UEC042365,Magnoliopsida,NA,Benth.,"Tamashiro, JY","215",São Paulo,"Barrro Aimorés., Habitat: Cerradão.",NA,Bauru,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,"29186",auto,"1985",NA,NA,"07",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"672",2021-03-01 16:31:11-03,UNICAMP,UEC,"113152",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Pinheiro, MHO","1997","08","21",NA,Brazil,NA,NA,"Árvore de 7m alt.; frutos maduros.",UEC127738,Magnoliopsida,NA,Benth.,"Ribeiro, PG","409",São Paulo,"Jardim Botânico de Bauru, Cerradão.",NA,Bauru,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,"29186",auto,"2016",NA,NA,"09",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"673",2019-08-20 10:14:42-03,UNICAMP,UEC,"104744",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Pinheiro, MHO","1997","05","18",NA,Brazil,NA,NA,"Árvore de 7,0m alt.; frutos imaturos(verdes) e maduros(marrons).",UEC042364,Magnoliopsida,NA,Benth.,"Tamashiro, JY","295",São Paulo,"Jardim Botânico Municipal, Hábitat Cerradão.",NA,Bauru,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,"29186",auto,"1998",NA,NA,"10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.9099998474121,-20.0799999237061,"674",2019-08-20 10:14:42-03,UNICAMP,UEC,"107603",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Marinis, G","1965","10","20",NA,Brazil,NA,NA,"Até 8m de altura, florada no fim.",UEC042362,Magnoliopsida,NA,Benth.,"Mattos, J","369",São Paulo,Cidade Dona Maria,NA,Cardoso,-49.9099998474121,-20.0799999237061,NA,NA,NA,NA,"22486",auto,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"675",2019-08-20 10:14:42-03,UNICAMP,UEC,"68532",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Silva, SM; Souza, WS","1987","01","07",NA,Brazil,NA,NA,"Ávore de 4m, cap=27cm, c/ frutos, em campo cerrado.",UEC042360,Magnoliopsida,NA,Benth.,NA,"25360",São Paulo,Área de Proeteção Ambiental,NA,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"676",2021-02-12 10:03:50-03,UNICAMP,UEC,"70943",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Silva, MA; Souza, WS","1987","10","22",NA,Brazil,NA,NA,"Árvore de 8m, flores brancas, em cerrado s.s.",UEC042363,Magnoliopsida,NA,Benth.,NA,"25525",São Paulo,Área de proteção ambiental,NA,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"677",2021-02-12 10:03:50-03,UNICAMP,UEC,"68791",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Silva, SM; Souza, WS","1987","01","07",NA,Brazil,NA,NA,"árvore de 4m, cap= 27cm, c/ frutos em campo cerrado.",UEC042367,Magnoliopsida,NA,Benth.,NA,"25405",São Paulo,Área de proteção ambiental,NA,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"678",2019-08-20 10:14:42-03,UNICAMP,UEC,"64504",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Kim, AC","1991","04","29",NA,Brazil,NA,NA,"Árvore até 10m, frutos verdes.",UEC042359,Magnoliopsida,NA,Benth.,NA,"24291",São Paulo,Parque Municipal do Braiará,NA,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,"22309",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"679",2019-08-20 10:14:42-03,UNICAMP,UEC,"94817",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Marcondes-Ferreira, W; Belinello, R; Semir, J; Dutilh, JHA; Nakajima, JN; Hind, DJN","1997","11","06",NA,Brazil,NA,NA,"Árvore ca. de 5m, infl. creme esverdeada, estames brancos.",UEC127748,Magnoliopsida,NA,Benth.,"Ribeiro, PG","1617",São Paulo,"Estreito, Perto da Fazenda Três Irmãos, Campo Rupestre com mata ciliar em curso de água.",NA,Pedregulho,-47.4700012207031,-20.25,NA,NA,NA,NA,"27552",auto,"2016",NA,NA,"09",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.0800018310547,-20.4200000762939,"680",2019-08-20 10:14:42-03,UNICAMP,UEC,"78980",S,Plantae,Fabaceae,Plathymenia,reticulata,Plathymenia reticulata,"Bernacci, LC; Belinello, R; Moreira, JLA; Sciamarelli, A; Andrade, PRP; Silva, AMC","1995","05","18",NA,Brazil,NA,NA,"Arvoreta ca. 4m alt.; casca suberosa muito fendilhada, acizentada, frutos secos deiscentes",UEC042366,Magnoliopsida,NA,Benth.,"Borges, LM","1879",São Paulo,"Próximo ao trevo., Cerrado.",NA,Valentim Gentil,-50.0800018310547,-20.4200000762939,NA,NA,NA,NA,"14079",auto,"2006",NA,NA,"01","17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-21.47,"770",2013-04-01 09:19:13-03,IPT,BCTW,"7563",S,Plantae,NA,Plathymenia,reticulata,Plathymenia reticulata,NA,NA,NA,NA,NA,Brasil,NA,NA,NA,NA,Magnoliophyta,NA,Benth.,NA,NA,São Paulo,NA,NA,São Simão,-47.55,-21.47,NA,NA,NA,NA,"27881",auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.36,-21.6,"775",2013-04-01 09:19:13-03,IPT,BCTW,"1805",S,Plantae,NA,Plathymenia,reticulata,Plathymenia reticulata,NA,NA,NA,NA,NA,Brasil,NA,NA,NA,NA,Magnoliophyta,NA,Benth.,NA,NA,São Paulo,NA,NA,Matão,-48.36,-21.6,NA,NA,NA,NA,"26922",auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.17,-21.79,"779",2013-04-01 09:19:13-03,IPT,BCTW,"1804",S,Plantae,NA,Plathymenia,reticulata,Plathymenia reticulata,NA,NA,NA,NA,NA,Brasil,NA,NA,Classificção Original: Enterolobium elipticum,NA,Magnoliophyta,NA,Benth.,NA,NA,São Paulo,NA,NA,Araraquara,-48.17,-21.79,NA,NA,NA,NA,"29178",auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
