X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,relationshipType,relatedCatalogItem,class,typeStatus,individualCount,infraspecificEpithet,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.73361111,-23.9877778,"6",2021-03-15 16:37:00-03,NY,NYBG,"02591385",PreservedSpecimen,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,M. Reginato,NA,NA,NA,R. J. F. Garcia,"962","1996","12","19",Brazil,São Paulo,Sao Paulo,"Estadual da Serra do mar, Núcleo Curucutu. Trilha para rio Embu-Guaçu.",-46.73361111,-23.9877778,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2855632' target='other'> <mi>dwc_moreinfo</mi></a>,NY02591385,NY02591385_01,Magnoliophyta,Myrtales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"9",2021-03-15 16:37:00-03,NY,NYBG,"02012848",PreservedSpecimen,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,NA,NA,NA,NA,R. Goldenberg,"1642","2012","02","14",Brazil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo de Curucutu, conexão entre as trilhas do campo e do mirante.",-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499415' target='other'> <mi>dwc_moreinfo</mi></a>,NY02012848,NY02012848_01,Magnoliophyta,Myrtales,South America,sheet,"26998",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"10",2021-03-15 16:37:00-03,NY,NYBG,"02012822",PreservedSpecimen,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,NA,NA,NA,NA,M. Reginato,"1325","2012","02","14",Brazil,São Paulo,São Paulo,"P.E. da Serra do Mar, Núcleo Curucutu, trilha do campo",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499418' target='other'> <mi>dwc_moreinfo</mi></a>,NY02012822,NY02012822_01,Magnoliophyta,Myrtales,South America,sheet,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.188056,-22.615,"21",2021-03-01 16:34:15-03,UNICAMP,UEC,"152621",S,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,"Caddah, MK","2009","06",NA,"Caddah, MK; Guimarães, PJF","454","2009","05","12",Brazil,Rio de Janeiro,Resende,"Parque Nacionaldo Itatiaia, trilha para Pedra Furada.",-45.188056,-22.615,"-45.188056","-22.615","2338","2338","Erva 110 cm, frutos roxos.",UEC022514,UEC022514,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"23",2021-03-01 16:34:15-03,UNICAMP,UEC,"200773",S,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,NA,NA,NA,NA,"Souza, V; Bertoni, JEA; F.A.L.M.","175","1991","11","04",Brazil,São Paulo,Campinas,"Fazenda Santa Elisa, Quadra das Pedras L5 - P1.",-47.060001373291,-22.8999996185303,NA,NA,NA,NA,"Arvore com mais ou menos 7m, em inicio de fruticação.",UEC160863,UEC160863,Magnoliopsida,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"38",2021-02-11 17:19:44-03,UFPR,UPCB,"78751",PreservedSpecimen,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,"Goldenberg, R.","2012",NA,NA,"Goldenberg, R.","1642","2012","02","14",Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu, trilha do mirante (próximo ao mirante)",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Arbusto 20 cm. Flores com pétalas e estames brancos; frutos em glomérulos; frutos maduros vinosos, frequentemente já caídos no chão antes de serem tocados. Campos naturais..",UPCB0013921,UPCB0013921,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"40",2021-02-11 17:19:44-03,UFPR,UPCB,"72932",PreservedSpecimen,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,"Reginato, M.","2012","03","01","Reginato, M.","1325","2012","02","14",Brasil,São Paulo,São Paulo,"P.E. da Serra do Mar, Núcleo Curucutu, trilha do campo",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Arbusto 0.3m, no campo. Flores com pétalas e estames alvos.",UPCB0013918,UPCB0013918,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"85",2019-11-21 10:09:51-03,IBt,SP,"218101",S,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,"Souza, MLD; Baumgratz, JF","2005",NA,NA,"Chiea, SAC; Pompéia, S","534","1987","10","01",Brasil,São Paulo,Cubatão,NA,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15123",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"86",2019-11-21 10:09:51-03,IBt,SP,"11387",S,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,"Reginato, M","2013","01",NA,"Edwall, G",CGG1901,NA,NA,NA,Brasil,São Paulo,Santo André,"Campo Grande . Linha Inglesa, campo seco.",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,SP006951,SP006951,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"87",2019-11-21 10:09:51-03,IBt,SP,"5972",S,Plantae,Melastomataceae,Leandra,humilis,Leandra humilis,(Cogn.) Wurdack,"Reginato, M","2013","01",NA,"Brade, AC","6834","1913","11",NA,Brasil,São Paulo,São Paulo,Campo Grande,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
