X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,class,relatedCatalogItem,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9197,-25.0103,"1",2021-03-15 16:37:00-03,NY,NYBG,"1522419",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M.Barroso & Peixoto,E. J. Lucas,J. R. Mattos,"9165","1961","10","01",South America,Brazil,São Paulo,Cananéia,Ilha Comprida,-47.9197,-25.0103,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751678' target='other'> <mi>dwc_moreinfo</mi></a>,NY01522419,NY01522419_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"7",2020-11-04 11:14:56-03,ESALQ,ESA,"4736",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M. Barroso & Peixoto,"Lima, D.F.","Catharino, E.L.M. ; Jaramillo, C.B.J.","482.0","1985","09","18",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA004736,ESA004736,NA,NA,"2016","55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"8",2020-11-04 11:14:56-03,ESALQ,ESA,"4735",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M. Barroso & Peixoto,"Lima, D.F.","Catharino, E.L.M.","932.0","1986","09","06",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA004735,ESA004735,NA,NA,"2016","55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"9",2020-11-04 10:56:24-03,ESALQ,ESA,"134169",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M. Barroso & Peixoto,"Lima, D.F.","Caliari, C.P.","2734.0","2009","12","09",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA134169,NA,NA,NA,"2016","55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"11",2020-11-04 11:14:56-03,ESALQ,ESA,"118671",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M. Barroso & Peixoto,"Lima, D.F.","Baitello, J.B.",NA,"1981","11","01",NA,Brasil,São Paulo,Cananeia,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA118671,NA,NA,NA,"2016","37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"12",2020-11-04 11:14:56-03,ESALQ,ESA,"22375",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M. Barroso & Peixoto,"Lima, D.F.","Ferreira, V.F.; Sanches, C.D.; Bastos, E.B.; Gorenstein, M.R.; Hoffmann, J.R.",NA,"1994","09","06",NA,Brasil,São Paulo,Cananéia,"Estrada Cananéia - Pariquera-açú (via ponte) , ca. 19 Km de cananéia. Extensa área de transição mata de restinga - mata atlântica. 24°54'02,9S, 47°50'30,3W.",-47.9199981689453,-25.0100002288818,NA,"Árvore, ca. 8 m alt., botões verde-creme.",ESA022375,NA,NA,NA,"2016","37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"15",2020-11-04 11:14:56-03,ESALQ,ESA,"4737",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M. Barroso & Peixoto,"Lima, D.F.","Jaramillo, C.B.J. ; Bagalhi, E.","3.0","1985","11","08",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA004737,ESA004737,NA,NA,"2016","55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"16",2020-11-04 11:14:56-03,ESALQ,ESA,"82500",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M. Barroso & Peixoto,"Lima, D.F.","Mazine, F.F.; Sampaio, D.; Forster, W.; Salmazo, P.B. ; Ribeiro Jr., E.","758.0","2002","12","08",NA,Brasil,São Paulo,Cananéia,Parque Estadual da Ilha do Cardoso. Mata de Restinga.,-47.9199981689453,-25.0100002288818,NA,Árvore ca. 7m. Frutos negros e avermelhados.,ESA082500,ESA082500,NA,NA,"2016","37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.916667,-24.883333,"19",2021-03-01 16:36:40-03,UNICAMP,UEC,"132856",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M.Barroso & Peixoto,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","36","2003","07","01",NA,Brazil,São Paulo,Cananéia,Fazenda Folha Larga,-47.916667,-24.883333,NA,"Arbusto de 1.80, frutos verde-claro.",UEC103454,UEC103454,NA,NA,NA,NA,NA,NA,NA,"-47.916667","-24.883333","100","100",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.916667,-24.883333,"21",2021-03-01 16:36:40-03,UNICAMP,UEC,"133718",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,isaiana,Myrcia isaiana,G.M.Barroso & Peixoto,NA,"Urbanetz, C; Mariuza; Domingos; Lelo","36","2003","07","01",NA,Brazil,São Paulo,Cananéia,Fazenda Folha Larga,-47.916667,-24.883333,NA,"Arbusto de 1.80, frutos verde-claro.",UEC103456,UEC103456,NA,NA,NA,NA,NA,NA,NA,"-47.916667","-24.883333","100","100",NA,NA,NA,"35",São Paulo,SP,Sudeste
