X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,coordinatePrecision,geoFlag,class,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,eventTime,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"6",2020-11-04 11:14:34-03,ESALQ,ESA,"34024",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D. Legrand,"Faria Jr., J.E.Q.",NA,"Ferretti, A.R. et al.","36.0","1996","12","12",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA034024,ESA034024,"2013","38855",auto,NA,"02","01",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"7",2020-11-04 11:14:34-03,ESALQ,ESA,"72572",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D. Legrand,"Giaretta, A.",NA,"Godoy, J.R.L. et al.","132.0","1999","01","13",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA072572,ESA072572,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"9",2020-11-04 11:14:34-03,ESALQ,ESA,"128281",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,NA,"Mazine-Capelo, F.F.",NA,"Virillo, C.B.","205.0","2013","04","02",NA,Brasil,São Paulo,Tapiraí,Reserva Particular da Votorantim (CBA). UHE Serraria - Trilha da Igrejinha,-47.5,-23.9599990844727,"463","463",NA,NA,ESA128281,NA,"2013","41034",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"13",2021-03-01 16:36:19-03,UNICAMP,UEC,"146711",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,"Meireles, LD",NA,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1399","1997","04","16",NA,Brazil,São Paulo,Ubatuba,"Picinguaba - Morro do Corisco, Mata Atlântica de Encosta.",-44.8,-23.366667,"100","100",NA,"Árvore 505 com 6m de altura, casca lisa, folhas jovens rosadas, com botões.",UEC110529,UEC110529,"2017",NA,NA,NA,"09",NA,"-44.8","-23.366667",NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"14",2021-03-26 10:43:28-03,UDESC,LUSC,"7985",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,"Sobral, M.",NA,"Souza, V.C.; et al.","29330",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual de Carlos Botelho.,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,LUSC006938,LUSC006938,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"37",2020-12-11 11:39:11-03,UFMG,BHCB,"91427",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,NA,NA,"Bertoni, JEA; Geremias","665","2002","01","03",Southern America,Brasil,São Paulo,Campinas,Fazenda Santa Elisa,-47.060001373291,-22.8999996185303,NA,NA,NA,Arvoreta ca. 3 m de altura. Com frutos amarelados.,BHCB018631,NA,"2013","23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.283056,-23.769722,"51",2019-11-13 11:26:45-03,USP,SPF,"229253",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,"Faria, JEQ",NA,"Faria, JEQ","3037","2012","11","21",NA,Brasil,São Paulo,Santo André,Parque Natural Municipal Nascente de Paranapiacaba,-46.283056,-23.769722,"942","942",NA,NA,SPF00229253,NA,"2011",NA,NA,NA,"11",NA,"-46.283056","-23.769722",NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"62",2020-04-29 16:30:12-03,UFVJM,HDJF,"4263",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,"Faria, JEQ",NA,"Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6308","2016","07","15",Southern America,Brasil,São Paulo,Ubatuba,"Saindo de Ubatuba para Taubaté, lote na saída da cidade",-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,HDJF004263,HDJF004263_01,"2016","34265",auto,NA,"07",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8811,-24.715,"63",2020-11-23 11:39:08-03,IAC,IAC,"20812",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,M.E.G. Sobral,NA,H.F. Leitão Filho,"647","1968","11","22",NA,Brasil,São Paulo,Pariquera-Açu,Saída da cidade Rumo a Iguape e Cananéia,-47.8811,-24.715,NA,NA,NA,floresce em dezembro,NA,NA,"2012",NA,NA,NA,"06","22","-47.8811","-24.7150",NA,NA,"35",São Paulo,SP,Sudeste
-47.9256,-24.3878,"64",2020-11-23 11:39:08-03,IAC,IAC,"21923",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,M.E.G. Sobral,NA,H.F. Leitão Filho,"813","1969","12","20",NA,Brasil,São Paulo,Sete Barras,Serra do Mar,-47.9256,-24.3878,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,"06","20","-47.9256","-24.3878",NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"71",2020-11-12 17:01:54-03,UEL,FUEL,"11054",PreservedSpecimen,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,"Sobral, M",NA,"Druzian; et al.","354","1988","11","22",NA,Brasil,São Paulo,Campinas,I.A.C.,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,FUEL010281,NA,"1993","23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"73",2019-11-01 15:05:38-03,UnB,UB,"174280",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,"Faria, JEQ",NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1399","1997","04","16",Southern America,Brasil,São Paulo,Ubatuba,"Picinguaba. Mata Atlântica de encosta, Morro doCorisco.",-45.0699996948242,-23.4300003051758,"1000","1000",NA,"Árvore 505 com 6 m de altura, casca lisa, folhas jovens rosadas, com botões.",NA,NA,"2015","34265",auto,NA,"09",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.283056,-23.769722,"74",2019-11-01 15:05:38-03,UnB,UB,"191144",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,"Faria, JEQ",NA,"Faria, JEQ; Lima, MEL","3037","2012","11","21",Southern America,Brasil,São Paulo,Santo André,"Parque Natural Municipal Nascentes de Paranapiacaba, borda da trilha da comunidade, parcela F3, indivíduo 1539 do estudo de doutorado de Marcos Enoc",-46.283056,-23.769722,"942","942",NA,"Árvore ca. 5 m de altura, caule liso castanho soltando placas finas, folha fortemente repanda, fruto imaturo verde cinéreo, 4 sementes no fruto, embrião grande, creme e parcialmente fundido (coletado material em sílica gel); Floresta ombrófila densa",NA,NA,NA,NA,NA,NA,NA,NA,"-46.283056","-23.769722",NA,NA,"35",São Paulo,SP,Sudeste
-46.313889,-23.781111,"75",2019-11-01 15:05:38-03,UnB,UB,"191145",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Eugenia,malacantha,Eugenia malacantha,D.Legrand,"Faria, JEQ",NA,"Faria, JEQ; Lima, MEL","3043","2012","11","22",Southern America,Brasil,São Paulo,Santo André,"Reserva Biológica do Alto da Serra de Paranapiacaba, trilha 1, na subida do primeiro morro, à beira do vale do rio Mogi",-46.313889,-23.781111,"821","821",NA,"Arvoreta ca. 3,5 m de altura, caule liso castanho, folha fortemente repanda, fruto imaturo verde cinéreo (coletado material em sílica gel); Floresta ombrófila densa montana",NA,NA,NA,NA,NA,NA,NA,NA,"-46.313889","-23.781111",NA,NA,"35",São Paulo,SP,Sudeste
