X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,class,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.4199981689453,-23.8899993896484,"11",2019-02-15 11:44:46-02,IPA,IPA,"20499",S,Plantae,Plantae,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R. Anderson & B. Gates,André,"Kuhlmann, M.","4079","1957","05","15",Southern America,Brasil,São Paulo,Cubatão,NA,-46.4199981689453,-23.8899993896484,NA,Árvore.,IPA0020499,NA,"1999",NA,NA,NA,NA,"15123",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"18",2020-12-21 16:32:32-03,MBM,MBM,"297273",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B. Gates,"Mamede, M.C.H.","Ivanauskas, N.M.",971B,"1996","02",NA,Southern America,Brazil,São Paulo,Pariquera-Açu,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,MBM297273,MBM297273,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.675833,"27",2021-03-15 18:28:13-03,USP,SPF,"164660",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,"Mamede, MCH","Ivanauskas, NM",791b,"1996","02",NA,NA,Brasil,São Paulo,Pariquera-Açu,Propriedade de Antonio Provinski. Floresta atlântica.,-47.876944,-24.675833,NA,Árvore 11 m. Flores amarelas. Indivíduo 112D.,SPF00164660,SPF00164660,"1996","-47.876944","-24.675833",NA,NA,NA,NA,"06",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.9899997711182,"35",2019-11-13 16:04:47-03,UNISANTA,HUSC,"8097",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,P. Sampaio,P. Sampaio,"889","2014","02","14",NA,Brasil,São Paulo,Guarujá,"Serra do Guararu, condomínio Iporanga; trilha de educação ambiental próximo a área A.",-46.25,-23.9899997711182,NA,"Árvore com 12m de altura com flores amarelas, subosque.; Floresta ombrofila densa",NA,NA,"2014",NA,NA,NA,NA,"18989",auto,"02",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.675833,"37",2019-11-21 10:08:07-03,IBt,SP,299358A,S,Plantae,NA,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,"Mamede, MCH","Ivanauskas, NM","791","1996","02",NA,NA,Brasil,São Paulo,Pariquera-Açu,Propriedade de Antonio Povinski,-47.876944,-24.675833,NA,NA,SP013724,SP013724,"2000","-47.876944","-24.675833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"42",2019-11-21 10:08:07-03,IBt,SP,"245923",S,Plantae,NA,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,"Mamede, MCH","Melo, MMRF; Penina, A","825","1987","08","18",NA,Brasil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Mata de encosta do morro da captação d'água",-47.9199981689453,-25.0100002288818,NA,NA,SP013728,SP013728,"1991",NA,NA,NA,NA,"37574",auto,"10",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"43",2019-11-21 10:08:07-03,IBt,SP,"316879",S,Plantae,NA,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,"Mamede, MCH","Pompéia, SL",s.n.,"1989","06",NA,NA,Brasil,São Paulo,Cubatão,NA,-46.4199981689453,-23.8899993896484,NA,NA,SP013725,SP013725,"1991",NA,NA,NA,NA,"15123",auto,"12","13",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"44",2019-11-21 10:08:07-03,IBt,SP,"64105",S,Plantae,NA,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,"Anderson, WR","Kuhlmann, M","4079","1957","05","15",NA,Brasil,São Paulo,Cubatão,NA,-46.4199981689453,-23.8899993896484,NA,NA,SP013727,SP013727,"1981",NA,NA,NA,NA,"15123",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"45",2019-11-21 10:08:07-03,IBt,SP,"316881",S,Plantae,NA,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,"Mamede, MCH","Pompéia, SL; Souza, VC; Martins, SE",s.n.,"1991","06","02",NA,Brasil,São Paulo,Cubatão,Alto da Serra,-46.4199981689453,-23.8899993896484,NA,NA,SP013726,SP013726,"1991",NA,NA,NA,NA,"15123",auto,"12","13",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"46",2019-11-21 10:08:07-03,IBt,SP,"468709",S,Plantae,NA,NA,Malpighiaceae,Barnebya,dispar,Barnebya dispar,(Griseb.) W.R.Anderson & B.Gates,"Mamede, MCH","Garcia, RJF; Teixeira, VAS; Martini, RAA","2374","2005","02","15",NA,Brasil,São Paulo,Cubatão,Industria COPEBRAS. Trilha 1,-46.4199981689453,-23.8899993896484,NA,NA,SP045140,SP045140,"2014",NA,NA,"10","100","15123",auto,"12",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
