X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,class,fieldNumber,individualCount,relationshipType,relatedCatalogItem,infraspecificEpithet,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.4199981689453,-21.9899997711182,"316",2019-11-13 11:18:11-03,USP,SPF,"120659",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Salatino, MLF","27","1992","02","06",NA,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,SPF00120659,SPF00120659,NA,NA,NA,"1997","24621",auto,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"317",2019-11-13 11:18:12-03,USP,SPF,"143456",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Simão-Bianchini, R","1210","1998","01","03",NA,Brasil,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,SPF00143456,SPF00143456,NA,NA,NA,"1998","30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4258,-21.9961,"335",2020-02-20 14:36:39-03,IAC,IAC,"10353",S,Plantae,NA,NA,Convolvulaceae-5.Convolvuloideae,Ipomoea,argentea,Ipomoea argentea,Meisn.,R. Simão-Bianchini,M. Rachid,s/nº,"1945","03","01",NA,Brasil,São Paulo,Pirassununga,NA,-47.4258,-21.9961,NA,NA,NA,"obtido da faculdade de filosofia, ciencias e letras - sp",NA,NA,NA,"-47.4258","-21.9961","1997",NA,NA,"05","21",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"356",2019-11-01 14:56:49-03,UnB,UB,"149151",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Bianchini, RS","Rawitscher, F",SPF16913,"1945","03","01",Southern America,Brasil,São Paulo,Pirassununga,Campo cerrado de Emas.,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","24621",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"357",2019-11-01 14:56:49-03,UnB,UB,"149152",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Bianchini, RS","Rachid, M",Herb.10353,"1948","12","02",Southern America,Brasil,São Paulo,Pirassununga,Faculdade de Filosofia - SP.,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","24621",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"389",2019-11-01 14:56:49-03,UnB,UB,"149156",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Smith, LB","Mimura, I","305","1962","02","27",Southern America,Brasil,São Paulo,São José dos Campos,"10,3km SSE em linha reta da praça principal de São José dos Campos.",-45.8800010681152,-23.1700000762939,NA,NA,NA,"Corola lilás-rósea; antera, estilete e estigma brancos.; Arbustos 0,5-1,4m altura.",NA,NA,NA,NA,NA,"1969","39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"406",2021-03-04 15:46:40-03,IF,SPSF,"30808",PreservedSpecimen,Plantae,Magnoliophyta,Solanales,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisner,J.B.Baitello,J.B.Baitello,"1392","2003","01","03",América do Sul,Brasil,SP,Franco da Rocha,Parque Estadual do Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;campo cerrado após queimada&nf;Herbácea ereta até 50cm altura; flores lilases ou rosadas.;",NA,NA,NA,NA,NA,"2003","12135",auto,"10","10",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"449",2021-01-11 11:19:33-03,IBt,SP,"472554",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,"Petrongari, FS","22","2015","01","30",NA,Brasil,São Paulo,Botucatu,NA,-48.439998626709,-22.8799991607666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40412",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4000015258789,-20.5300006866455,"450",2019-11-21 10:03:16-03,IBt,SP,"10821",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Hoehne, FC","Loefgren, A; Edwall, G",CGG2082,"1893","01","09",NA,Brasil,São Paulo,Franca,NA,-47.4000015258789,-20.5300006866455,NA,NA,NA,NA,SP023820,SP023820,NA,NA,NA,NA,"27521",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"451",2020-10-08 08:52:33-03,IBt,SP,"334329",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,"Simão Bianchini, R","1210","1998","01","03",NA,Brasil,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"452",2020-10-15 10:08:30-03,IBt,SP,"339620",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,"Hashimoto, G",s.n.,"1944","02","11",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"453",2020-10-15 10:08:30-03,IBt,SP,"339537",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,"Hashimoto, G",s.n.,"1992","03","03",NA,Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"454",2021-02-18 08:30:34-03,IBt,SP,"10820",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,villosa,Ipomoea villosa,Meisn.,NA,"Usteri, A",s.n.,"1907","02","03",NA,Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"455",2021-02-18 08:30:34-03,IBt,SP,"5297",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,villosa,Ipomoea villosa,Meisn.,NA,"Gehrt, G",s.n.,"1921","01","05",NA,Brasil,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"456",2020-07-02 08:39:51-03,IBt,SP,"285404",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,villosa,Ipomoea villosa,Meisn.,NA,"Rawitscher, F",s.n.,"1945","03","01",NA,Brasil,São Paulo,Pirassununga,NA,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24621",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"457",2020-08-13 18:01:49-03,IBt,SP,"296371",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,villosa,Ipomoea villosa,Meisn.,NA,"Batalha, M","380","1995","02","02",NA,Brasil,São Paulo,Pirassununga,NA,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24621",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"458",2021-02-18 08:30:34-03,IBt,SP,"10822",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,villosa,Ipomoea villosa,Meisn.,NA,"Luederwaldt, H",s.n.,"1908","03","02",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"459",2021-02-18 08:30:34-03,IBt,SP,"7264",S,Plantae,NA,NA,Convolvulaceae,Ipomoea,villosa,Ipomoea villosa,Meisn.,NA,"Brade, AC","5567","1912","02","18",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
