X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,class,fieldNumber,individualCount,relationshipType,relatedCatalogItem,infraspecificEpithet,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.88,-23.1703,"15",2021-03-15 16:37:00-03,NY,NYBG,"486276",PreservedSpecimen,Plantae,Magnoliophyta,Solanales,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,D. F. Austin,I. Mimura,"305","1962","02","27",South America,Brazil,São Paulo,Sao José dos Campos,"Ca. 10,3 km SSE em linha reta da praça principal de Sao José Dos Campos",-45.88,-23.1703,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=293532' target='other'> <mi>dwc_moreinfo</mi></a>,NY00486276,NY00486276_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.666111,-22.808333,"30",2021-02-08 11:07:56-03,UNESP-IBB,BOTU,"28520",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,"Campos, C.J.","40","2011","01","19",NA,Brasil,São Paulo,Pratânia,NA,-48.666111,-22.808333,NA,NA,NA,"Herbácea, cerca de 60 cm, folhas pilosas, flor de formato tubular e coloração rosa-arroxeada",BOTU028520,NA,NA,48°39'58w,22°48'30s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.677556,-23.346172,"39",2019-12-12 15:31:40-03,UFABC,HUFABC,"002171",PreservedSpecimen,Plantae,Angiospermas,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,Keller V.C.,"159","2018","01","16",NA,Brasil,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Setor A, campo nativo do lado esquerdo da estrada que passa em frente a torre de observação, após baixada e antes do início",-46.677556,-23.346172,NA,NA,NA,"Sub-arbusto, flores róseas",HUFABC002171,NA,NA,"-46.677556","-23.346172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"40",2021-02-08 21:32:05-03,UFBA,ALCB,"028442",PreservedSpecimen,Plantae,Dicotyledon,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Rawitscher, F",s/n,"1945","03","01",Southern America,Brasil,São Paulo,Pirassununga,Campo cerrado de Emas.,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965","24621",auto,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"51",2020-11-04 10:55:24-03,ESALQ,ESA,"136923",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,Simão-Bianchini,"Pastore, M.","234.0","2013","02","19",NA,Brasil,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,NA,ESA136923,NA,NA,NA,NA,"2013","27552",auto,"02","27",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"91",2021-03-01 16:28:37-03,UNICAMP,UEC,"33075",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Leitão Filho, HF; Joly, CA; Martins, FR","14492","1983","01","24",NA,Brazil,São Paulo,Itirapina,Reserva de cerrado da Estação Experimental de Itirapina.,-47.8199996948242,-22.25,NA,NA,NA,"Erva ereta, com 40cm, flores lilases.",UEC097923,UEC097923,NA,NA,NA,"1997","22843",auto,"08","28",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"92",2019-12-02 11:49:49-03,UNICAMP,UEC,"33182",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Martins, FR","14495",NA,NA,NA,NA,Brazil,São Paulo,Mogi Guaçu,Reserva de cerrado.,-46.9421997070312,-22.372200012207,NA,NA,NA,"Flores, Erva ereta, 0,40 m, flores lilazes.",UEC097922,UEC097922,NA,NA,NA,"1997","39309",auto,"05","16",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"93",2019-08-20 10:10:16-03,UNICAMP,UEC,"115805",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Gehrt, G","5297","1921","01","05",NA,Brazil,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,"flor, Campos limpos. Flor roxa.",NA,NA,NA,NA,NA,"2006","27552",auto,"09","04",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"94",2021-03-01 16:28:37-03,UNICAMP,UEC,"115805",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Gehrt, G",s.n.,"1921","01","05",NA,Brazil,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,"Flor roxa.; Campos limpos.",UEC097927,UEC097927,NA,NA,NA,"2006","27552",auto,"09","04",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"95",2021-03-01 16:28:37-03,UNICAMP,UEC,"100335",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Aona, LYS; Faria, AD; Matsumoto, K; Galvão, JC; Belinello, R",97/12,"1997","01","14",NA,Brazil,São Paulo,Pedregulho,"Estreito, Represa de Fumas, sobre rocha, em água corrente.",-47.4700012207031,-20.25,NA,NA,NA,"Sépalas verdes, pétalas rosas, estames e estigma brancos.",UEC053742,UEC053742,NA,NA,NA,"2016","27552",auto,"06","06",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"96",2021-03-01 16:28:37-03,UNICAMP,UEC,"84781",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Marcondes-Ferreira, W; Belinello, R","1246","1996","01","17",NA,Brazil,São Paulo,Pedregulho,No começo da estrada para estreito.,-47.4700012207031,-20.25,NA,NA,NA,"Subarbusto, cerca de 50cm, flores maravilha.; Campo com solo arenoso, com muito cascalho.",UEC097919,UEC097919,NA,NA,NA,"1997","27552",auto,"05","14",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"120",2020-12-21 16:21:24-03,MBM,MBM,"248695",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Falcão, J.I.","Luederwaldt, H.",s.n.,"1908","03","02",Southern America,Brazil,São Paulo,São Paulo,Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM248695,MBM248695,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"133",2020-02-07 12:11:00-03,MNHN,RECOLNAT_MNHN_P,P03537977,PreservedSpecimen,NA,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,Simão-Bianchini,s.c.,NA,"1839","2","1",NA,Brasil,São Paulo,São Paulo,"Brésil. Penha, St. Paul. São Paulo, São Paulo, Sudeste, Brasil, América do Sul",-46.6300010681152,-23.5400009155273,NA,NA,hb,. . Cat. 489 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03537977' target='other'> <mi>dwc_moreinfo</mi></a>,P03537977,P03537977_01,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"687",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"155",2021-02-11 17:18:36-03,UFPR,UPCB,"43008",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meissn.,"Simão-Bianchini, R.","Cruz, N.D.","107","1965","02","10",NA,Brasil,São Paulo,São Carlos,"Km 202 da Rodovia São Paulo-São Carlos, entrada da Fazenda Guanabara",-47.8899993896484,-22.0100002288818,NA,NA,NA,"Flores vermelho-lilases, no cerrado..",NA,NA,NA,NA,NA,"1997","45913",auto,"09","24",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"208",2018-04-26 14:53:59-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Smith, LB","Mimura, I","305","1962","02","27",Southern America,Brazil,São Paulo,São José dos Campos,"10,3km SSE em linha reta da praça principal de São José dos Campos.",-45.8800010681152,-23.1700000762939,NA,NA,NA,"Arbustos 0,5-1,4m altura. Corola lilás-rósea; antera, estilete e estigma brancos.",CONV014428,NA,NA,NA,NA,"1969","39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"221",2018-04-26 14:53:59-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Rachid, M",Herb.10353,"1948","12","02",Southern America,Brazil,São Paulo,Pirassununga,Faculdade de Filosofia - SP.,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,CONV014424,NA,NA,NA,NA,"2006","24621",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"244",2018-04-26 14:53:58-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Rawitscher, F",SPF16913,"1945","03","01",Southern America,Brazil,São Paulo,Pirassununga,Campo cerrado de Emas.,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,CONV014423,NA,NA,NA,NA,"1995","24621",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.33,-23.52,"278",2020-09-12 05:00:02-03,US,US,"2369387",PreservedSpecimen,Plantae,NA,Solanales,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,NA,G. M. Felippe,"10","1960","12","27",South America - Neotropics,Brazil,São Paulo,NA,"Proc. estado de S. Paulo; estrada S. Paulo-Itapetininga; bacia do Ribeirão Lajeado.",-47.33,-23.52,NA,NA,NA,NA,US03152037,US03152037_01,NA,NA,NA,NA,NA,NA,NA,NA,Dicotyledonae,NA,"1",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"297",2020-09-02 16:23:24-03,Cenargen,CEN,"25701",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,R. Simão-Bianchini,Felix Rawitscher,NA,"1945","03","01",NA,Brasil,SP,PIRASSUNUNGA,Campo Cerrado de Emas.,-47.4199981689453,-21.9899997711182,NA,NA,Exsicatas,Doação da Universidade de São Paulo - Herbário SPF.,CEN00025701,CEN00025701,NA,NA,NA,"1995","24621",auto,"06",NA,NA,NA,"1",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-22.033333,"304",2019-11-13 11:18:11-03,USP,SPF,"109827",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Aragaki, S","323","1995","03","31",NA,Brasil,São Paulo,Pirassununga,Cerrado de Emas,-47.5,-22.033333,NA,NA,NA,NA,SPF00109827,SPF00109827,NA,"-47.5","-22.033333","1997",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"315",2019-11-13 11:18:12-03,USP,SPF,"16913",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Ipomoea,argentea,Ipomoea argentea,Meisn.,"Simão-Bianchini, R","Rawitscher, FK",s.n.,"1945","03","01",NA,Brasil,São Paulo,Pirassununga,NA,-47.4199981689453,-21.9899997711182,NA,NA,NA,NA,SPF00016913,SPF00016913,NA,NA,NA,"1995","24621",auto,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
