X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,yearIdentified,monthIdentified,dayIdentified,recordNumber,locality,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,individualCount,fieldNumber,sex,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.57,-22.72,"21",2021-03-15 16:37:00-03,NY,NYBG,"498537",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,L. P. de Queiroz,"1990","10","07",Brazil,São Paulo,Campos do Jordao,-45.57,-22.72,NA,NA,NY00498537,NY00498537_01,NA,"1200","1600",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742490' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,"2734",Reserva do Instituto Florestal. Subida para Sao José dos Alpes,NA,South America,sheet,NA,Pinophyta,Podocarpales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"30",2021-03-15 16:37:00-03,NY,NYBG,"498540",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,F. C. Hoehne,"1920","11","19",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00498540,NY00498540_01,F. C. Hoehne,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742478' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,"4628",Ypiranga,NA,South America,sheet,NA,Pinophyta,Podocarpales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.601599,-22.775231,"39",2021-03-15 16:37:00-03,NY,NYBG,"498539",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,B. D. Sucre,"1968","05","07",Brazil,São Paulo,NA,-44.601599,-22.775231,NA,NA,NY00498539,NY00498539_01,B. D. Sucre,"1300","1300","Amostra de madeira, frutos na carpoteca, muda para J. Bot <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742475' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2943","Reserva Florestal da Bocaina, Posses",NA,South America,sheet,NA,Pinophyta,Podocarpales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.614319,-22.744151,"40",2021-03-15 16:37:00-03,NY,NYBG,"498538",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,R. A. Wasum,"1992","10","27",Brazil,São Paulo,NA,-45.614319,-22.744151,NA,NA,NY00498538,NY00498538_01,S. F. Smith,"1650","1650",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742469' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,s.n.,Campos do Jordao - Santa Cruz,NA,South America,sheet,NA,Pinophyta,Podocarpales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"47",2021-02-08 11:09:54-03,UNESP-IBB,BOTU,"13102",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,"Amaral Jr., A.","1985","05","18",Brasil,São Paulo,Campos do Jordão,-45.5,-22.75,45°30'w,22°45's,BOTU013102,NA,NA,NA,NA,"árvore de 10m na mata de Araucaria, planta com flor feminina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"48",2021-02-08 11:09:54-03,UNESP-IBB,BOTU,"18986",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,"Amaral Jr., A.","1993","03","19",Brasil,São Paulo,Campos do Jordão,-45.5,-22.75,45°30'w,22°45's,BOTU018986,NA,"Paschoal, M.E.S.",NA,NA,"Mata de Araucaria e Podocarpus; árvore, ramo fértil feminino","2014","11","05","243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"50",2021-02-08 11:09:54-03,UNESP-IBB,BOTU,"11339",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,"Amaral Jr., A.","1983","05","28",Brasil,São Paulo,Campos do Jordão,-45.5,-22.75,45°30'w,22°45's,BOTU011339,NA,NA,NA,NA,árvore de 10m na mata de Araucaria,NA,NA,NA,13-28583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"52",2021-02-08 11:09:54-03,UNESP-IBB,BOTU,"15639",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,"Amaral Jr., A.","1982","02","16",Brasil,São Paulo,Campos do Jordão,-45.5,-22.75,45°30'w,22°45's,BOTU015639,NA,NA,NA,NA,"cerca de 2000, campo rupestre",NA,NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.75,"53",2021-02-08 11:09:54-03,UNESP-IBB,BOTU,"17295",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,"Carmello, S.M.","1987","11","06",Brasil,São Paulo,Campos do Jordão,-46.25,-23.75,46°15'w,23°45's,BOTU017295,NA,"Paschoal, M.E.S.",NA,NA,"árvore de 5-6m; feminina","2014","11","05","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.75,"54",2021-02-08 11:09:54-03,UNESP-IBB,BOTU,"17294",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,"Carmello, S.M.","1987","11","06",Brasil,São Paulo,Campos do Jordão,-46.25,-23.75,46°15'w,23°45's,BOTU017294,NA,"Paschoal, M.E.S.",NA,NA,"árvore de 5-6m; masculina","2014","11","05","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
