X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,class,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.38,-20.0303,"1",2021-03-15 16:37:00-03,NY,NYBG,"1043643",PreservedSpecimen,Plantae,Magnoliophyta,Boraginales,Boraginaceae,Cordia,tarodae,Cordia tarodae,M.Stapf,M. N. Sánchez de Stapf,isotype,N. T. Ranga,s.n.,"2003","02","21",South America,Brazil,São Paulo,Paulo de Faria,Estaçao Ecolólogica.,-49.38,-20.0303,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227690' target='other'> <mi>dwc_moreinfo</mi></a>,NY01043643,NY01043643_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.38,-20.0303,"2",2021-03-15 16:37:00-03,NY,NYBG,"1043644",PreservedSpecimen,Plantae,Magnoliophyta,Boraginales,Boraginaceae,Cordia,tarodae,Cordia tarodae,M.Stapf,M. N. Sánchez de Stapf,isotype,N. T. Ranga,s.n.,"2003","02","21",South America,Brazil,São Paulo,Paulo de Faria,Estaçao Ecolólogica.,-49.38,-20.0303,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227692' target='other'> <mi>dwc_moreinfo</mi></a>,NY01043644,NY01043644_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7700004577637,-22.5100002288818,"4",2020-11-04 11:03:30-03,ESALQ,ESA,"15168",PreservedSpecimen,Plantae,Magnoliophyta,NA,Boraginaceae,Cordia,tarodae,Cordia tarodae,NA,"Ranga, N.T.",NA,"Barreto, K.D. et al.","563.0","1993","05","26",NA,Brasil,São Paulo,Charqueada,NA,-47.7700004577637,-22.5100002288818,NA,NA,ESA015168,NA,"12465",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9000015258789,-21.1800003051758,"5",2020-11-04 11:03:30-03,ESALQ,ESA,"15684",PreservedSpecimen,Plantae,Magnoliophyta,NA,Boraginaceae,Cordia,tarodae,Cordia tarodae,NA,"Ranga, N.T.",NA,"Souza, V.C. et al.","5749.0","1994","04","15",NA,Brasil,São Paulo,Pindorama,NA,-48.9000015258789,-21.1800003051758,NA,NA,ESA015684,NA,"14884",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"7",2020-11-04 11:03:30-03,ESALQ,ESA,"10301",PreservedSpecimen,Plantae,Magnoliophyta,NA,Boraginaceae,Cordia,tarodae,Cordia tarodae,NA,"Ranga, N.T.",NA,"Barreto, K.D. et al.","152.0","1993","03","24",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA010301,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.924444,-21.223611,"9",2021-03-01 16:27:02-03,UNICAMP,UEC,"181568",S,Plantae,Magnoliopsida,NA,Boraginaceae,Cordia,tarodae,Cordia tarodae,M.Stapf,NA,NA,"Souza, VC; Moraes, PLR; Vitti, FX","5749","1994","04","15",NA,Brazil,São Paulo,Pindorama,Estação do IAC.,-48.924444,-21.223611,NA,"Arvore, ca. 12m alt.; frutos imaturos verde-claros, passando a creme-amarelados.; Mata mesófila semidecídua, secundária.",UEC078757,UEC078757,NA,NA,"-48.924444","-21.223611",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"11",2021-03-01 16:27:02-03,UNICAMP,UEC,"82557",S,Plantae,Magnoliopsida,NA,Boraginaceae,Cordia,tarodae,Cordia tarodae,M.Stapf,"Taroda, N",NA,"Stranghetti, V","489","1995","04","12",NA,Brazil,São Paulo,Paulo de Faria,"Estação ecológica de Paulo de Faria, perto da entrada (estação de coleta 1)",-49.516667,-19.916667,NA,"Árvore, ca. 8m, fruto.; Beira da mata.",UEC033469,UEC033469,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-21.8500003814697,"16",2021-03-01 16:27:02-03,UNICAMP,UEC,"45624",S,Plantae,Magnoliopsida,NA,Boraginaceae,Cordia,tarodae,Cordia tarodae,M.Stapf,"Taroda, N",NA,"Bertoni, JEA","18640","1981","02","17",NA,Brazil,São Paulo,Porto Ferreira,Reserva estadual de Porto Ferreira.,-47.4700012207031,-21.8500003814697,NA,"Árvore ca. 20m em mata, existem poucos indivíduos na reserva, é de crescimento rápido.; Em mata.",UEC033472,UEC033472,"13859",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"20",2020-09-09 13:31:05-03,UNESP-IBILCE,SJRP,"10259",PreservedSpecimen,Plantae,Tracheophyta,Boraginales,Boraginaceae,Cordia,tarodae,Cordia tarodae,M.Stapf,NA,NA,Valéria Stranghetti,NA,NA,NA,NA,América do Sul,Brasil,São Paulo,Paulo de Faria,Estação Ecológica de Paulo de Faria,-49.516667,-19.916667,NA,"Árvore 8 m, fruto. beira da mata.;",NA,NA,NA,NA,"-49.516667","-19.916667",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.876944,-24.675833,"21",2020-09-09 13:31:05-03,UNESP-IBILCE,SJRP,"10788",PreservedSpecimen,Plantae,Tracheophyta,Boraginales,Boraginaceae,Cordia,tarodae,Cordia tarodae,M.Stapf,N.M. Ivanauskas,NA,N.M. Ivanauskas,NA,NA,NA,NA,América do Sul,Brasil,São Paulo,Pariquera-Açu,propriedade de antonio povinski,-47.876944,-24.675833,NA,"Árvore de 3 m. flores brancas.;",NA,NA,NA,NA,"-47.876944","-24.675833",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
