X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,county,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,infraspecificEpithet,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"373",2019-08-20 10:15:23-03,UNICAMP,UEC,"069347",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Usteri, A",s.n.,"1906","03","23",NA,Brazil,São Paulo,Ipiranga,NA,NA,"Ex. Herb. Polyt. de São Paulo, 126b.&nf;Ex. Secção de Botânica - Museu Paulista.",NA,Magnoliopsida,NA,(Kunth) Fawc. & Rendle,PCAF,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1981",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"374",2019-08-20 10:15:23-03,UNICAMP,UEC,"069377",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Luederwaldt, H",V1907,NA,NA,NA,NA,Brazil,São Paulo,"Ipiranga, Secção de Botanica - Museu Paulista",NA,NA,NA,NA,Magnoliopsida,NA,(Kunth) Fawc. & Rendle,PCAF,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1981",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"375",2019-08-20 10:15:23-03,UNICAMP,UEC,"169367",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Handro, O","88","1949","02","26",NA,Brazil,São Paulo,Jabaquara,NA,NA,"Campo. Caules prostrados, flores roxo-pálidas.",NA,Magnoliopsida,NA,(Kunth) Fawc. & Rendle,PCAF,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1981",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"376",2021-03-01 16:31:33-03,UNICAMP,UEC,"91279",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Gehrt, A",s.n.,"1935","02","06",NA,Brazil,São Paulo,Jabaquara,NA,NA,"Campo. Planta rasteira, flor roxa.",NA,Magnoliopsida,NA,(Kunth) Fawc. & Rendle,PCAF,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1981",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"377",2019-08-20 10:15:23-03,UNICAMP,UEC,"069368",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Gehrt, A",s.n.,"1935","02","06",NA,Brazil,São Paulo,"Jabaquara, Campo.",NA,NA,"Planta rasteira, flor roxa.",NA,Magnoliopsida,NA,(Kunth) Fawc. & Rendle,PCAF,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1981",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"378",2019-08-20 10:15:23-03,UNICAMP,UEC,"069348",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Usteri, A",s.n.,"1907","03","23",NA,Brazil,São Paulo,Vila Mariana,NA,NA,NA,NA,Magnoliopsida,NA,(Kunth) Fawc. & Rendle,PCAF,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1981",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"379",2021-03-01 16:31:33-03,UNICAMP,UEC,"91562",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Handro, O",s.n.,"1939","03","08",NA,Brazil,São Paulo,Vila Moraes,NA,NA,Planta campestre com caule e ramos deitados sobre o chão. Flores roxo-roseas.,NA,Magnoliopsida,NA,(Kunth) Fawc. & Rendle,PCAF,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1981",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"380",2019-08-20 10:15:23-03,UNICAMP,UEC,"069380",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Handro, O",s.n.,"1939","03","08",NA,Brazil,São Paulo,Vila Moraes,NA,NA,Planta campestre com caule e ramos deitados sobre o chão. Flores roxo-roseas.,NA,Magnoliopsida,NA,(Kunth) Fawc. & Rendle,PCAF,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"1981",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"466",2019-08-16 08:39:20-03,UTFPR,HCF,"12056",S,Plantae,Fabaceae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,A.C. Basane,NA,"2013","03","19",NA,Brasil,SP,"Rodovia Raposo Tavares, saída de Assis",NA,NA,"trepadeira volúvel, semi-ciófila. Flores arroxeadas.",NA,NA,NA,(Kunth) A. Delgado,E. Barboza,Assis,-50.4099998474121,-22.6599998474121,NA,NA,NA,NA,NA,"2015",NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"614",2020-12-21 16:28:27-03,MBM,MBM,"68529",PreservedSpecimen,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,"Martins, F.R.","11071","1980","03","18",Southern America,Brazil,São Paulo,"Campus UNICAMP, Jardim do Inst. de Física",NA,NA,"Erva trepadeira, flores lilazes",MBM068529,NA,NA,(Kunth) Fawcet & Rendle,"Miotto, S.",Campinas,-47.060001373291,-22.8999996185303,MBM068529,NA,NA,NA,NA,"2009","07","17","23900",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"794",2020-09-09 13:31:21-03,UNESP-IBILCE,SJRP,"10703",PreservedSpecimen,Plantae,Fabaceae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,Valéria Stranghetti,NA,NA,NA,NA,América do Sul,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,NA,NA,"Trepadeira, flor amarelada.;",NA,Tracheophyta,Fabales,(Kunth) A. Delgado,NA,Paulo de Faria,-49.516667,-19.916667,NA,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"795",2020-09-09 13:31:21-03,UNESP-IBILCE,SJRP,"10656",PreservedSpecimen,Plantae,Fabaceae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,Valéria Stranghetti,NA,NA,NA,NA,América do Sul,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,NA,NA,"Trepadeira, flor amarelada.;",NA,Tracheophyta,Fabales,(Kunth) A. Delgado,NA,Paulo de Faria,-49.516667,-19.916667,NA,NA,NA,"-49.516667","-19.916667",NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"836",2020-06-15 15:30:33-03,UNESP-RC,HRCB,"51690",PreservedSpecimen,Plantae,Fabaceae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,"Biral, L.","438","2009","11","14",NA,Brasil,São Paulo,Parque Ecológico da Pavuna,NA,NA,"Trepadeira, folíolos membranáceos, cálice verde, corola roxa, fruto marrom",NA,NA,NA,(Kunth) A. Delgado,"Snak, C.",Botucatu,-46.511111,-22.8375,NA,"750","750",46º30'40W,22º50'15S,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"837",2020-06-15 15:30:33-03,UNESP-RC,HRCB,"52373",PreservedSpecimen,Plantae,Fabaceae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,"Biral, L.","540","2010","03","25",NA,Brasil,São Paulo,Parque Ecológico da Pavuna,NA,NA,"Herbácea, reptante em área aberta adjacente ao fragmento, folíolos membranáceos, cálice verde, corola lilás, frutos imaturos verdes",NA,NA,NA,(Kunth) A. Delgado,"Snak, C.",Botucatu,-46.511111,-22.8375,NA,"750","750",46º30'40W,22º50'15S,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157778,"1061",2019-11-13 11:21:28-03,USP,SPF,"161597",PreservedSpecimen,Plantae,Leguminosae,Ancistrotropis,firmula,Ancistrotropis firmula,NA,"Sasaki, D","530","2003","05","24",NA,Brasil,São Paulo,NA,NA,NA,NA,SPF00161597,NA,NA,(Mart. ex Benth.) A.Delgado,"Siniscalchi, CM",Pedregulho,-47.277222,-20.157778,NA,"720","720","-47.277222","-20.157778","2016","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157778,"1062",2019-11-13 11:21:28-03,USP,SPF,"204421",PreservedSpecimen,Plantae,Leguminosae,Ancistrotropis,firmula,Ancistrotropis firmula,NA,"Sasaki, D","749","2003","09","28",NA,Brasil,São Paulo,NA,NA,NA,NA,SPF00204421,NA,NA,(Mart. ex Benth.) A.Delgado,"Siniscalchi, CM",Pedregulho,-47.277222,-20.157778,NA,"720","720","-47.277222","-20.157778","2016","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.419444,-20.197222,"1080",2019-11-13 11:21:28-03,USP,SPF,"172642",PreservedSpecimen,Plantae,Leguminosae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,"Sasaki, D","970","2004","03","21",NA,Brasil,São Paulo,Parque Estadual das Furnas do Bom Jesus,NA,NA,NA,SPF00172642,NA,NA,(Kunth) A.Delgado,"Siniscalchi, CM",Pedregulho,-47.419444,-20.197222,NA,"900","900","-47.419444","-20.197222","2016","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.333333,-21.866667,"1082",2019-11-13 11:21:28-03,USP,SPF,"98664",PreservedSpecimen,Plantae,Leguminosae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,"Martins, AB","31450","1994","03","22",NA,Brasil,São Paulo,NA,NA,NA,NA,SPF00098664,NA,NA,(Kunth) A.Delgado,"Siniscalchi, CM",Águas da Prata,-47.333333,-21.866667,NA,NA,NA,"-47.333333","-21.866667","2016","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"1086",2019-11-13 11:21:28-03,USP,SPF,"110820",PreservedSpecimen,Plantae,Leguminosae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,"Souza, VC","8832","1995","08","19",NA,Brasil,São Paulo,NA,NA,NA,NA,SPF00110820,NA,NA,(Kunth) A.Delgado,"Siniscalchi, CM",Bom Sucesso de Itararé,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,NA,"2016","05",NA,"14955",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1087",2019-11-13 11:21:28-03,USP,SPF,"83897",PreservedSpecimen,Plantae,Leguminosae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,"Joly, AB","418","1947","03","31",NA,Brasil,São Paulo,NA,NA,NA,NA,SPF00083897,NA,NA,(Kunth) A.Delgado,"Siniscalchi, CM",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"2016","05",NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"1147",2020-05-08 11:11:44-03,UEFS,HUEFS,"178605",PreservedSpecimen,Plantae,Leguminosae Subfam. Papilionoideae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,"Santos, L.B.","438","2009","11","14",NA,Brasil,São Paulo,"Parque Ecológico da Pavuna, da sede até o lago e volta contornando toda a borda.",NA,NA,"Mata Atlantica, Floresta Estacional Semidecídua.",HUEFS0178605,Angiospermae,Fabales,(Fawc.& Rendle) A.Delgado,C.Snak,Botucatu,-46.511111,-22.8375,NA,"750","750",46W30'40'',22S50'15'',"2012","04",NA,NA,NA,Rosanae,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"1148",2020-05-08 11:11:44-03,UEFS,HUEFS,"178604",PreservedSpecimen,Plantae,Leguminosae Subfam. Papilionoideae,Ancistrotropis,peduncularis,Ancistrotropis peduncularis,NA,"Santos, L.B.","540","2010","03","25",NA,Brasil,São Paulo,"Parque Ecológico da Pavuna, da sede até o lago e volta contornando toda a borda, depois descida até a primeira cachoeira pela trilha a direita.",NA,NA,"Mata Atlantica, Floresta Estacional Semidecídua.",HUEFS0178604,Angiospermae,Fabales,(Fawc.& Rendle) A.Delgado,C.Snak,Botucatu,-46.511111,-22.8375,NA,"750","750",46W30'40'',22S50'15'',"2012","04",NA,NA,NA,Rosanae,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"1238",2019-01-25 15:41:23-02,IAC,IAC,"16688",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,D.M. Dedecca,"461","1954","05","15",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,(Kunth) Fawc. & Rendle,E.D. Silva,Campinas,-47.0608,-22.9056,NA,NA,NA,"-47.0608","-22.9056","2011","06","14",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.870251,"1239",2019-01-25 15:41:23-02,IAC,IAC,"20311",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,H.F. Leitão Filho,"571","1967","10","20",NA,Brasil,São Paulo,"IAC, Fazenda Santa Elisa",NA,NA,NA,NA,NA,NA,(Kunth) Fawc. & Rendle,E.D. Silva,Campinas,-47.077171,-22.870251,NA,NA,NA,"-47.077171","-22.870251","2011","06","14",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6492,-22.7253,"1240",2019-01-25 15:41:23-02,IAC,IAC,"20941",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,H.F. Leitão Filho,"899","1970","03","01",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,(Kunth) Fawc. & Rendle,L.C. Bernacci,Piracicaba,-47.6492,-22.7253,NA,NA,NA,"-47.6492","-22.7253","2004","08","06",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"1243",2019-01-25 15:41:23-02,IAC,IAC,"22901",S,Plantae,Fabaceae,Vigna,peduncularis,Vigna peduncularis,NA,s/col.,s/nº,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,NA,Centro N.A.P. sob n.417 (NO-533),NA,NA,NA,(Kunth) Fawc. & Rendle,L.C. Bernacci,Nova Odessa,-47.2958,-22.7775,NA,NA,NA,"-47.2958","-22.7775","2004","08","06",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
