X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,relatedCatalogItem,occurrenceRemarks,barcode,phylum,order,typeStatus,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,class,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9128,-22.6661,"13",2021-03-15 16:37:00-03,NY,NYBG,"02692461",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,King,NA,L. Biral,"1086","2014","10","21",Brazil,São Paulo,Rio Claro,"Cultivada no Campus da Unesp, em caminho entre o prédio central do IB e o herbário.",-47.9128,-22.6661,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987600' target='other'> <mi>dwc_moreinfo</mi></a>,NY02692461,Magnoliophyta,Sapindales,NA,South America,NA,NA,sheet,NY02692461_01,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"108",2020-11-04 11:14:00-03,ESALQ,ESA,"10140",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,King,"Rodrigues, R.R. & Souza, V.C.","Barreto, K.D. ; Fernandes, G.D.","17.0","1993","02","04",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA010140,Magnoliophyta,NA,NA,NA,NA,NA,NA,ESA010140,"44778",auto,"1993","02",NA,"26",NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"109",2020-11-04 11:14:00-03,ESALQ,ESA,"78418",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,King,"Gouvêa, C.F.","Gouvêa, C.F.",NA,"2002","03","02",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA078418,Magnoliophyta,NA,NA,NA,NA,NA,NA,ESA078418,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"110",2020-11-04 11:14:00-03,ESALQ,ESA,"78419",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,King,"Gouvêa, C.F.","Gouvêa, C.F.",NA,"2001","10","12",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA078419,Magnoliophyta,NA,NA,NA,NA,NA,NA,ESA078419,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"111",2020-11-04 11:14:00-03,ESALQ,ESA,"7354",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,King,"Ivanauskas, N.M.","Martins, R. B.","97.0","1991","10","25",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA007354,Magnoliophyta,NA,NA,NA,NA,NA,NA,ESA007354,"44778",auto,"1991","10",NA,"25",NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"112",2020-11-04 11:14:00-03,ESALQ,ESA,"32681",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,NA,"Souza, V.C.","Zandoval, J.A.","115.0","1995","10","17",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA032681,Magnoliophyta,NA,NA,NA,NA,NA,NA,ESA032681,"44778",auto,"1996","10",NA,"19",NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"113",2020-11-04 11:14:00-03,ESALQ,ESA,"39525",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,King,"Elias, S. I.","Elias, S.I.","1.0","1997","08","25",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA039525,Magnoliophyta,NA,NA,NA,NA,NA,NA,ESA039525,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"166",2020-07-30 15:33:33-03,UFSM,SMDB,"15043",S,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,King,"Udulutsch, RG; Rampin, V","Rampin, VT; Udulutsch, RG","1517","2001","11","08",Brasil,São Paulo,Rio Claro,UNESP - Campus Bela Vista,-47.560001373291,-22.4099998474121,NA,NA,NA,"Árvore ca. 6m, cálice verde, corola amrelo-esverdeada, tubo estaminal amarelo, flores com odor agradável. Habitat: arredores de campus. Cultivada",SMDB015043,NA,NA,NA,NA,NA,NA,NA,NA,"21773",auto,"2001","11",NA,"08",NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"408",2020-11-12 17:03:09-03,UEL,FUEL,"37181",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,R.M.King,"Rampin, VT; Udulutsch, RG","Rampin, VT; Udulutsch, RG","1517","2001","11","08",Brasil,São Paulo,Rio Claro,Campus da UNESP,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,NA,Tracheophyta,Sapindales,NA,NA,NA,NA,NA,NA,"21773",auto,"2001","11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"411",2021-03-04 15:46:23-03,IF,SPSF,"20809",PreservedSpecimen,Plantae,Meliaceae,Swietenia,macrophylla,Swietenia macrophylla,NA,NA,J.A.Zandoval,"115","1995","11","17",Brasil,SP,Piracicaba,Parque ESALQ,-47.6399993896484,-22.7199993133545,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Sapindales,NA,América do Sul,NA,NA,NA,NA,"44778",auto,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
