X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,coordinatePrecision,geoFlag,infraspecificEpithet,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.1467,-23.3414,"3",2021-03-15 16:37:00-03,NY,NYBG,"886087",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,A. Salino,"6105","2001","03","04",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980323' target='other'> <mi>dwc_moreinfo</mi></a>,NY00886087,Pteridophyta,Polypodiales,(Raddi) J.Sm.,A. Salino,São Paulo,Sao Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virginia, Trila da Pirapitinga",-45.1467,-23.3414,"900","950",NY00886087_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.83,-23.33,"4",2021-03-15 16:37:00-03,NY,NYBG,"1145045",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,M. J. M. Christenhusz,"4923","2008","03","06",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301984' target='other'> <mi>dwc_moreinfo</mi></a>,NY01145045,Pteridophyta,Polypodiales,(Raddi) J.Sm.,"F. B. Matos; J. T. Mickel",São Paulo,Ubatuba,"Ubatumirim, Parque Estadual da Serro do Mar, Núcleo Picinguaba. Trail along the Rio da Fazenda starting at Casa de Farinha. (Expedicão científica CNPq Proc. EXC no. 030/07-CR.)",-44.83,-23.33,"125","125",NY01145045_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.29971,-23.777841,"5",2021-03-15 16:37:00-03,NY,NYBG,"1015660",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,A. C. Brade,"8390",NA,NA,NA,South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110943' target='other'> <mi>dwc_moreinfo</mi></a>,NY01015660,Pteridophyta,Polypodiales,(Raddi) J.Sm.,"F. B. Matos; J. T. Mickel",São Paulo,NA,Paranapiacaba.,-46.29971,-23.777841,NA,NA,NY01015660_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7353,-23.9853,"6",2021-03-15 16:37:00-03,NY,NYBG,"01402642",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,A. Salino,"6502","2001","04","12",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965527' target='other'> <mi>dwc_moreinfo</mi></a>,NY01402642,Pteridophyta,Polypodiales,(Raddi) J.Sm.,"F. B. Matos; J. T. Mickel",São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo de Curucutu, trilha para o Rio Branco",-46.7353,-23.9853,"800","800",NY01402642_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3297,-23.9406,"8",2021-03-15 16:37:00-03,NY,NYBG,"01402645",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,C. Farney,"2485","1990","11","20",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971346' target='other'> <mi>dwc_moreinfo</mi></a>,NY01402645,Pteridophyta,Polypodiales,(Raddi) J.Sm.,F. B. Matos,Rio de Janeiro,Paraty,Morro do Cruzeiro,-46.3297,-23.9406,NA,NA,NY01402645_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8928,-23.6558,"12",2021-03-15 16:37:00-03,NY,NYBG,"720361",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,J. Prado,"1660","2007","04","10",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500304' target='other'> <mi>dwc_moreinfo</mi></a>,NY00720361,Pteridophyta,Polypodiales,(Raddi) J.Sm.,NA,São Paulo,NA,"Salesópolis, Reserva de USP",-45.8928,-23.6558,"870",NA,NY00720361_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0244,-23.2336,"14",2021-03-15 16:37:00-03,NY,NYBG,"02696031",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,F. B. Matos,"2253","2013","02","20",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972192' target='other'> <mi>dwc_moreinfo</mi></a>,NY02696031,Pteridophyta,Polypodiales,(Raddi) J.Sm.,F. B. Matos,São Paulo,Cunha,"Parque Estadual da Serra do Mar, Núcleo Cunha, Trilha do Rio Paraibuna",-45.0244,-23.2336,"1060",NA,NY02696031_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0219,-23.2356,"15",2021-03-15 16:37:00-03,NY,NYBG,"01402641",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,A. Salino,"2956","1996","12","18",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965529' target='other'> <mi>dwc_moreinfo</mi></a>,NY01402641,Pteridophyta,Polypodiales,(Raddi) J.Sm.,"F. B. Matos; J. T. Mickel",São Paulo,Cunha,"Parque Estadual da Serra do Mar, Núcleo Cunha",-45.0219,-23.2356,NA,NA,NY01402641_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.15,-23.33772,"16",2021-03-15 16:37:00-03,NY,NYBG,"720561",PreservedSpecimen,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,A. Salino,"7707","2001","10","29",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2517837' target='other'> <mi>dwc_moreinfo</mi></a>,NY00720561,Pteridophyta,Polypodiales,(Raddi) J.Sm.,"F. B. Matos; J. T. Mickel",São Paulo,Sao Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virginia, Trilha da Pirapitinga.",-45.15,-23.33772,"900","950",NY00720561_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"19",2021-04-08 20:48:32-03,UNESP-IBILCE,SJRP-PTERIDOPHYTA,"02955",S,Plantae,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,P.G. Windisch,"5075","1988","08","12",América do Sul,Brasil,NA,NA,"GEOGRAFIA: mata pluvial, epífita sobre tronco;",NA,Tracheophyta,Polypodiales,(Raddi) J. Sm.,B. Ollgaard et Windisch,São Paulo,Cunha,serra do mar,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,NA,NA,NA,Polypodiopsida,"38855",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
