X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,imagecode,identifiedBy,maximumElevationInMeters,coordinatePrecision,geoFlag,infraspecificEpithet,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-51.4799995422363,-20.8700008392334,"97",2020-11-04 11:11:57-03,ESALQ,ESA,"92700",PreservedSpecimen,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Viani, R.A.G.","593.0","2005","08","29",NA,Brasil,NA,NA,NA,ESA092700,Magnoliophyta,NA,(Ruiz & Pav.) Rohwer,São Paulo,Castilho,NA,-51.4799995422363,-20.8700008392334,NA,ESA092700,NA,NA,"37464",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.4799995422363,-20.8700008392334,"102",2020-11-04 11:11:57-03,ESALQ,ESA,"92701",PreservedSpecimen,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Viani, R.A.G.","578.0","2005","08","29",NA,Brasil,NA,NA,NA,ESA092701,Magnoliophyta,NA,(Ruiz & Pav.) Rohwer,São Paulo,Castilho,NA,-51.4799995422363,-20.8700008392334,NA,ESA092701,NA,NA,"37464",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3699989318848,-20.8899993896484,"171",2021-04-07 11:45:15-03,UFMS,CGMS,"18094",PreservedSpecimen,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,N.S. Junior,"15","2002","07","14",NA,Brasil,NA,NA,"Flor branca. oval de cor negro-roxeado Duplicata do CEUL Habitat: Mata. escuro, coberto por folhas, galhos secos e ervas Habito: árvore de 15m, com diâmetro de 1,06m.",CGMS1047388,NA,NA,(Ruiz & Pav.) Rohwer,São Paulo,Andradina,Zoológico Municipal Antônio Joaquim de Moura Andrade.,-51.3699989318848,-20.8899993896484,NA,NA,F.M. Alves,NA,"31224",auto,NA,"2007","12",NA,NA,"18",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.5299987792969,-21.4799995422363,"174",2021-03-01 16:32:27-03,UNICAMP,UEC,"196843",S,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Bernacci, LC; et al.","2068","1995","09","06",NA,Brazil,NA,NA,"Árvore, ca 10m alt. Casca integra cinza-esverdeadas, frutos em desenvolvimento.; Floresta mesófila",UEC138300,Magnoliopsida,NA,(Ruiz & Pav.) Rohwer,São Paulo,Dracena,Estância Boa Esperança.,-51.5299987792969,-21.4799995422363,NA,UEC138300,"Baitello, JB",NA,"23670",auto,NA,"1997","06",NA,NA,"16",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.0999984741211,-20.6299991607666,"175",2021-03-01 16:32:27-03,UNICAMP,UEC,"87879",S,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Pereira-Noronha, MR","1177","1995","08","03",NA,Brazil,NA,NA,"Árvore, ca. de 3,5 m alt., flor branca.; Mata alta, bem preservada.",UEC095027,Magnoliopsida,NA,(Ruiz & Pav.) Rohwer,São Paulo,Pereira Barreto,Fazenda Mesquita.,-51.0999984741211,-20.6299991607666,NA,UEC095027,"Brotto, ML",NA,"36734",auto,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.5299987792969,-21.4799995422363,"444",2020-06-15 15:30:51-03,UNESP-RC,HRCB,"24881",PreservedSpecimen,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Bernacci, L.C.","2068","1995","09","06",NA,Brasil,NA,NA,"Árvore ca. 10m de altura, casca íntegra cinza-esverdeada, frutos em desenvolvimento.",NA,NA,NA,(Ruiz. & Pav.) Rohwer,São Paulo,Dracena,Estância Boa Esperança,-51.5299987792969,-21.4799995422363,NA,NA,"Alves, F.M.",NA,"23670",auto,NA,"2009","09",NA,NA,"18",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.726944,-22.640833,"495",2019-11-13 11:21:04-03,USP,SPF,"200350",PreservedSpecimen,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Freitas, HS","260","2008","05","20",NA,Brasil,NA,NA,NA,SPF00200350,NA,NA,(Ruiz & Pav.) Rohwer,São Paulo,Areias,Fazenda São Domingos. Acesso pelo km 237 da rodovia dos Tropeiros (SP 068).,-44.726944,-22.640833,"813",NA,"Freitas, HS","813",NA,NA,NA,"2009",NA,"-44.726944","-22.640833",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.5299987792969,-21.4799995422363,"499",2019-11-13 11:21:04-03,USP,SPF,"114868",PreservedSpecimen,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Bernacci, LC","2068","1995","09","06",NA,Brasil,NA,NA,NA,SPF00114868,NA,NA,(Ruiz & Pav.) Rohwer,São Paulo,Dracena,Estância Boa Esperança.,-51.5299987792969,-21.4799995422363,NA,NA,"Baitello, JB",NA,"23670",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3400001525879,-20.4300003051758,"500",2019-11-13 11:21:04-03,USP,SPF,"120388",PreservedSpecimen,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Pereira-Noronha, MR","1254","1995","08","03",NA,Brasil,NA,NA,NA,SPF00120388,NA,NA,(Ruiz & Pav.) Rohwer,São Paulo,Ilha Solteira,"Fazenda Santa Izabel, antiga Fazenda Lagoinha.",-51.3400001525879,-20.4300003051758,NA,NA,"Baitello, JB",NA,"31913",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.0999984741211,-20.6299991607666,"501",2019-11-13 11:21:04-03,USP,SPF,"120386",PreservedSpecimen,Plantae,Lauraceae,Nectandra,hihua,Nectandra hihua,NA,"Pereira-Noronha, MR","1177","1995","08","03",NA,Brasil,NA,NA,NA,SPF00120386,NA,NA,(Ruiz & Pav.) Rohwer,São Paulo,Pereira Barreto,Fazenda Mesquita.,-51.0999984741211,-20.6299991607666,NA,NA,"Baitello, JB",NA,"36734",auto,NA,"1997","10",NA,NA,"09",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
