X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,imagecode,geoFlag,class,order,day,continentOcean,locality,occurrenceRemarks,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,preparationType,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.8400001525879,-24.5,"9",2021-02-11 17:21:03-03,UFPR,UPCB,"92431",PreservedSpecimen,Plantae,NA,Orchidaceae,Zootrophion,atropurpureum,Zootrophion atropurpureum,(Lindl.) Luer,"Santos, T.F.","2017",NA,"Santos, T.F. | M.M-Reis","272","2017","03",Brasil,São Paulo,Apiaí,-48.8400001525879,-24.5,"37738",UPCB0038273,UPCB0038273,auto,NA,NA,"24",NA,NA,"Flor roxa, bastante fechada, com uma fenda lateral formada pela pétala, para entrada do polinizador.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"17",2019-11-13 16:04:59-03,UNISANTA,HUSC,"1802",PreservedSpecimen,Plantae,Magnoliophyta,Orchidaceae,Zootrophion,atropurpureum,Zootrophion atropurpureum,(Lindl.) Luer,NA,NA,NA,"Sampaio, P.S.P.; Martins, S.E.; Magenta, M.A.G.","243","1999","04",Brasil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,"37616",NA,NA,auto,NA,NA,"22",NA,"Guaratuba, Fazenda Três Marias, estrada da captação.","Epífita. Botões florais roxo-vináceo escuro.; Floresta de restinga alta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"26",2019-11-21 10:13:55-03,IBt,SP,"247760",S,Plantae,NA,Orchidaceae,Zootrophion,schenckii,Zootrophion schenckii,(Cogn.) Luer,"Barros, F","1991","03","Campacci, MA",s.n.,"1981","03",Brasil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",NA,NA,auto,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
