X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,coordinatePrecision,geoFlag,fieldNumber,yearIdentified,monthIdentified,class,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.886229,-23.65179,"3",2021-03-15 16:37:00-03,NY,NYBG,"378210",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,M. Kuhlmann,"1748","1949","01","28",South America,Brazil,São Paulo,Salesópolis,"Salesópolis, Boracéa",-45.886229,-23.65179,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452751' target='other'> <mi>dwc_moreinfo</mi></a>,NY00378210,NY00378210_01,G. T. Prance,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4097,-23.71,"4",2021-03-15 16:37:00-03,NY,NYBG,"378209",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,F. C. Hoehne,s.n.,"1917","12","19",South America,Brazil,São Paulo,Ribeirao Pires,"Alto da Serra, Estaçao Biológica",-46.4097,-23.71,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=452752' target='other'> <mi>dwc_moreinfo</mi></a>,NY00378209,NY00378209_01,G. T. Prance,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"9",2019-11-13 11:17:49-03,USP,SPF,"72181",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,"Kuhlmann, M","1748","1949","01","28",NA,Brasil,São Paulo,Salesópolis,NA,-45.8400001525879,-23.5300006866455,NA,NA,SPF00072181,NA,"Prance, GT","18032",auto,NA,"1969","03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"10",2019-11-13 11:17:49-03,USP,SPF,"71646",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,"Kuhlmann, M","4328","1958","01","30",NA,Brasil,São Paulo,Santo André,Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,SPF00071646,NA,"Zappi, DC","27258",auto,NA,"1992","04",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"11",2019-11-13 11:17:49-03,USP,SPF,"73146",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,"Mattos, J","12762","1965","10","28",NA,Brasil,São Paulo,Santo André,Reserva Biológica Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,SPF00073146,NA,"Prance, GT","27258",auto,NA,"1998","03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"12",2019-11-13 11:17:49-03,USP,SPF,"165358",PreservedSpecimen,Plantae,NA,NA,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,"Garcia, RJF","1398","1997","11","16",NA,Brasil,São Paulo,São Paulo,Parque Estadual da Serra do Mar,-46.6300010681152,-23.5400009155273,NA,NA,SPF00165358,NA,"Prance, GT","53584",auto,NA,"2000","02",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"18",2021-03-04 15:43:03-03,IF,SPSF,"31800",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,NA,NA,R.J.F. Garcia,"1398","1997","11","16",América do Sul,Brasil,SP,São Paulo,"P.E.Serra do Mar, Núcleo Curucutu",-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"53584",auto,NA,NA,NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"20",2019-11-21 10:03:12-03,IBt,SP,"58626",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,"Kuhlmann, M","4328","1958","01","30",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"Prance, GT","27258",auto,NA,"1969","03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"21",2019-11-21 10:03:12-03,IBt,SP,"1119",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,"Hoehne, FC",s.n.,"1917","12","19",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,"Árvore pequena, flores amareladas",NA,NA,"Prance, GT","27258",auto,NA,"1969","03",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"22",2019-11-21 10:03:12-03,IBt,SP,"115552",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,"Mattos, JR; Moura, C","12762","1965","10","28",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,"Na mata virgem, pequena árvore",NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"23",2020-10-08 08:52:33-03,IBt,SP,"333321",S,Plantae,NA,NA,Chrysobalanaceae,Hirtella,glaziovii,Hirtella glaziovii,Taub.,NA,"Garcia, RJF","1673","1998","12","02",NA,Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
