X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,class,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,typeStatus,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.916667,-22.833333,"40",2021-03-01 16:21:15-03,UNICAMP,UEC,"169011",S,Plantae,Magnoliopsida,NA,Amaranthaceae,Alternanthera,micrantha,Alternanthera micrantha,R.E.Fr.,"Vieira, LT","Vieira, LT","85","2005","08","10",NA,Brazil,São Paulo,Campinas,"Souzas, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.",-46.916667,-22.833333,"700","700",NA,"Herbácea, ca. 1 m.",UEC053233,UEC053233,NA,NA,NA,NA,NA,NA,"-46.916667","-22.833333",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"151",2019-11-21 09:57:55-03,IBt,SP,"198495",S,Plantae,NA,NA,Amaranthaceae,Alternanthera,micrantha,Alternanthera micrantha,R.E.Fr.,"Senna, LR","Forero, E; Jung, SL; Melo, MMRF; Wanderley, MGL; Barros, F","8483","1980","09","24",NA,Brasil,São Paulo,Mogi Guaçu,Pádua Sales. Fazenda Campininha,-46.9421997070312,-22.372200012207,"550","550",NA,"Hierba. Flores verdes, estambres amarillos",NA,NA,NA,"39309",auto,"2015","07",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
