X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,individualCount,fieldNumber,typeStatus,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.966514,-25.140513,"29",2021-03-15 16:37:00-03,NY,NYBG,"01096180",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,C.DC.,J. A. Pastore,NA,NA,NA,F. de Barros,"1262","1986","04","09",Brazil,São Paulo,Cananéia,"Ilha do Cardoso. Proximidades da Praia do Ipanema, Morro do Tassuva.",-47.966514,-25.140513,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1234016' target='other'> <mi>dwc_moreinfo</mi></a>,NY01096180,NY01096180_01,Magnoliophyta,Sapindales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"41",2021-02-08 11:09:29-03,UNESP-IBB,BOTU,"29506",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casareti,Trichilia casareti,C. DC.,NA,NA,NA,NA,"Bignotto, R.B.","332","2004","06","18",Brasil,São Paulo,Botucatu,NA,-48.433333,-22.866667,48°26'w,22°52's,NA,NA,"Árvore de 2m, com frutos verdes imaturos.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"86",2020-11-04 11:14:00-03,ESALQ,ESA,"103584",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretii,Trichilia casaretii,NA,"Durigan, G. & Franco, G.A.D.C.",NA,NA,NA,"Gorenstein, M.R.","15931.0","2005","06","15",Brasil,São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,ESA103584,ESA103584,Magnoliophyta,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.65926,-22.92675,"87",2020-11-04 10:56:11-03,ESALQ,ESA,"133303",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,C.DC.,"Tamashiro, J. Y.","2015","06","07","Toledo, C.A.P.; Rodrigues, M. C.; Vidal, C. Y.; Bochorny, T.; Pereira, L. C. S. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","166.0","2015","07","07",Brasil,São Paulo,Mombuca,Mata do Pinheirinho. Fragmento de Floresta Estacional Semidecidual conservado.,-47.65926,-22.92675,"-47.65926","-22.92675","550","550","Arbusto, 2,5 m, frutos imaturos verdes, coletado na borda da mata.",ESA133303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.66292,-22.9241,"89",2020-11-04 11:14:00-03,ESALQ,ESA,"134514",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,C.DC.,"Rodrigues, S. S.","2015","07","06","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","909.0","2015","07","04",Brasil,São Paulo,Mombuca,Mata do Pinheirinho. Floresta Estacional Semidecidual em área agrílcola da COSAN.,-47.66292,-22.9241,"-47.66292","-22.9241","585","585","Árvore, ca. 5m. Frutos imaturos verdes.",ESA134514,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"99",2020-11-04 11:14:00-03,ESALQ,ESA,"15182",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,A.Juss.,NA,NA,NA,NA,"Durigan, G.",NA,"1992","08","14",Brasil,São Paulo,Assis,NA,-50.4099998474121,-22.6599998474121,NA,NA,NA,NA,NA,ESA015182,ESA015182,Magnoliophyta,NA,NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"100",2020-11-04 11:14:00-03,ESALQ,ESA,"6484",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,C. DC.,"Pastore, J.A.",NA,NA,NA,"Rodrigues, R.R. ; Zandoval, J.A.",NA,"1989","07","11",Brasil,São Paulo,Ipeúna,NA,-47.7099990844727,-22.4300003051758,NA,NA,NA,NA,NA,ESA006484,ESA006484,Magnoliophyta,NA,NA,NA,"12906",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"101",2020-11-04 11:14:00-03,ESALQ,ESA,"4304",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,C. DC.,"Pastore, J.A.","1996","08","23","Catharino, E.L.M.","244.0","1985","02","17",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA004304,ESA004304,Magnoliophyta,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.810001373291,-21.1700000762939,"102",2020-11-04 11:14:00-03,ESALQ,ESA,"100163",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,NA,"Bernacci, L.C. & Kotchetkoff-Henriques",NA,NA,NA,"Kotchetkoff-Henriques, O.","534.0","2001","04","16",Brasil,São Paulo,Ribeirão Preto,NA,-47.810001373291,-21.1700000762939,NA,NA,NA,NA,NA,ESA100163,ESA100163,Magnoliophyta,NA,NA,NA,"24390",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"105",2020-11-04 11:14:00-03,ESALQ,ESA,"27109",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,C. DC.,"Joaquim Jr., G.O.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Ivanauskas, N.M.; Duarte, A.R.; Eterovic, A.; Marques, O.A.V.","11080.0","1996","04","11",Brasil,São Paulo,Itanhaém,Ilha da Queimada Grande,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,"Arbusto, ca. 2 m alt. Vegetivo. Mata, nos pontos de maior altitude.",ESA027109,ESA027109,Magnoliophyta,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9799995422363,-22.4599990844727,"110",2020-11-04 11:14:00-03,ESALQ,ESA,"118838",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,NA,"Colletta, G.D. & Alves, F.M.","2012","05","15","Colletta, G.D.","623.0","2012","05","01",Brasil,São Paulo,Agudos,Mata ao lada da Faz. São Joâo do Guarantã,-48.9799995422363,-22.4599990844727,NA,NA,NA,NA,"Árvore, 6m.",ESA118838,NA,Magnoliophyta,NA,NA,NA,"52219",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9799995422363,-22.4599990844727,"111",2020-11-04 11:14:00-03,ESALQ,ESA,"118844",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,NA,"Colletta, G.D. & Alves, F.M.","2012","05","15","Colletta, G.D.","629.0","2012","05","01",Brasil,São Paulo,Agudos,Mata ao lada da Faz. São Joâo do Guarantã,-48.9799995422363,-22.4599990844727,NA,NA,NA,NA,"Árvore, 8m, fruto com arilo alaranjado.",ESA118844,NA,Magnoliophyta,NA,NA,NA,"52219",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"112",2020-11-04 11:14:00-03,ESALQ,ESA,"128916",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,NA,"Flores, T. B","2013",NA,NA,"Colletta, G.D.","1296.0","2013","08","29",Brasil,São Paulo,Ilhabela,"Norte da ilha, perto da Pacuíba",-45.3499984741211,-23.7700004577637,NA,NA,NA,NA,"Árvore, 7m, frutos alaranjados",ESA128916,NA,Magnoliophyta,NA,NA,NA,"23719",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"113",2020-11-04 11:14:00-03,ESALQ,ESA,"110012",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretii,Trichilia casaretii,NA,NA,NA,NA,NA,"Franco, G.A.D.C. ; Furlan, E.","4577.0",NA,NA,NA,Brasil,São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,ESA110012,ESA110012,Magnoliophyta,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.205591,-22.671759,"117",2020-11-04 11:14:00-03,ESALQ,ESA,"120969",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,NA,"Garcia, L.C.","2010",NA,NA,"Garcia, L.C.","377.0","2008","05","01",Brasil,São Paulo,Cosmópolis,"Usina Ester, mata ciliar em processo de restauração desde 1955",-47.205591,-22.671759,"-47.205591","-22.671759","652","652","Árvore de 8m, flores brancas",ESA120969,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"122",2020-11-04 11:14:00-03,ESALQ,ESA,"39579",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,C. DC.,"Duarte, A.R.",NA,NA,NA,"Farah, F.T. ; Gorenstein, M.R.","27.0","1997","07","26",Brasil,São Paulo,Itanhaém,NA,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,ESA039579,ESA039579,Magnoliophyta,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"123",2020-11-04 10:56:11-03,ESALQ,ESA,"132915",PreservedSpecimen,Plantae,Meliaceae,Trichilia,casaretti,Trichilia casaretti,C.DC.,"Flores, T. B","2014","12","04","Colletta, G.D.","2058.0","2014","12","04",Brasil,São Paulo,Piracicaba,"Campus da Esalq, proxima a guarita da engenharia",-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,"Árvore, 4,5m, flores esverdeadas.",ESA132915,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
