X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,infraspecificEpithet,fieldNumber,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.069722,-22.819722,"106",2021-03-01 16:39:20-03,UNICAMP,UEC,"157070",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Kinoshita, JH; Kotovski, ER; Galvão, JC; Braga, KRR; Pereira, MR; Marchiori, NM","11173","2011","02","18",NA,Brazil,NA,NA,"Herbácea, 60 cm de altura, corola azul e sépala verde.; Campo Rupestre.",UEC015158,Magnoliopsida,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Oliveira, JA",Minas Gerais,Delfinópolis,"Serra da Canastra, Trilha para a Cachoeira do Quilombo.",-47.069722,-22.819722,NA,NA,UEC015158,NA,NA,"2017","06",NA,"-47.069722","-22.819722",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.069722,-22.819722,"107",2021-03-01 16:39:20-03,UNICAMP,UEC,"157069",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Kinoshita, JH; Kotovski, ER; Galvão, JC; Braga, KRR; Pereira, MR; Marchiori, NM","11175","2011","02","18",NA,Brazil,NA,NA,"Herbácea, 60 cm de altura, corola azul e sépala verde.; Campo Rupestre.",UEC015160,Magnoliopsida,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Oliveira, JA",Minas Gerais,Delfinópolis,"Serra da Canastra, Trilha para a Cachoeira do Quilombo.",-47.069722,-22.819722,NA,NA,UEC015160,NA,NA,"2017","06",NA,"-47.069722","-22.819722",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.069722,-22.819722,"110",2021-03-01 16:39:20-03,UNICAMP,UEC,"157068",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Kinoshita, JH; Kotovski, ER; Galvão, JC; Braga, KRR; Pereira, MR; Marchiori, NM","11174","2011","02","18",NA,Brazil,NA,NA,"Herbácea, 60 cm de altura, corola azul e sépala verde.; Campo Rupestre.",UEC015154,Magnoliopsida,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Oliveira, JA",Minas Gerais,Delfinópolis,"Serra da Canastra, Trilha para a Cachoeira do Quilombo.",-47.069722,-22.819722,NA,NA,UEC015154,NA,NA,"2017","06",NA,"-47.069722","-22.819722",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"142",2021-03-01 16:39:20-03,UNICAMP,UEC,"100861",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Amaral, MCE; et al.","108","1997","04","20",NA,Brazil,NA,NA,"campo rupestre, cerrado",UEC110178,Magnoliopsida,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Oliveira, JA",São Paulo,Pedregulho,"distrito de estreito, ao lado da represa de furnas",-47.4700012207031,-20.25,NA,NA,UEC110178,"27552",auto,"2017","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"143",2021-03-01 16:39:20-03,UNICAMP,UEC,"95088",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Faria, AD; et al.","136","1997","11","16",NA,Brazil,NA,NA,"flores azuis; campo rupestre encharcado",UEC112111,Magnoliopsida,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Zappi, DC",São Paulo,Pedregulho,"estreito, fazenda três irmãs",-47.4700012207031,-20.25,NA,NA,UEC112111,"27552",auto,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8400001525879,-24.5,"220",2015-09-04 14:16:48-03,MNHN,RECOLNAT_MNHN_P,P04008080,PreservedSpecimen,NA,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,Puiggari,NA,NA,NA,NA,NA,Brasil,hb,NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04008080' target='other'> <mi>dwc_moreinfo</mi></a>,P04008080,NA,NA,Mart. & Zucc. ex Schult. & Schult.f.,NA,São Paulo,Apiaí,"Brésil prov. de São Paulo, Apiahy.",-48.8400001525879,-24.5,NA,NA,P04008080_01,"37738",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"278",2021-03-04 11:06:45-03,UFRB,HURB,"1833",PreservedSpecimen,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Faria, A.D.; Matsumoto, K.;Aona, L.Y.S.; et al.",97/136,"1997","11","16",NA,Brasil,NA,NA,n.º de coleta: 97/136.,HURB000001833,Anthophyta,NA,Mart. ex Schult. & Schult.f.,NA,São Paulo,Pedregulho,"Estreito, campo rupestre encharcado; localizado na Fazenda Três Irmãs",-47.4700012207031,-20.25,NA,NA,NA,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"385",2019-11-13 11:30:02-03,USP,SPF,"11737",PreservedSpecimen,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides stenophylla,"Hoehne, W",s.n.,"1945","11","26",NA,Brasil,NA,NA,NA,SPF00011737,NA,NA,Müll.Arg.,"Hoehne, W",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,stenophylla,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"386",2019-11-13 11:30:02-03,USP,SPF,"11737",PreservedSpecimen,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides stenophylla,"Hoehne, W",s.n.,"1945","11","26",NA,Brasil,NA,NA,NA,SPF00011737,NA,NA,Müll.Arg.,"Hoehne, W",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,stenophylla,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6361,-23.5475,"434",2020-02-20 14:37:14-03,IAC,IAC,"54249",S,Plantae,Rubiaceae-205.Rubioideae-Coussareeae,Declieuxia,oenanthoides,Declieuxia oenanthoides,W. Hoehne,s/nº,"1945","11","26",NA,Brasil,NA,NA,NA,NA,NA,NA,Mart. & Zucc. ex Schult. & Schult.f.,W. Hoehne,São Paulo,São Paulo,Belém,-46.6361,-23.5475,NA,NA,NA,NA,NA,"1945","11","26","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4000015258789,-20.5300006866455,"605",2019-11-21 10:17:50-03,IBt,SP,"11692",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Loefgren, A; Edwall, G",CGG2081,"1893","01","09",NA,Brasil,NA,NA,NA,SP031042,NA,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Jung Mendaçolli, SL",São Paulo,Franca,NA,-47.4000015258789,-20.5300006866455,NA,NA,SP031042,"27521",auto,"2006","10","29",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"606",2019-11-21 10:17:50-03,IBt,SP,"295578",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Marcondes Ferreira, W; Belinello, R","1247","1996","01","17",NA,Brasil,NA,NA,NA,NA,NA,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Jung Mendaçolli, SL",São Paulo,Pedregulho,No começo da estrada para estreito,-47.4700012207031,-20.25,NA,NA,NA,"27552",auto,"2006","10","29",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"607",2019-11-21 10:17:50-03,IBt,SP,"300087",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Marcondes Ferreira, W; et al.","810","1994","03","18",NA,Brasil,NA,NA,NA,NA,NA,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Oliveira, JA",São Paulo,Pedregulho,Parque Estadual Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,NA,NA,"27552",auto,"2018","12","10",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"608",2019-11-21 10:17:50-03,IBt,SP,"143088",S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Hoehne, W",s.n.,"1945","11","26",NA,Brasil,NA,NA,NA,NA,NA,NA,Mart. & Zucc. ex Schult. & Schult.f.,"Jung Mendaçolli, SL",São Paulo,São Paulo,Belem SPR,-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,"2006","10","29",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.65972222,-22.40444444,"609",2014-09-23 10:59:24-03,G,G,G00389986,S,Plantae,Rubiaceae,Declieuxia,oenanthoides,Declieuxia oenanthoides,"Martius, C. F. P.",NA,NA,NA,NA,AMERIQUE DU SUD,Brazil,NA,NA,Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site,G00389986,NA,NA,Schult. & Schult. f.,"Kirkbride, J. H.",São Paulo,NA,NA,-48.65972222,-22.40444444,NA,NA,NA,NA,NA,"1975","01","01","-48.65972222","-22.40444444",NA,NA,NA,NA,ISOLECTOTYPUS of Declieuxia oenanthoides Schult. & Schult. f.,NA,"35",São Paulo,SP,Sudeste
