X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,coordinatePrecision,geoFlag,yearIdentified,typeStatus,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9900016784668,-23.8700008392334,"52",2019-10-09 11:21:46-03,UFBA,ALCB,"126627",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O. Berg.,"Barroso, GM","Moraes, PLR de","178","1990","06","25",Southern America,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,Árvore de 18 m de altura.,ALCB060986,NA,NA,"27904",auto,"1991",NA,NA,NA,"11","02",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.033333,-22.166667,"86",2019-08-20 10:21:50-03,UNICAMP,UEC,"12310",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,"Proença, C","Gibbs, PE; Leitão Filho, HF","5521","1977","07","29",NA,Brazil,São Paulo,Paulínia,Fazenda Saltinho,-47.033333,-22.166667,NA,NA,NA,NA,UEC110396,UEC110396,NA,NA,NA,"1986",NA,"-47.033333","-22.166667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.25,"88",2021-03-01 16:37:01-03,UNICAMP,UEC,"115114",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Leite, EC","581","1998","06","03",NA,Brazil,São Paulo,Jundiaí,Reserva Biológica Municipal da Serra do Jaí,-46.25,-23.25,NA,NA,NA,"7,5m",UEC110418,UEC110418,NA,NA,NA,NA,NA,"-46.25","-23.25",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"116",2021-03-01 16:37:01-03,UNICAMP,UEC,"60601",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4408","1984",NA,NA,NA,Brazil,São Paulo,Campinas,Reserva Municipal de Santa Genebra - Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,Mata,UEC104505,UEC104505,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"117",2021-03-01 16:37:01-03,UNICAMP,UEC,"60618",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","1199","1984",NA,NA,NA,Brazil,São Paulo,Campinas,Reserva Municipal de Santa Genebra - Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,Mata,UEC104504,UEC104504,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"118",2021-03-01 16:37:01-03,UNICAMP,UEC,"47278",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Gentry, A; Silva, A","58737","1987","08","27",NA,Brazil,São Paulo,Campinas,"Santa Genebra Forest Reserve, Barão Geraldo, near Campinas",-47.060001373291,-22.8999996185303,NA,NA,NA,"Tree 5cm dbh, sterile",UEC111560,UEC111560,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"119",2021-03-01 16:37:01-03,UNICAMP,UEC,"381635",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Fonzar, LPCM; Leitão Filho, HF","17680","1985","06","12",NA,Brazil,São Paulo,Jundiaí,"Serra do Japi, Mirante.",-46.8800010681152,-23.1800003051758,NA,NA,NA,"Arvoreta até 6m, flores brancas, folhas novas purpureas; Mata de altitude",UEC110411,UEC110411,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"120",2021-03-01 16:37:01-03,UNICAMP,UEC,"40353",S,Plantae,Magnoliopsida,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,NA,"Morellato, LPC; Rodrigues, RR","17845","1984","08","28",NA,Brazil,São Paulo,Jundiaí,"Serra do Japí, Mirante.",-46.8800010681152,-23.1800003051758,NA,NA,NA,"Árvore, 5m de altura, flores brancas",UEC110392,UEC110392,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"125",2020-12-04 13:19:31-03,UDESC,LUSC,"8012",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,"Aguiar, O.T.","Aguiar, O.T.; Dias, A.C.","1196","2002","03","13",NA,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,LUSC007612,LUSC007612,NA,"27904",auto,"2002",NA,NA,NA,"03","17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"126",2020-12-04 13:19:31-03,UDESC,LUSC,"7124",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Siphoneugena,densiflora,Siphoneugena densiflora,O.Berg,F.F.Mazine & V.C.Souza,"F.T. Farah; et.al","2210","2001","04","13",NA,Brasil,São Paulo,São Paulo,"Parque estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu.",-46.6300010681152,-23.5400009155273,NA,NA,NA,Botões verdes,LUSC007618,LUSC007618,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
