X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,county,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,class,monthIdentified,dayIdentified,relatedCatalogItem,previousCatalogNumber,fieldNumber,individualCount,minimumDepthInMeters,maximumDepthInMeters,infraspecificEpithet,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.32,-24.17,"17",2021-03-15 16:37:00-03,NY,NYBG,"00784341",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,J. J. Wurdack,L. B. Smith,"14788","1965","01","18",South America,Brazil,Paraná,"Fazenda Cajurú, source of Rio Cajurú.",-49.32,-24.17,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=759188' target='other'> <mi>dwc_moreinfo</mi></a>,NY00784341,NY00784341_01,Jaguariaíva,"1000","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.31666,-24.16666,"263",2008-05-27 22:02:00-03,MO,MOBOT,"2911500",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A. St.-Hil. & Moq.,J.J. Wurdack,Lyman B. Smith,Smith 14788,"1965","1","18",South America,Brazil,Paraná,"Jaguariaiva: High rocky campo, Fazenda Cajurú, source of Rio Cajurú.",-49.31666,-24.16666,NA,NA,NA,NA,NA,"1000.00000000","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.32,-24.17,"287",2020-09-12 05:00:02-03,US,US,"2573211",PreservedSpecimen,Plantae,NA,Polygalales,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A. St.-Hil. & Moq.,NA,"L. Smith, R. M. Klein & G. Hatschbach","14788",NA,NA,NA,NA,Brazil,Paraná,"High rocky campo, Fazenda Cajurú, source of Rio Cajurú.",-49.32,-24.17,NA,NA,US01878675,US01878675_01 US01878675_02,Jaguariaíva,"1000","1100",NA,NA,NA,NA,NA,Dicotyledonae,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.460278,-20.247778,"314",2019-11-13 11:29:17-03,USP,SPF,"172873",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Sasaki, D","Sasaki, D","291","2003","04","16",NA,Brasil,São Paulo,Parque Estadual das Furnas do Bom Jesus,-47.460278,-20.247778,NA,NA,SPF00172873,NA,Pedregulho,"1000","1000",NA,NA,"2004","-47.460278","-20.247778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.419444,-20.197222,"315",2019-11-13 11:29:17-03,USP,SPF,"172874",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Sasaki, D","Sasaki, D","395","2003","04","18",NA,Brasil,São Paulo,Parque Estadual das Furnas do Bom Jesus,-47.419444,-20.197222,NA,NA,SPF00172874,NA,Pedregulho,"900","900",NA,NA,"2004","-47.419444","-20.197222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.460278,-20.247778,"316",2019-11-13 11:29:17-03,USP,SPF,"172875",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Aguiar, AC","Sasaki, D","953","2004","03","20",NA,Brasil,São Paulo,Parque Estadual das Furnas do Bom Jesus,-47.460278,-20.247778,NA,NA,SPF00172875,NA,Pedregulho,"1000","1000",NA,NA,"2004","-47.460278","-20.247778",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.419444,-20.197222,"317",2019-11-13 11:29:17-03,USP,SPF,"172876",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Sasaki, D","Sasaki, D","981","2004","03","21",NA,Brasil,São Paulo,Parque Estadual das Furnas do Bom Jesus,-47.419444,-20.197222,NA,NA,SPF00172876,NA,Pedregulho,"900","900",NA,NA,"2004","-47.419444","-20.197222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"319",2019-11-13 11:29:17-03,USP,SPF,"11088",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Hoehne, W","Hoehne, W",s.n.,"1935","04","08",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00011088,NA,São Paulo,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"320",2019-11-13 11:29:17-03,USP,SPF,"17232",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Marques, MCM","Joly, AB","236","1946","03","07",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00017232,NA,São Paulo,NA,NA,"53584",auto,"1998",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"321",2019-11-13 11:29:17-03,USP,SPF,NA,PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Marques, MCM","Joly, AB","236","1946","03","07",NA,Brasil,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,São Paulo,NA,NA,"53584",auto,"1998",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.426111,-23.390278,"352",2021-03-04 15:45:49-03,IF,SPSF,"52851",PreservedSpecimen,Plantae,Magnoliophyta,Polygalales,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,J.G. Avelino,R.T.Shirasuna,"3391","2014","03","31",América do Sul,Brasil,SP,Bonsucesso,-46.426111,-23.390278,NA,"COLETA: Herbácea com aprox. 15cm de altura. Flores lilás-vinácea.; GEOGRAFIA: Campo natural. Rodoanel, lote 6, OAE 604.;",NA,NA,Guarulhos,"775","775",NA,NA,"2014",NA,NA,Magnoliopsida,"06","26",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"353",2021-03-04 15:45:49-03,IF,SPSF,"36706",PreservedSpecimen,Plantae,Magnoliophyta,Polygalales,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,NA,D.Sasaki & M.F.A.Calió,"953","2004","03","20",América do Sul,Brasil,SP,P.E.Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: campo sujo, próximo da Sede&nf;;",NA,NA,Pedregulho,NA,NA,"27552",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"354",2021-03-04 15:45:49-03,IF,SPSF,"37895",PreservedSpecimen,Plantae,Magnoliophyta,Polygalales,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,G.A.D.C. Franco,E.E.Macedo,NA,"2006","03","14",América do Sul,Brasil,SP,P.E.Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,"COLETA: solo arenoso&nf;Herbácea 25cm., flores cor lilás.; GEOGRAFIA: Núcleo Santa Luzia.;",NA,NA,Pedregulho,NA,NA,"27552",auto,"2007",NA,NA,Magnoliopsida,"04","16",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.426028,-23.390333,"476",2019-11-21 10:17:16-03,IBt,SP,"488183",S,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Avelino, JG","Shirasuna, RT","3391","2014","03","31",NA,Brasil,São Paulo,"Lote 6, Bonsucesso OEA 604",-46.426028,-23.390333,NA,NA,NA,NA,Guarulhos,"775","775",NA,NA,"2014","-46.426028","-23.390333",NA,"06","26",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"480",2019-11-21 10:17:16-03,IBt,SP,"13688",S,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Chodat, E","Loefgren, A",CGG207,"1887","10","22",NA,Brasil,São Paulo,"Chapadinha, campo.",-48.0499992370605,-23.5900001525879,NA,"Herbacea, fl. rosea.",SP007704,SP007704,Itapetininga,NA,NA,"40712",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8499984741211,-23.3500003814697,"481",2019-11-21 10:17:16-03,IBt,SP,"13677",S,Plantae,NA,NA,Polygalaceae,Polygala,molluginifolia,Polygala molluginifolia,A.St.-Hil. & Moq.,"Gondona, E","Loefgren, A",CGG372,"1887","11","16",NA,Brasil,São Paulo,Campo Santa Cruz.,-47.8499984741211,-23.3500003814697,NA,"Planta herbacea, propr. ignoradas.",SP007706,SP007706,Tatuí,NA,NA,"22710",auto,"1949",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
