X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,stateProvince,county,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,recordNumber,typeStatus,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,phylum,scientificNameAuthorship,identifiedBy,coordinatePrecision,geoFlag,imagecode,class,order,yearIdentified,monthIdentified,dayIdentified,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3300018310547,-23.9599990844727,"12",2021-03-31 13:35:11-03,MN,R,"50324",PreservedSpecimen,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,"Mosén, C.W.H.","1875","05","10",NA,Brasil,São Paulo,Santos,NA,NA,NA,Ex. Herb. Brasil Reg. Mus. Bot. Stockhohm.,R010071423,NA,NA,-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,NA,Jacq.,NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"16",2015-07-02 14:00:08-03,JBP,HPL,"9950",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,A. Campos-Rocha,"2007","11","01",NA,Brasil,SP,Nova Odessa,Coletado e cultivado no Instituto Plantarum.,NA,NA,NA,NA,"83",NA,-47.29,-22.77,NA,NA,NA,NA,NA,NA,A. Campos-Rocha,"8440",auto,NA,NA,NA,"2012","10","01",NA,NA,"35",São Paulo,SP,Sudeste
-47.64,-22.72,"17",2015-07-02 14:00:08-03,JBP,HPL,"9836",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,H. Lorenzi,"1995","06","25",NA,Brasil,SP,Piracicaba,"Coletado em jardim residencial; cultivado como ornamental.",NA,NA,NA,NA,"1893",NA,-47.64,-22.72,NA,NA,NA,NA,NA,Jacq.,H. Lorenzi,"44778",auto,NA,NA,NA,"1995","06","25",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"18",2019-02-15 11:32:19-02,IPA,IPA,"9146",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,"Pickel, B.","1941","06","11",Southern America,Brasil,São Paulo,São Paulo,Horto Florestal,NA,NA,Cultivada,IPA0009146,"5318",NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Plantae,Jacq.,"Assis, M.C.","53584",auto,NA,NA,NA,"2000","12",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"22",2021-03-01 16:18:46-03,UNICAMP,UEC,"87722",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,"Krug, HP","1939","06","02",NA,Brazil,São Paulo,Campinas,"R: Dr. Quirino, 1733",NA,NA,Herbácea,UEC121244,"4517",NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,Liliopsida,Jacq.,"Assis, MC","23900",auto,UEC121244,NA,NA,"2001","10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.533333,-22.383333,"41",2020-06-15 15:28:11-03,UNESP-RC,HRCB,"48126",PreservedSpecimen,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,"Braga, P.A.","2006","12","30",NA,Brasil,São Paulo,Rio Claro,Campus UNESp Bela Vista,NA,NA,"Flor avermelhada-alaranjada com manchas marrons, altura 60 cm <ll>dwc_commonname:</ll> Jacinto",NA,"139",NA,-47.533333,-22.383333,47º32'W,22º23'S,"626","626",NA,Jacq.,"Braga, P.A.",NA,NA,NA,NA,NA,"2006","11","20",NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"54",2019-01-25 15:38:01-02,IAC,IAC,"4517",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,H.P. Krug,"1939","06","02",NA,Brasil,São Paulo,Campinas,"Dr. Quirino, 1733",NA,NA,Identificação confirmada por M.C. Assis em 10/2001. Empréstimo UEC (GR IAC 42/1996),NA,s/nº,NA,-47.0608,-22.9056,"-47.0608","-22.9056",NA,NA,NA,Jacq.,O. Handro,NA,NA,NA,NA,NA,"1944","05","30",NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"56",2019-01-25 15:38:01-02,IAC,IAC,"5116",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,A.P. Viégas,"1939","06","13",NA,Brasil,São Paulo,Campinas,Rua Saldanha Marinho,NA,NA,Identificação confirmada por M.C. Assis em 10/2001,NA,s/nº,NA,-47.0608,-22.9056,"-47.0608","-22.9056",NA,NA,NA,Jacq.,O. Handro,NA,NA,NA,NA,NA,"1944","05","30",NA,NA,"35",São Paulo,SP,Sudeste
-46.395,-23.1811,"57",2019-01-25 15:38:01-02,IAC,IAC,"52645",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,A.F.C. Tombolato,"2008","05","26",NA,Brasil,São Paulo,Nazaré Paulista,Centro de Vivência,NA,NA,"cultivada, número de introdução 70616",NA,s/nº,NA,-46.395,-23.1811,"-46.3950","-23.1811",NA,NA,NA,Jacq.,A.F.C. Tombolato,NA,NA,NA,NA,NA,"2008","05","26",NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"58",2019-01-25 15:38:01-02,IAC,IAC,"54524",S,Plantae,Alstroemeriaceae,Alstroemeria,caryophyllaea,Alstroemeria caryophyllaea,F. Taveira,"2013","06","22",NA,Brasil,São Paulo,Campinas,NA,NA,NA,"originária de Itabuna-BA, cultivado em Campinas; não apresenta néctar e pontuações, inodora",NA,s/nº,NA,-47.0608,-22.9056,"-47.0608","-22.9056",NA,NA,NA,Jacq.,F. Taveira,NA,NA,NA,NA,NA,"2013","06","22",NA,NA,"35",São Paulo,SP,Sudeste
