X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,maximumElevationInMeters,typeStatus,class,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,fieldNumber,infraspecificEpithet,individualCount,dayIdentified,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.8400001525879,-23.5300006866455,"17",2020-12-21 16:29:18-03,MBM,MBM,"287410",PreservedSpecimen,Plantae,NA,NA,Grammitidaceae,Terpsichore,taxifolia,Terpsichore taxifolia,(L.) A.R. Smith,"Labiak, P.","Labiak, P.","963","1999","02","14",Southern America,Brazil,São Paulo,Salesópolis,Estação Biológica,-45.8400001525879,-23.5300006866455,NA,NA,NA,MBM287410,NA,NA,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"32",2016-11-30 08:42:00-02,MO,MOBOT,"100940288",PreservedSpecimen,Plantae,NA,NA,Polypodiaceae,Mycopteris,taxifolia,Mycopteris taxifolia,(L.) Sundue,NA,Alexander C. Brade,Brade 8396,"1925","10",NA,South America,Brazil,São Paulo,Iguape,"Serra de Paranapiacaba, Rio Temível.",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,NA,Holotype,NA,NA,NA,NA,NA,"55628",auto,NA,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.7800006866455,"106",2019-05-06 12:01:54-03,UFU,HUFU,"2001",S,Plantae,NA,NA,Polypodiaceae,Polypodium,taxifolium,Polypodium taxifolium,L.,"Ranal, M.","Ranal, M.","322","1985","07","19",NA,Brasil,São Paulo,Anhembi,"Fazenda Barreiro Rico, Água do Viraeiro. (Córrego)",-48.1199989318848,-22.7800006866455,NA,NA,Mata de galeria.,HUFU00054386,HUFU00054386,NA,NA,NA,"1989","11",NA,NA,"25656",auto,NA,NA,NA,"17",NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"107",2021-02-23 13:23:03-03,MN,R-TIPOS,"21131",PreservedSpecimen,Plantae,NA,NA,Polypodiaceae,Terpsichore,taxifolia,Terpsichore taxifolia,(L.) A.R.Sm.,"Labiak, P.","Brade, A.C.","8396","1925","10",NA,NA,Brasil,São Paulo,Iguapé,Serra do Paranapiacaba,-47.5499992370605,-24.7000007629395,NA,NA,NA,R000021131,R000021131_001,NA,Isotypus de Polypodium paulistanum Brade & Rosenst.,NA,"2001","03",NA,NA,"55628",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
