X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.27,-24.13,"30",2021-03-15 16:37:00-03,NY,NYBG,"529100",PreservedSpecimen,Plantae,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,L. B. Smith,L. B. Smith,"14763","1965","01","18",Brazil,Paraná,Jaguariaíva,"Barra do Rio das Mortes, Rio Jaguariaiva",-49.27,-24.13,NA,NA,"810","810",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101339' target='other'> <mi>dwc_moreinfo</mi></a>,NY00529100,NY00529100_01,NA,NA,NA,Magnoliophyta,Malpighiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.216667,-22.966111,"64",2019-08-20 10:22:42-03,UNICAMP,UEC,"40892",S,Plantae,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,"Webster, GL","Webster, GL; Santiago, LJ; Emmerich, M","25430","1984","10","27",Brazil,Rio de Janeiro,Rio de Janeiro,"Parque Nacinal da Tijuca, rainforest",-45.216667,-22.966111,"-45.216667","-22.966111",NA,NA,"common herb, somewhat woody at base, 0.5-1.5 m high; flowers yellowish=white",UEC159465,UEC159465,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.160833,-24.274444,"65",2021-03-01 16:37:40-03,UNICAMP,UEC,"98158",S,Plantae,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,"Silva, MJ","Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; Sifuentes, DVO","522","1997","12","11",Brazil,São Paulo,Bom Sucesso de Itararé,"Descida da serra, 10 Km de Bom Sucesso.",-49.160833,-24.274444,"-49.160833","-24.274444",NA,NA,"Subarbusto com 0,6m. Flores esverdeadas, frutos imaturos verdes.; Floresta Estacional Transição Montana-Submontana, Beira de estrada.",UEC026576,UEC026576,"2010","03","15",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.394722,-24.6475,"66",2019-08-20 10:22:42-03,UNICAMP,UEC,"76530",S,Plantae,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,"Silva, MJ","Souza, VC; Souza, JP; Rodrigues, RR; Scalon, VR; Ivanauskas, NM; Arzolla, FARDP","9064","1995","09","04",Brazil,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo d, Trilha para o mirante mais alto. Mata Atlântica com transição para campo de altitude",-48.394722,-24.6475,"-48.394722","-24.6475",NA,NA,"Erva, folhas jovens avermelhadas. Campo de atitude",UEC054756,UEC054756,"2005","05","14",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.394722,-24.6475,"67",2019-08-20 10:22:42-03,UNICAMP,UEC,"85820",S,Plantae,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,"Silva, MJ","Cordeiro, I; Barros, MAB","1451","1994","05","18",Brazil,São Paulo,Eldorado,"Parque Estadual de Jacutinga, mata pluvial montana, arredores da caverna do diabo, topo do morro; vegetação arbustiva.",-48.394722,-24.6475,"-48.394722","-24.6475",NA,NA,"Plantas com ramos tortuosos, solo raso, formado sobre rochas escarpadas. Erva crecendo entre fenda de rochas, folhas avermelhadas, flores esverdeadas.",UEC054751,UEC054751,"2005","09","14",Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"68",2019-08-20 10:22:42-03,UNICAMP,UEC,"78289",S,Plantae,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,NA,"Zickel, CS","30395","1992","11","12",Brazil,São Paulo,Campinas,Reserva Municipal de Santa Genebra,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,"Indivíduo c/ 23,5 cm de altura (Vegetativo).",UEC054741,UEC054741,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.26667,-24.13333,"156",2015-09-05 07:16:21-03,MNHN,RECOLNAT_MNHN_P,P04855318,PreservedSpecimen,NA,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,NA,"Smith, L.B.|Hatschbach, G.|Klein, R.M.",NA,"1965","1","18",Brasil,Paraná,Jaguariaíva,NA,-49.26667,-24.13333,NA,NA,"810",NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04855318' target='other'> <mi>dwc_moreinfo</mi></a>,P04855318,P04855318_01,NA,NA,NA,NA,NA,NA,hb,NA,NA,NA,NA,NA,"14763",NA,NA,"35",São Paulo,SP,Sudeste
-49.27,-24.13,"258",2020-09-12 05:00:02-03,US,US,"2573377",PreservedSpecimen,Plantae,Euphorbiaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll. Arg.,NA,"L. B. Smith, R. M. Klein & G. Hatschbach","14763","1965","1","18",Brazil,Paraná,NA,"Mun Jaguariaiva; Barra do Rio Mortes, Rio Jaguariaiva.",-49.27,-24.13,NA,NA,"810",NA,NA,NA,NA,NA,NA,NA,NA,Euphorbiales,South America,NA,NA,NA,NA,Dicotyledonae,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"273",2021-03-15 18:29:17-03,USP,SPF,"15012",PreservedSpecimen,Plantae,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,"Martins, ER","Hoehne, W",s.n.,"1953","07","15",Brasil,São Paulo,Caraguatatuba,Mata úmida da serra. Captação de água.,-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,Umbrófila.,SPF00015012,NA,"2012","10",NA,NA,NA,NA,NA,NA,"30093",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"274",2021-03-15 18:29:17-03,USP,SPF,"107839",PreservedSpecimen,Plantae,Phyllanthaceae,Phyllanthus,subemarginatus,Phyllanthus subemarginatus,Müll.Arg.,"Martins, ER","Souza, VC","9064","1995","09","04",Brasil,São Paulo,Eldorado,"Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha do mirante mais alto. Mata Atlântica com transição para campo de altitude.",-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,"Erva, folhas jovens avermelhadas. Campo de altitude.",SPF00107839,NA,"2013","01","21",NA,NA,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
