X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,decimalLongitude,decimalLatitude,county,coordinatePrecision,geoFlag,class,yearIdentified,minimumElevationInMeters,maximumElevationInMeters,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,infraspecificEpithet,typeStatus,fieldNumber,individualCount,relatedCatalogItem,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.8400001525879,-23.5300006866455,"9",2020-11-04 11:14:56-03,ESALQ,ESA,"118662",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,"Lima, D.F.","Costa, R.A.","45.0","2007","07","01",NA,Brasil,São Paulo,NA,NA,NA,ESA118662,NA,-45.8400001525879,-23.5300006866455,Salesópolis,"18032",auto,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"13",2020-11-04 11:14:56-03,ESALQ,ESA,"118660",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,"Lima, D.F.","Nicolau, S.A.","3313.0","2007","07","01",NA,Brasil,São Paulo,NA,NA,NA,ESA118660,NA,-45.8400001525879,-23.5300006866455,Salesópolis,"18032",auto,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.75,-22.466667,"15",2021-03-01 16:36:40-03,UNICAMP,UEC,"155569",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Souza, MC","Braga, JMA; et al.","3781","1996","01","13",NA,Brazil,Rio de Janeiro,"Parque Nacional de Itatiaia. Ponte do Maromba, próximo à margem do Rio Campo Belo.",NA,"Árvore, ca. 5m altura. Folhas cartáceas, lustrosas na face adaxial e quando jovens com a nervura central vermelha na face adaxial. Infl. com raque vinácea. Botões florais com hipâncio verde a vináceo, corola alva.; Mata Densa.",UEC055806,UEC055806,-44.75,-22.466667,Itatiaia,NA,NA,NA,"2004","1050","1050","12","-44.75","-22.466667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"16",2021-03-01 16:36:40-03,UNICAMP,UEC,"200197",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Meireles, LD","Padgurschi, MCG; Belinello, R",M1237,"2009",NA,NA,NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,NA,Parcela M - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=6,UEC177742,NA,-45.183333,-23.4,São Luiz do Paraitinga,NA,NA,NA,"2016","990","1045",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"17",2021-03-01 16:36:40-03,UNICAMP,UEC,"200457",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Meireles, LD","Pereira, LS; Belinello, R; Gomes, JAMA",N1388,"2007","12",NA,NA,Brazil,São Paulo,Parque Estadual da Serra do Mar,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica",UEC157995,UEC157995,-45.183333,-23.4,São Luiz do Paraitinga,NA,NA,NA,"2017","990","1045",NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"18",2021-03-01 16:36:40-03,UNICAMP,UEC,"182750",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Sobral, M","Shirasuna, RT; Simão-Bianchini, R; Rossi, L; Kiyama, CY","37","1994","09","05",NA,Brazil,São Paulo,Estação Biológica de Boracéia. Estrada para a barragem da SABESPno rio Guaratuba.,NA,"Árvore, 4m alt. Frutos imaturos verdes bem claro.",UEC020426,UEC020426,-45.8400001525879,-23.5300006866455,Salesópolis,"18032",auto,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"19",2021-03-01 16:36:40-03,UNICAMP,UEC,"18750",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cam.,"Sobral, M","Shirasuna, RT; Simão-Bianchini, R; Rossi, L; Kiyama, CY","37","1994","09","05",NA,Brazil,São Paulo,Estação Biológica de Boracéia. Estrada para a barragem da SABESPno rio Guaratuba.,NA,"Árvore, 4m alt. Frutos imaturos verdes bem claro.",UEC020426,UEC020426,-45.8400001525879,-23.5300006866455,Salesópolis,"18032",auto,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.439998626709,-22.6700000762939,"24",2020-06-29 09:31:34-03,UFRRJ,RBR,"38213",S,Plantae,NA,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,M.C. Souza,"G.R. Souza; G.R. Alves","1624","2015","11","27",NA,Brasil,São Paulo,"Brasil, Arapeí SP, Fragmento da Baleia, Vale do Paraíba do Sul. Floresta semidecidual. ca.22°37#?#16,14#?##?#S 44°26#?#24,93#?##?#O, 619m.",NA,NA,RBR00038213,RBR00038213,-44.439998626709,-22.6700000762939,Arapeí,"13253",auto,NA,"2015",NA,NA,"11",NA,NA,"27",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.439998626709,-22.6700000762939,"25",2020-06-29 09:31:34-03,UFRRJ,RBR,"38221",S,Plantae,NA,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,M.C. Souza,"G.R. Souza; R.G. Alves","1619","2011","06","12",NA,Brasil,São Paulo,"Fragmento da Baleia, Brasil, Arapeí SP, Fragmento da Baleia, Vale do Paraíba do Sul. Floresta semidecidual. ca.22°37#?#16,14#?##?#S 44°26#?#24,93#?##?#O, 619m.",NA,NA,RBR00038221,RBR00038221,-44.439998626709,-22.6700000762939,Arapeí,"13253",auto,NA,"2015",NA,NA,"11",NA,NA,"27",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.439998626709,-22.6700000762939,"38",2020-06-29 09:31:34-03,UFRRJ,RBR,"38223",S,Plantae,NA,NA,Myrtaceae,Myrcia,laxiflora,Myrcia laxiflora,Cambess.,M.C. Souza,"G.R. Souza; R.G. Alves","1614","2011","05","21",NA,Brasil,São Paulo,"Fragmento da Baleia, Brasil, Arapeí SP, Fragmento da Baleia. Vale do Paraíba do Sul. Floresta semidecidual. ca.22°37#?#26,07#?##?#S 44°26#?#36,85#?##?# O, 650m.",NA,NA,RBR00038223,RBR00038223,-44.439998626709,-22.6700000762939,Arapeí,"13253",auto,NA,"2015",NA,NA,"11",NA,NA,"27",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
