X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,typeStatus,minimumElevationInMeters,maximumElevationInMeters,class,individualCount,relatedCatalogItem,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.7597,-22.7003,"1",2021-03-15 16:37:00-03,NY,NYBG,"400427",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Bromeliaceae,Vriesea,regnellii,Vriesea regnellii,Mez,R. L. de Moura,M. Kuhlmann,"409","1943","03","27",South America,Brazil,São Paulo,Amparo,"Amparo, Monte Alegre. Imediaçoes da cachoeira",-46.7597,-22.7003,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288145' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400427,NY00400427_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7597,-22.7003,"2",2021-03-15 16:37:00-03,NY,NYBG,"400427",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Bromeliaceae,Vriesea,regnellii,Vriesea regnellii,Mez,R. L. de Moura,M. Kuhlmann,"409","1943","03","27",South America,Brazil,São Paulo,Amparo,"Amparo, Monte Alegre. Imediaçoes da cachoeira",-46.7597,-22.7003,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=288145' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400427,NY00400427_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
