X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"77",2020-09-02 16:35:44-03,Cenargen,CEN,"51591",PreservedSpecimen,Plantae,NA,NA,Piperaceae,Peperomia,velloziana,Peperomia velloziana,Miq.,T. G.Yuncker,Frederico Carlos Hoehne,NA,"1937","12","29",NA,Brasil,SP,SAO PAULO,Cultivada.,-46.6300010681152,-23.5400009155273,NA,NA,Exsicatas,Doação do Instituto de Botânica - SP. São Paulo.,CEN00051591,CEN00051591,NA,"53584",auto,"1960",NA,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"116",2019-11-21 10:14:18-03,IBt,SP,"12595",S,Plantae,NA,NA,Piperaceae,Peperomia,velloziana,Peperomia velloziana,Miq.,"Kuhlmann, M","Loefgren, A",CGG2437,"1894","04","25",NA,Brasil,São Paulo,São José do Barreiro,"Campo de Bocaina, mata, Invernada, Pinhal.",-44.5699996948242,-22.6399993896484,NA,NA,NA,"Herb. epifita, mollis, fol. crassa.",SP007627,SP007627,NA,"30784",auto,"1944","07","14",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
