X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,typeStatus,class,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3,-23.75,"2",2021-03-15 16:37:00-03,NY,NYBG,"454397",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,B. Maguire,"44554","1959","12","06",South America,Brazil,São Paulo,Sao Paulo,Biological station (Sao Paulo) at Paranapiacaba,-46.3,-23.75,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651603' target='other'> <mi>dwc_moreinfo</mi></a>,NY00454397,NY00454397_01,R. E. Schönfelder,"792","853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3,-23.75,"3",2021-03-15 16:37:00-03,NY,NYBG,"454395",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,B. Maguire,"44554","1959","12","06",South America,Brazil,São Paulo,Sao Paulo,Biological station (Sao Paulo) at Paranapiacaba,-46.3,-23.75,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651602' target='other'> <mi>dwc_moreinfo</mi></a>,NY00454395,NY00454395_01,R. E. Schönfelder,"792","853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"5",2020-11-04 11:14:07-03,ESALQ,ESA,"12630",PreservedSpecimen,Plantae,Magnoliophyta,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Campos, M.T.V.A. et al.","158.0","1991","04","20",NA,Brasil,São Paulo,Ilhabela,NA,-45.3499984741211,-23.7700004577637,NA,NA,ESA012630,ESA012630,"Peixoto, A.L.",NA,NA,NA,NA,"1998","01","01","23719",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.068056,-23.325278,"6",2021-03-01 16:35:45-03,UNICAMP,UEC,"166837",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","914","2008",NA,NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,"Núcleo Santa Virgínia, Parcela K.",-45.068056,-23.325278,NA,"K1029 Árvore, ca. 9,5 m, com frutos; espécie abudnante na área.; Floresta Ombrófila Densa Montana.",UEC039833,UEC039833,NA,"1054","1093","-45.068056","-23.325278","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.708111,-23.712,"7",2021-03-01 16:35:45-03,UNICAMP,UEC,"116398",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Oliveira, AA; Mendes, JCT; Ferraz, KMB; Ferraz, SFB; Silva, EV; Valente, R; et al.",s.n.,"2000","04","21",NA,Brazil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana. Trilha o escorrega, ás margens do Rio Una. Florest ombrófila densa de encosta.",-45.708111,-23.712,NA,"Árvore com 3m de altura, frutos imaturos verdes. interior da mata.",NA,NA,"Franco, G","130","130","-45.708111","-23.712","2000","04",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.503889,-23.624444,"8",2021-03-01 16:35:45-03,UNICAMP,UEC,"166905",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Stefani, EJF; Belinello, R; Galvão, JC","85","2010","05","30",NA,Brazil,São Paulo,Caraguatatuba,Parque Estadual da Serra do Mar,-45.503889,-23.624444,NA,"Árvore com 11 m.; Mata Atlântica.",UEC098723,UEC098723,"Stefani, EJF","50","90","-45.503889","-23.624444","2010","12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.534444,-23.601667,"9",2021-03-01 16:35:45-03,UNICAMP,UEC,"167062",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Stefani, EJF; Belinello, R; Galvão, JC","303","2011","07","01",NA,Brazil,São Paulo,Paraibuna,Parque Estadual da Serra do Mar.,-45.534444,-23.601667,NA,"Árvore com 16 m.; Mata atlântica.",UEC018051,UEC018051,"Stefani, EJF","800","900","-45.534444","-23.601667","2011","11",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.945278,-23.330333,"10",2021-03-01 16:35:45-03,UNICAMP,UEC,"160411",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","470","2011","03","13",NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.945278,-23.330333,NA,"Material vegetativo. Cerca de 11 m de altura e 5 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.",UEC009949,UEC009949,"Lirio, EJ","999","999","-45.945278","-23.330333","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"11",2021-03-01 16:35:45-03,UNICAMP,UEC,"85410",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Shirasuna, RT; Rossi, L; Simão-Bianchini, R; Kiyama, CY","9","1994","09","03",NA,Brazil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,Árvore de 5m alt. Botões verdes.,NA,NA,Peixoto,NA,NA,NA,NA,"1998",NA,NA,"18032",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"14",2020-06-29 09:31:15-03,UFRRJ,RBR,"7622",S,Plantae,NA,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"M. Kirizawa; A. Rapini, S.L. Proença","3199","1995","08","23",NA,Brasil,São Paulo,Ilhabela,"Parque Estadual de Ilhabela, Trilha da Toca de Goteira.",-45.3499984741211,-23.7700004577637,NA,NA,RBR00007622,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23719",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"38",2021-03-04 15:44:24-03,IF,SPSF,"35341",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perk.,J.B.Baitello & F.T.Rocha & O.T. Aguiar,"1758","2000","06","29",América do Sul,Brasil,SP,Ilhabela,P.E.Serra do Mar,-45.3499984741211,-23.7700004577637,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: estrada de castelanos, mata densa&nf;;",NA,NA,E.J.Lirio,NA,NA,NA,NA,"2013","05","21","23719",auto,NA,NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-44.366111,-22.806389,"39",2021-03-04 15:44:24-03,IF,SPSF,"42364",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perk.,R.T.Polisel & N.M.Ivanauskas & R.Esteves & D.Souza,"780","2008","09","04",América do Sul,Brasil,SP,Bananal,Estação Ecológica de Bananal,-44.366111,-22.806389,NA,"COLETA: Árvore de 5 m. Flores e brancas. Número 4035 da fitossociologia.; GEOGRAFIA: Na área do estudo fitossociológico em Floresta Ombrófila Mista.;",NA,NA,G.A.D.C.Franco,"1115","1115",NA,NA,"2010","05","30",NA,NA,NA,NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"40",2019-11-21 10:10:53-03,IBt,SP,"193346",S,Plantae,NA,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Custodio Filho, A","1518","1983","09","16",NA,Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,NA,NA,SP048143,SP048143,"Lírio, EJ","890","950","-45.866667","-23.633333","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"41",2019-11-21 10:10:53-03,IBt,SP,"288312",S,Plantae,NA,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Kirizawa, M; et al.","3199","1995","08","23",NA,Brasil,São Paulo,Ilhabela,"Parque Estadual de Ilhabela, Trilha Toca da Goteira",-45.3499984741211,-23.7700004577637,NA,NA,SP048145,SP048145,"Peixoto, AL",NA,NA,NA,NA,"2003",NA,NA,"23719",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"42",2019-11-21 10:10:53-03,IBt,SP,"298998",S,Plantae,NA,NA,Monimiaceae,Mollinedia,pachysandra,Mollinedia pachysandra,Perkins,"Shirasuna, RT; et al.","9","1994","09","03",NA,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, Mata próxima à barragem do rio Claro",-45.8400001525879,-23.5300006866455,NA,NA,SP048144,SP048144,"Peixoto, AL",NA,NA,NA,NA,"2003",NA,NA,"18032",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
