X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,dayIdentified,typeStatus,fieldNumber,individualCount,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"2",2021-03-15 16:37:00-03,NY,NYBG,"791242",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,NA,F. C. Hoehne,s.n.,South America,Brazil,"Jardim Botanico, S. Paulo",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278178' target='other'> <mi>dwc_moreinfo</mi></a>,NY00791242,NY00791242_01,(Baker) Cabrera,"1934","08","02",São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.698324,-23.591462,"4",2021-03-15 16:37:00-03,NY,NYBG,"791243",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,T. S. Rodrigues,W. Hoehne,s.n.,South America,Brazil,Cidade Jardim,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278175' target='other'> <mi>dwc_moreinfo</mi></a>,NY00791243,NY00791243_01,(Baker) Cabrera,"1941","08",NA,São Paulo,Sao Paulo,-46.698324,-23.591462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"7",2021-03-15 16:37:00-03,NY,NYBG,"791241",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,NA,F. C. Hoehne,s.n.,South America,Brazil,"Jardim Botanico, S. Paulo",sheet,Planta vivam n° 449 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278177' target='other'> <mi>dwc_moreinfo</mi></a>,NY00791241,NY00791241_01,(Baker) Cabrera,"1934","08","02",São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"11",2020-11-04 11:01:27-03,ESALQ,ESA,"103310",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Dasyphyllum,lanceolatum,Dasyphyllum lanceolatum,"Saavedra, M.M.","Arthur, J.",NA,NA,Brasil,NA,NA,NA,ESA103310,ESA103310,NA,NA,NA,NA,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,"2011",NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"13",2020-11-04 11:01:28-03,ESALQ,ESA,"37000",PreservedSpecimen,Plantae,Magnoliophyta,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,"Monge, M.","Hoehne, W.",NA,NA,Brasil,NA,NA,NA,ESA037000,ESA037000,(Baker) Cabrera,"1941","08","01",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.121667,-22.819722,"22",2019-08-20 10:05:23-03,UNICAMP,UEC,"175729",S,Plantae,Magnoliopsida,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,"Monge, M","Santos, H",72/ 2012,NA,Brazil,Mata Santa Genebra - Mata de Planalto,NA,NA,UEC051705,UEC051705,(Baker) Cabrera,"2012","07","04",São Paulo,Campinas,-47.121667,-22.819722,NA,NA,"2012","07","-47.121667","-22.819722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"24",2021-03-01 16:23:59-03,UNICAMP,UEC,"178791",S,Plantae,Magnoliopsida,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,"Udulutsch, RG","Udulutsch, RG; Assis, MA; et al.","415",NA,Brazil,"Faz. São José (borda da mata).&nf;Coordenadas: latitude 22°21'18,7 - 22°21'51,6 S; longitude 47°29'58 - 47°28'6,9 W",NA,"Liana escandente, rara; flores alvo-amareladas.; Mata mesófila semidecídua.",UEC120653,UEC120653,(Baker) Cabrera,"2001","08","14",São Paulo,Rio Claro,-47.560001373291,-22.4099998474121,NA,NA,"2001","08",NA,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"25",2021-03-01 16:23:59-03,UNICAMP,UEC,"178792",S,Plantae,Magnoliopsida,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,"Monge, M","Udulutsch, RG; Assis, MA","370",NA,Brazil,"Faz. São José (borda da mata).&nf;Coordenadas: latitude 22°21'18,7 - 22°21'51,6 S; longitude 47°29'58 - 47°28'6,9 W",NA,"Escandente rara; apenas botões florais.; Mata mesófila semidecídua.",UEC120654,UEC120654,(Baker) Cabrera,"2001","06","26",São Paulo,Rio Claro,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,NA,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"26",2021-03-01 16:23:59-03,UNICAMP,UEC,"101513",S,Plantae,Magnoliopsida,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,"Monge, M","Brunini, J","151",NA,Brazil,Mata da Faz. São José.,NA,"Trepadeira, flores brancas - (cheiro doce forte).; Mata mesófila.",UEC016141,UEC016141,(Baker) Cabrera,"1984","08","25",São Paulo,Rio Claro,-47.560001373291,-22.4099998474121,NA,NA,"2009","03",NA,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"30",2020-12-21 16:15:43-03,MBM,MBM,"201159",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Dasyphyllum,synacanthum,Dasyphyllum synacanthum,"Rodriques, T.S.","Hoehne, W.",s.n.,Southern America,Brazil,Cidade Jardim,NA,NA,MBM201159,MBM201159,(Baker) Cabrera,"1941","07",NA,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
