X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,typeStatus,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9900016784668,-23.8700008392334,"14",2020-11-04 11:19:43-03,ESALQ,ESA,"80756",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,"Carneiro, C.E.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","719.0","2002","04","25",NA,Brasil,São Paulo,NA,NA,NA,ESA080756,ESA080756,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,"27904",auto,"2002","10","10",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"15",2020-11-04 11:19:43-03,ESALQ,ESA,"80793",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(A. DC.) Radlk.,"Lima, R.A.F.","Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","406.0","2002","04","21",NA,Brasil,São Paulo,NA,NA,NA,ESA080793,ESA080793,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,"2009","11","13",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"16",2020-11-04 11:19:43-03,ESALQ,ESA,"109600",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,NA,"Lima, R.A.F. ; Ivanauskas, N.M.","806.0","2008","05","17",NA,Brasil,São Paulo,NA,NA,NA,ESA109600,ESA109600,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"17",2020-11-04 11:19:43-03,ESALQ,ESA,"27637",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,"Carneiro, C.E.","Leitão Filho, H.F. et al.","34806.0","1996","02","04",NA,Brasil,São Paulo,NA,NA,NA,ESA027637,ESA027637,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"20",2020-11-04 11:19:43-03,ESALQ,ESA,"109744",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29319.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109744,ESA109744,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"21",2020-11-04 11:19:43-03,ESALQ,ESA,"109746",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29321.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109746,ESA109746,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"23",2020-11-04 11:19:43-03,ESALQ,ESA,"105530",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,"Aguiar, O.T.","Aguiar, O.T.",NA,"2002","03","13",NA,Brasil,São Paulo,NA,NA,NA,ESA105530,ESA105530,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,"27904",auto,"2002","03","17",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:19:43-03,ESALQ,ESA,"52074",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,NA,"Lima, R.A.F.","515.0",NA,NA,NA,NA,Brasil,São Paulo,Parcela permanente - Parque Estadual de Carlos Botelho,NA,no sub-bosque,ESA052074,ESA052074,Sete Barras,-47.9199981689453,-24.3799991607666,"400","400","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"27",2020-11-04 11:19:43-03,ESALQ,ESA,"109745",PreservedSpecimen,Plantae,Magnoliophyta,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29320.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109745,ESA109745,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.535278,-23.588889,"45",2021-03-01 16:41:10-03,UNICAMP,UEC,"167071",S,Plantae,Magnoliopsida,NA,Sapotaceae,Pouteria,psammophila,Pouteria psammophila,(Mart.) Radlk.,"Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","252","2011","06","30",NA,Brazil,São Paulo,Parque Estadual da Serra do Mar.,NA,"Árvore com 9m.; Mata Atlântica.",UEC031089,UEC031089,Paraíbuna,-45.535278,-23.588889,"800","900",NA,NA,"2011","10",NA,"-45.535278","-23.588889",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
