X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,individualCount,class,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.29,-22.77,"7",2015-07-02 14:03:37-03,JBP,HPL,"5243",S,Plantae,NA,NA,Passifloraceae,Passiflora,cf. setulosa,Passiflora cf. setulosa,Killip,H. Lorenzi,R. Tsuji,"1103","2005","09","12",NA,Brasil,SP,Nova Odessa,Coletada no Instituto Plantarum originária da cidade de Jaguariaiva-PR.,-47.29,-22.77,NA,NA,NA,NA,"2005","09",NA,NA,"12","8440",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"8",2015-07-02 14:03:39-03,JBP,HPL,"11649",S,Plantae,NA,NA,Passifloraceae,Passiflora,setulosa,Passiflora setulosa,NA,H. Lorenzi,H. Lorenzi,"6229","2007","02","13",NA,Brasil,SP,Nova Odessa,"Coletado e cultivado no Jardim Botânico Plantarum; originária de Jaguariaíva-PR, em beira de capoeira.",-47.29,-22.77,NA,NA,NA,NA,"2007","02",NA,NA,"13","8440",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"29",2019-01-25 15:35:46-02,IAC,IAC,"42808",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,setulosa,Passiflora setulosa,Killip,L.C. Bernacci & H. Lorenzi,L.C. Bernacci & H. Lorenzi,"3364","2003","03","26",NA,Brasil,São Paulo,Nova Odessa,NA,-47.2958,-22.7775,NA,Originári de São Sebastião do Paraíso-MG,NA,NA,"2003","03","-47.2958","-22.7775","26",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"31",2020-04-07 16:32:32-03,IAC,IAC,"46953",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,setulosa,Passiflora setulosa,Killip,C.F. Nardin et al.,"C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","14","2006","04","07",NA,Brasil,São Paulo,Nova Odessa,Instituto Plantarum,-47.2958,-22.7775,NA,"proveniente de São Sebastião do Paraíso, Minas Gerais; parcela número 2.022",NA,NA,"2006","04","-47.2958","-22.7775","07",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8464,-23.5322,"32",2020-04-07 16:32:32-03,IAC,IAC,"54319",S,Plantae,NA,NA,Passifloraceae-3.Passifloroideae,Passiflora,setulosa,Passiflora setulosa,Killip,L.C. Bernacci et al.,"L.C. Bernacci; F.M. Maia & R. Giovanni","4764","2012","03","17",NA,Brasil,São Paulo,Salesópolis,limites do Parque Estadual da Serra do Mar,-45.8464,-23.5322,NA,indivíduo 140,NA,NA,"2012","03","-45.8464","-23.5322","17",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
