X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,locality,minimumElevationInMeters,maximumElevationInMeters,phylum,order,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,typeStatus,class,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0697,-23.4303,"11",2021-03-15 16:37:00-03,NY,NYBG,"397297",PreservedSpecimen,Plantae,Rubiaceae,Faramea,morsoniana,Faramea morsoniana,Müll.Arg.,P. Fiaschi,P. Fiaschi,"103","1999","10","31",Brazil,São Paulo,Ubatuba,-45.0697,-23.4303,NA,NA,NY00397297,NY00397297_01,NA,NA,NA,Praia da Lagoinha. Trilha para cachoeira na altura do Hotel Cabeça de boi,NA,NA,Magnoliophyta,Gentianales,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402707' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"13",2021-03-15 16:37:00-03,NY,NYBG,"01096160",PreservedSpecimen,Plantae,Rubiaceae,Faramea,morsoniana,Faramea morsoniana,Müll.Arg.,S. L. Jung-Mendaçolli,L. Rossi,"479","1988","08","23",Brazil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,NY01096160,NY01096160_01,NA,NA,NA,"Cambriú, Ilha do Cardoso",NA,NA,Magnoliophyta,Gentianales,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1232828' target='other'> <mi>dwc_moreinfo</mi></a>,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.387953,-23.873871,"20",2016-11-01 14:18:00-02,NY,NYBG,"397360",PreservedSpecimen,Plantae,Rubiaceae,Faramea,stipulacea,Faramea stipulacea,NA,P. C. Standley,F. C. Hoehne,"11748","1923","11","22",Brazil,São Paulo,Cubatao,-46.387953,-23.873871,NA,NA,NY00397360,NY00397360_01,NA,NA,NA,Piassaguéra,NA,NA,Magnoliophyta,Gentianales,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224608' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"30",2020-11-04 11:18:25-03,ESALQ,ESA,"104740",PreservedSpecimen,Plantae,Rubiaceae,Faramea,stipulacea,Faramea stipulacea,NA,NA,"Lima, R.A.F.","622.0","2008","03","11",Brasil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,NA,NA,ESA104740,ESA104740,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,"37616",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"31",2020-11-04 11:18:25-03,ESALQ,ESA,"87445",PreservedSpecimen,Plantae,Rubiaceae,Faramea,stipulacea,Faramea stipulacea,(Cham. & Schltdl.) DC.,"Assunção, E.A.","Martins, S.E.","72.0","1993","09","01",Brasil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,NA,NA,ESA087445,ESA087445,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,"15123",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"37",2021-03-01 16:39:24-03,UNICAMP,UEC,"32617",S,Plantae,Rubiaceae,Faramea,morsoniana,Faramea morsoniana,Müll.Arg.,"Jardim, JG","Martins, FR","14325","1982","10","06",Brazil,São Paulo,Mogi Guaçu,-46.9421997070312,-22.372200012207,NA,NA,UEC111608,UEC111608,"2002","12",NA,estação experimental,NA,NA,Magnoliopsida,NA,NA,NA,"arbusto 2m, da submata. com variação de cor na flor, eixos florais, tubo e pétalas roxo-azulados; mata da figueira","39309",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"38",2021-03-01 16:39:24-03,UNICAMP,UEC,"32586",S,Plantae,Rubiaceae,Faramea,morsoniana,Faramea morsoniana,Müll.Arg.,"Jardim, JG","Martins, FR","14326","1982","10","06",Brazil,São Paulo,Mogi Guaçu,-46.9421997070312,-22.372200012207,NA,NA,UEC111609,UEC111609,"2002","12",NA,estação experimental,NA,NA,Magnoliopsida,NA,NA,NA,"arbusto de 2m, com variação na cor da flor. eixos florais, tubo e pétalas roxo-esbranquiçado; mata da figueira","39309",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"39",2021-03-01 16:39:24-03,UNICAMP,UEC,"13622",S,Plantae,Rubiaceae,Faramea,morsoniana,Faramea morsoniana,Müll.Arg.,"Gomes, M","Shepherd, GJ; Gouvêa, LSK; Tamashiro, JY; Silva, AF","10459","1979","10","06",Brazil,São Paulo,São Sebastião,-45.4099998474121,-23.7600002288818,NA,NA,UEC111610,UEC111610,"1997","09","17",estrada rio-santos a 15 km da cidade no sentido a bertioga,NA,NA,Magnoliopsida,NA,NA,NA,"arbusto 3m, flores azul arroxeados","41977",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"65",2020-12-21 16:43:17-03,MBM,MBM,"228095",PreservedSpecimen,Plantae,Rubiaceae,Faramea,stipulacea,Faramea stipulacea,(Cham. & Schltdl.) DC.,"Assunção, E.A.","Martins, S.E.; et al.; et al.","72",NA,NA,NA,Brazil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,NA,NA,MBM228095,MBM228095,NA,NA,NA,Rio Mogi,NA,NA,NA,NA,Southern America,NA,NA,"15123",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"88",2015-09-04 16:34:57-03,MNHN,RECOLNAT_MNHN_P,P04620084,PreservedSpecimen,NA,Rubiaceae,Faramea,morsoniana,Faramea morsoniana,Müll.Arg.,NA,"Rossi, L.|Romaniuc, S.|Cordeiro, I.",NA,"1988","8","23",Brasil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,P04620084,P04620084_01,NA,NA,NA,"Ilha do Cardoso, Cambriu.",NA,NA,NA,NA,NA,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04620084' target='other'> <mi>dwc_moreinfo</mi></a>,"37574",auto,NA,NA,"479",NA,NA,"35",São Paulo,SP,Sudeste
