X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,month,day,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,coordinatePrecision,geoFlag,typeStatus,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.12,-22.83,"5",2021-03-15 16:37:00-03,NY,NYBG,"503697",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Euphorbiaceae,Actinostemon,communis,Actinostemon communis,(Müll.Arg.) Pax,G. L. Webster,G. L. Webster,"25216","1984",South America,Brazil,São Paulo,sheet,"pollen sample taken by E. Moreno, Nov. 7, 1994 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481439' target='other'> <mi>dwc_moreinfo</mi></a>",NY00503697,NY00503697_01,"08","10",Campinas,Reserva Florestal Santa Genebra,-47.12,-22.83,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.12,-22.83,"6",2021-03-15 16:37:00-03,NY,NYBG,"503696",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Euphorbiaceae,Actinostemon,communis,Actinostemon communis,(Müll.Arg.) Pax,G. L. Webster,G. L. Webster,"25378","1984",South America,Brazil,São Paulo,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481438' target='other'> <mi>dwc_moreinfo</mi></a>,NY00503696,NY00503696_01,"10","08",Campinas,Reserva Florestal Santa Genebra,-47.12,-22.83,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.47,-21.71,"9",2021-03-15 16:37:00-03,NY,NYBG,"503742",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Euphorbiaceae,Actinostemon,estrellensis,Actinostemon estrellensis,(Müll.Arg.) Pax,NA,F. R. Martins,"12384","1977",South America,Brazil,São Paulo,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=684074' target='other'> <mi>dwc_moreinfo</mi></a>,NY00503742,NY00503742_01,"09","06",Santa Rita do Passa Quatro,"Sta. Rita do Passa Quatro, Pq. Estadual de Vassununga",-47.47,-21.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.383333,-22.816667,"39",2021-02-08 11:08:30-03,UNESP-IBB,BOTU,"29790",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax,NA,"Fonseca, R.C.B.","69","2003",NA,Brasil,São Paulo,NA,arvoreta de sub-bosque de FES,BOTU029790,NA,"11","05",Botucatu,NA,-48.383333,-22.816667,NA,NA,NA,NA,NA,NA,NA,NA,NA,48° 23'w,22° 49's,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.383333,-22.816667,"40",2021-02-08 11:08:30-03,UNESP-IBB,BOTU,"29805",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax,NA,"Fonseca, R.C.B.","37","2002",NA,Brasil,São Paulo,NA,arvoreta de sub-bosque de Fl. Estacional Semidecidual,BOTU029805,NA,"11","29",Botucatu,NA,-48.383333,-22.816667,NA,NA,NA,NA,NA,NA,NA,NA,NA,48° 23'w,22° 49's,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"61",2020-01-20 14:40:26-03,UPM,MACK,"2339",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax,R. J. F. Garcia,E. H. P. Barretto,"4","2009",NA,Brasil,SP,NA,NA,NA,NA,"11","10",São Paulo,Parque Tenente Siqueira Campos (Trianon),-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,"2005","09","22",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"62",2020-01-20 14:40:26-03,UPM,MACK,"2333",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax,R. J. F. Garcia,E. H. P. Barretto,"4","2009",NA,Brasil,SP,NA,NA,NA,NA,"11","10",São Paulo,Parque Tenente Siqueira Campos (Trianon),-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,"2011","12","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"63",2020-01-20 14:40:26-03,UPM,MACK,"2326",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax,R. J. F. Garcia,E. H. P. Barretto,"4","2009",NA,Brasil,SP,NA,NA,NA,NA,"11","10",São Paulo,Parque Tenente Siqueira Campos (Trianon),-46.6300010681152,-23.5400009155273,NA,NA,NA,"53584",auto,NA,"2012","03","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.633333,-23.533333,"68",2021-02-08 21:32:06-03,UFBA,ALCB,"042931",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I","Handro, O",s/n,"1931",Southern America,Brasil,São Paulo,NA,Flores amareladas.,ALCB050811,ALCB050811,"08","05",São Paulo,Parque do estado e Jardim Botânico,-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,"1988","08",NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.633333,-23.533333,"69",2019-10-09 11:13:56-03,UFBA,ALCB,"042932",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Actinostemon,klotzschii,Actinostemon klotzschii,(Didr.) Pax.,"Cordeiro, I","Stella, M; Silvestre, F","200","1979",Southern America,Brasil,São Paulo,NA,"ca de 3m de altura. Inflorescência com flores brancas, femininas na base da inflorescência. Mais flores no ápice.",ALCB050807,ALCB050807,"08","24",São Paulo,Reserva biológica do parque estadual das Fontes do Ipiranga,-46.633333,-23.533333,NA,NA,NA,NA,NA,NA,"1988","08",NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
