X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,recordNumber,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,coordinatePrecision,geoFlag,class,typeStatus,eventTime,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9199981689453,-25.0100002288818,"39",2020-11-04 11:03:30-03,ESALQ,ESA,"93275",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen.,NA,NA,NA,NA,"Destefani, A.C.C. et al.","2005","03","31",Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,NA,ESA093275,ESA093275,Magnoliophyta,NA,"222.0",NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"40",2020-11-04 11:03:30-03,ESALQ,ESA,"27633",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen,"Sanchez, M.",NA,NA,NA,"Leitão Filho, H.F. et al.","1996","02","05",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,ESA027633,ESA027633,Magnoliophyta,NA,"34819.0",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"41",2020-11-04 11:03:30-03,ESALQ,ESA,"51963",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen.,NA,NA,NA,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,em clareira,ESA051963,ESA051963,Magnoliophyta,NA,"374.0",NA,"400","400",NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.54551,-24.1571,"42",2020-11-04 11:03:30-03,ESALQ,ESA,"128207",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,NA,"Souza, V.C.","2013",NA,NA,"Bettinardi, M.L.","2013","04","02",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Serraria, trilha da Igrejinha",-47.54551,-24.1571,"-47.54551","-24.1571","arbusto. 1,8m de altura. Fruto baga, com cálice persistente, fruto amarelo, inflorescencia espiralada, folha diminuta nas ramificações",ESA128207,NA,Magnoliophyta,NA,"39.0",NA,"96","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"45",2020-11-04 11:03:30-03,ESALQ,ESA,"93276",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen.,NA,NA,NA,NA,"Destefani, A.C.C. et al.","2005","03","31",Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,NA,ESA093276,ESA093276,Magnoliophyta,NA,"218.0",NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"46",2020-11-04 11:03:30-03,ESALQ,ESA,"62164",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen,"Maltez, H.M.",NA,NA,NA,"Sampaio, D. et al.","1999","01","12",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA062164,ESA062164,Magnoliophyta,NA,"167.0",NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"47",2020-11-04 11:03:30-03,ESALQ,ESA,"27603",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen,"Sanchez, M.",NA,NA,NA,"Leitão Filho, H.F. et al.","1996","02","01",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,ESA027603,ESA027603,Magnoliophyta,NA,"34757.0",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"48",2020-11-04 11:03:30-03,ESALQ,ESA,"27627",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,NA,"Ranga, N.T.","2013",NA,NA,"Leitão Filho, H.F. et al.","1996","02","07",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,ESA027627,NA,Magnoliophyta,NA,"34754.0",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"49",2020-11-04 11:03:30-03,ESALQ,ESA,"27748",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,NA,"Ranga, N.T.","1999","04","11","Leitão Filho, H.F. et al.","1996","01","30",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,ESA027748,NA,Magnoliophyta,NA,"34532.0",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"50",2020-11-04 11:03:30-03,ESALQ,ESA,"109543",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109543,ESA109543,Magnoliophyta,NA,"30015.0",NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
