X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.13,-23.5203,"73",2021-03-15 16:37:00-03,NY,NYBG,"528841",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,S. Tsugaru,B-2248,"1987","12","02",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447294' target='other'> <mi>dwc_moreinfo</mi></a>,NY00528841,Magnoliophyta,Asparagales,(Klatt) Benth. & Hook.f.,J. Lovo,São Paulo,Sao Roque,"Bairro Caete, 50 km W from Sao Paulo",-47.13,-23.5203,"850","850",NY00528841_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.42,-23.45,"81",2021-03-15 16:37:00-03,NY,NYBG,"537849",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,J. A. Ratter,R4973,"1983","11","23",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172450' target='other'> <mi>dwc_moreinfo</mi></a>,NY00537849,Magnoliophyta,Asparagales,(Klatt) Benth. & Hook.f.,NA,São Paulo,Angatuba,Floresta de Angatuba. Instituto Florestal de SP,-48.42,-23.45,NA,NA,NY00537849_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.522222,-22.959444,"97",2021-02-18 09:29:53-03,UNESP-IBB,BOTU,"24658",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Destro, G.F.G.","203","2004","09","30",NA,Brasil,NA,NA,NA,BOTU024658,NA,NA,(Klatt) Benth. & Hook.f.,"Destro, G.F.G.",São Paulo,Botucatu,"Centroflora, Anidro do Brasil, Rodovia Eduardo Zucari, km 21,5",-48.522222,-22.959444,NA,NA,NA,NA,NA,NA,NA,NA,NA,48°31'20w,22°57'34s,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.733333,-22.8,"98",2021-02-08 11:09:03-03,UNESP-IBB,BOTU,"27550",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Ishara, K.L.","312","2009","10","20",NA,Brasil,NA,NA,"Erva 0,2m, flores amarela com manchas marrons",BOTU027550,NA,NA,(Klatt) Benth. & Hook.,"Ishara, K.L.",São Paulo,Pratânia,Fazenda Palmeira da Serra,-48.733333,-22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,48°44'w,22°48's,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"126",2021-03-30 12:52:32-03,EAO,IAN,"35662",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Viégas, AP",s.n.,"1938","12","04",Southern America,Brasil,NA,NA,NA,IAN035662,Monocotiledônea,NA,(Klatt) Benth. & Hook.f.,NA,São Paulo,Campinas,"Fazenda Campo Grande, Campinas.",-47.060001373291,-22.8999996185303,NA,NA,IAN035662 IAN035662_e,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"156",2020-11-04 11:11:25-03,ESALQ,ESA,"17009",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Souza, V.C.","4354.0","1993","10","30",NA,Brasil,NA,NA,NA,ESA017009,Magnoliophyta,NA,(Klatt) Benth. & Hook.,"Ávila, N.S.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA017009,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.2999992370605,"174",2020-11-04 11:11:25-03,ESALQ,ESA,"20399",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Barreto, K.D. et al.","2069.0","1994","03","02",NA,Brasil,NA,NA,NA,ESA020399,Magnoliophyta,NA,(Klatt) Benth. & Hook.,"Chukr, N.S.",São Paulo,Cabreúva,NA,-47.1300010681152,-23.2999992370605,NA,NA,ESA020399,NA,NA,"16877",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"175",2020-11-04 11:11:25-03,ESALQ,ESA,"17010",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Souza, V.C.","4355.0","1993","10","30",NA,Brasil,NA,NA,NA,ESA017010,Magnoliophyta,NA,(Klatt) Benth. & Hook.,"Ávila, N.S.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA017010,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"176",2020-11-04 11:11:25-03,ESALQ,ESA,"21039",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Souza, V.C. et al.","7326.0","1994","11","14",NA,Brasil,NA,NA,NA,ESA021039,Magnoliophyta,NA,(Klatt) Benth. & Hook.,"Sanches, C.D.A.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA021039,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"177",2020-11-04 11:11:25-03,ESALQ,ESA,"11606",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Souza, V.C. et al.","3211.0","1993","04","21",NA,Brasil,NA,NA,NA,ESA011606,Magnoliophyta,NA,(Klatt) Benth. & Hook.,"Chukr, N.S.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA011606,NA,NA,"27729",auto,"2003","01",NA,NA,"01",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"178",2020-11-04 11:11:25-03,ESALQ,ESA,"101912",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Amaral, M.C.E.",NA,"1997","04","20",NA,Brasil,NA,NA,NA,ESA101912,Magnoliophyta,NA,NA,"Oliveira, P.N.",São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,ESA101912,NA,NA,"27552",auto,"2014","08",NA,NA,"18",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"202",2020-11-04 11:11:25-03,ESALQ,ESA,"12421",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Souza, V.C. et al.","4685.0","1993","11","26",NA,Brasil,NA,NA,NA,ESA012421,Magnoliophyta,NA,(Klatt) Benth. & Hook.,"Chukr, N.S.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA012421,NA,NA,"27729",auto,"2003","01",NA,NA,"01",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"203",2020-11-04 11:11:25-03,ESALQ,ESA,"12201",PreservedSpecimen,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Souza, V.C. et al.","4509.0","1993","10","30",NA,Brasil,NA,NA,NA,ESA012201,Magnoliophyta,NA,(Klatt) Benth. & Hook.,"Chukr, N.S.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA012201,NA,NA,"27729",auto,"2003","01",NA,NA,"01",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.498333,-23.269414,"266",2021-03-01 16:19:58-03,UNICAMP,UEC,"203306",S,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Pires, TP; Duarte, LSC; Lima, GM","170","2018","10","18",NA,Brazil,NA,NA,"Hábito: Herbáceo. Altura: 50cm. Látex: Ausente. Cor: Sépalas e pétalas amarelas tigradas, pólen verde fluorescente. Odor: Ausente. Outros: 3 estames, 3 carpelos e presença de néctar.; Local: Pleno sol. Solo: Arenoso, em meio a braqui",UEC178053,Liliopsida,NA,(Klatt) Benth. & Hook.f.,"Pires, TP",São Paulo,Jundiaí,Unidade de Desenvolvimento Ambiental (UNIDAM),-47.498333,-23.269414,NA,NA,UEC178053_v01 UEC178053_v02 UEC178053_v03 UEC178053_v04,NA,NA,NA,NA,"2018","10","-47.498333","-23.269414","18",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-23.45,"269",2021-03-01 16:19:58-03,UNICAMP,UEC,"43044",S,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Ratter, JA; Shepherd, GJ; Tamashiro, JY; Argent, GCG",R.4973,"1983","11","23",NA,Brazil,NA,NA,"Bulbous herb. 40cm tall. Distal parts of outer perianth whorl yellow striped with brown; cup dull yellow patterned with purplish brown blotches. Anthers and style yellow. Pollen green.; In low, open, grassy cerrado.",UEC083136,Liliopsida,NA,(Klatt) Benth. & Hook.f.,"Gil, ASB",São Paulo,Angatuba,"Instituto Florestal de SP, Floresta de Angatuba.",-48.416667,-23.45,NA,NA,UEC083136,NA,NA,NA,NA,"2008","10","-48.416667","-23.45",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"293",2021-03-01 16:19:58-03,UNICAMP,UEC,"50172",S,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Bernacci, LC","20854","1988","10",NA,NA,Brazil,NA,NA,"Erva ca. 0,3m a H. bulhosa. Flores laranja com estrias marrons e frutos imaturos verdes.",UEC083105,Liliopsida,NA,(Klatt) Benth. & Hook.f.,"Gil, ASB",São Paulo,Itirapina,Estação Ecológica,-47.8199996948242,-22.25,NA,NA,UEC083105,NA,NA,"22843",auto,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"294",2021-03-01 16:19:58-03,UNICAMP,UEC,"177853",S,Plantae,Iridaceae,Trimezia,juncifolia,Trimezia juncifolia,"Silva, SM; Souza, WS","25181","1987","01","08",NA,Brazil,NA,NA,"Erva bulbosa de flores amarelas. Com frutos (bulbo a 20cm da superfície).; Frequente em campo cerrado.",UEC083137,Liliopsida,NA,(Klatt) Benth. & Hook.f.,"Gil, ASB",São Paulo,Itu,Área de proteção ambiental,-47.2900009155273,-23.2600002288818,NA,NA,UEC083137,NA,NA,"22309",auto,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
