X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,year,month,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,individualCount,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.060001373291,-22.8999996185303,"6",2021-03-30 12:54:00-03,EAO,IAN,"36175",PreservedSpecimen,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,"Santoro, J",s.n.,Southern America,Brasil,São Paulo,Alto Jardim Chapadão.,NA,NA,Herbácea.,IAN036175,Monocotiledônea,NA,Raddi,NA,"1943","02","24",Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"7",2021-03-30 12:54:00-03,EAO,IAN,"36175",PreservedSpecimen,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,"Santoro, J","6696",Southern America,Brasil,São Paulo,Alto Jardim Chapadão.,NA,NA,NA,IAN036175,Monocotiledônea,NA,Raddi,NA,"1943","02","24",Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8499984741211,-23.3500003814697,"16",2020-11-04 12:18:51-03,ESALQ,ESA,"2424",PreservedSpecimen,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,"Sales, J.M.",NA,NA,Brasil,São Paulo,NA,NA,NA,NA,ESA002424,Magnoliophyta,NA,Raddi,"Oliveira, R.C.","1942","01","22",Tatuí,-47.8499984741211,-23.3500003814697,NA,NA,ESA002424,"22710",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8499984741211,-23.3500003814697,"38",2020-12-21 16:40:44-03,MBM,MBM,"417522",PreservedSpecimen,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,"Salles, J.M.",s.n.,Southern America,Brazil,São Paulo,Estação Experimental de Tatuí,NA,NA,Herbácea.,MBM417522,NA,NA,Raddi,"Valls, J.F.","1942","01","22",Tatuí,-47.8499984741211,-23.3500003814697,NA,NA,MBM417522,"22710",auto,"2001",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"70",2020-09-02 16:37:07-03,Cenargen,CEN,"25862",PreservedSpecimen,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,J. R. S. Zamith,NA,NA,Brasil,SP,Campo da Coleção de Botânica.,Exsicatas,NA,Doação. IAC n°. 23.946,CEN00025862,NA,NA,Raddi,J. F. M. Valls,"1935","03","10",SAO PAULO,-46.6300010681152,-23.5400009155273,NA,NA,CEN00025862,"53584",auto,"2016","01",NA,NA,NA,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.870251,"88",2019-01-25 15:44:47-02,IAC,IAC,"16198",S,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,D.M. Dedecca,"327",NA,Brasil,São Paulo,"IAC, Fazenda Santa Elisa, Seção de Conservação dos Solos",NA,NA,NA,NA,NA,NA,Raddi,D.M. Dedecca,"1953","05","15",Campinas,-47.077171,-22.870251,NA,NA,NA,NA,NA,"1953","05","15","-47.077171","-22.870251",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2958,-22.7775,"89",2019-01-25 15:36:05-02,IAC,IAC,"22830",S,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,s/col.,s/nº,NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,Raddi,R.C. Oliveira,"1972","06","14",Nova Odessa,-47.2958,-22.7775,NA,NA,NA,NA,NA,"1997","05","08","-47.2958","-22.7775",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.870251,"90",2019-01-25 15:36:05-02,IAC,IAC,"22833",S,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,H.F. Leitão Filho,s/nº,NA,Brasil,São Paulo,"IAC, Fazenda Santa Elisa",NA,NA,NA,NA,NA,NA,Raddi,R.C. Oliveira & J.F.M. Valls,"1971","12","15",Campinas,-47.077171,-22.870251,NA,NA,NA,NA,NA,"1999","06","15","-47.077171","-22.870251",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8569,-23.3556,"91",2019-01-25 15:36:05-02,IAC,IAC,"6696",S,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,J.M. Salles,s/nº,NA,Brasil,São Paulo,"IAC, Estação Experimental",NA,NA,"Conf.: por r.C. oliveira & J.f.M. valls em, 1999",NA,NA,NA,Raddi,O. Handro,"1942","01","22",Tatuí,-47.8569,-23.3556,NA,NA,NA,NA,NA,"1948","12","14","-47.8569","-23.3556",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8499984741211,-23.3500003814697,"94",2019-11-01 15:16:44-03,UnB,UB,NA,PreservedSpecimen,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,"Salles, JM","6696",Southern America,Brasil,São Paulo,Estação Ecológica de Tatuí,NA,NA,Planta herbácea,NA,Monocotyledonae,NA,Raddi,"Handro, O","1942","01","22",Tatuí,-47.8499984741211,-23.3500003814697,NA,NA,NA,"22710",auto,"1948","04","14",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7599983215332,-22.7000007629395,"120",2019-11-21 10:16:19-03,IBt,SP,"50250",S,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,"Kuhlmann, M","1103",NA,Brasil,São Paulo,Monte Alegre.,NA,NA,NA,SP036158,NA,NA,Raddi,"Valls, JFM; Oliveira, RC","1943","12","08",Amparo,-46.7599983215332,-22.7000007629395,NA,NA,SP036158,"18036",auto,"1999",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8499984741211,-23.3500003814697,"121",2019-11-21 10:16:19-03,IBt,SP,"52607",S,Plantae,Poaceae,Paspalum,acuminatum,Paspalum acuminatum,"Salles, JM",s.n.,NA,Brasil,São Paulo,Estação Experimental de Tatuí,NA,NA,NA,SP036159,NA,NA,Raddi,"Valls, JFM; Oliveira, RC","1942","01","22",Tatuí,-47.8499984741211,-23.3500003814697,NA,NA,SP036159,"22710",auto,"1999",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
