X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,continentOcean,country,barcode,imagecode,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,geoFlag,identifiedBy,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,typeStatus,fieldNumber,preparationType,individualCount,class,dayIdentified,order,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.7799987792969,-24.1800003051758,"2",2020-11-04 11:04:44-03,ESALQ,ESA,"75756",PreservedSpecimen,Plantae,Magnoliophyta,Celastraceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","659.0",NA,Brasil,ESA075756,ESA075756,"2001","04","16",São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,"26998","Liana, frutos castanho-esverdeados.",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"3",2020-11-04 11:04:44-03,ESALQ,ESA,"27369",PreservedSpecimen,Plantae,Magnoliophyta,Celastraceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Leitão Filho, H.F. et al.","34414.0",NA,Brasil,ESA027369,ESA027369,"1996","01","30",São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,"34265",NA,auto,"Lombardi, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"4",2021-03-01 16:31:46-03,UNICAMP,UEC,"172430",S,Plantae,Magnoliopsida,Hippocrateaceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Sanchez, M; Pedroni, F","2356",NA,Brazil,UEC084779,UEC084779,"1993","05","22",São Paulo,Ubatuba,Picinguaba. Margens do Rio da Fazenda.,-44.8,-23.366667,NA,"Árvore número 507 com 16 m de altura, com frutos imaturos castanho claro com manchas rajadas.; Mata Atlântica de Encosta.",NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"5",2021-03-01 16:31:46-03,UNICAMP,UEC,"172431",S,Plantae,Magnoliopsida,Hippocrateaceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Sanchez, M; Pedroni, F","2354",NA,Brazil,UEC084782,UEC084782,"1993","05","21",São Paulo,Ubatuba,"Picinguaba. Mata atlântica de encosta, margens do rio da Fazenda.",-44.8,-23.366667,NA,"Árvore nº195 com 25m de alt., com frutos imaturos castanho claro com manchas rajadas.",NA,"Sanchez, M","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"6",2021-03-01 16:31:46-03,UNICAMP,UEC,"172434",S,Plantae,Magnoliopsida,Hippocrateaceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Sanchez, M; Pedroni, F","2355",NA,Brazil,UEC084775,UEC084775,"1992","12","18",São Paulo,Ubatuba,"Picinguaba. Mata atlântica de encosta, margens do rio da Fazenda.",-44.8,-23.366667,NA,"Árvore nº195 com 25m de alt., com frutos imaturos castanho claro com manchas rajadas.",NA,"Sanchez, M","-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.812222,-23.311111,"7",2021-03-01 16:31:46-03,UNICAMP,UEC,"173996",S,Plantae,Magnoliopsida,Hippocrateaceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1484",NA,Brazil,UEC089316,UEC089316,"1997","02","04",São Paulo,Ubatuba,Picinguaba.,-44.812222,-23.311111,NA,"Árvore 22 com 10 m de altura, exudato vermelho.; Mata Atlântica de Encosta. Morro do Corisco.",NA,"Sanchez, M","-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.835,-23.336667,"8",2021-03-01 16:31:46-03,UNICAMP,UEC,"174012",S,Plantae,Magnoliopsida,Hippocrateaceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1211",NA,Brazil,UEC089317,UEC089317,"1996","12","05",São Paulo,Ubatuba,Próximo á trilha do corisco. Picinguaba.,-44.835,-23.336667,NA,"Árvore 218 fp com 7 m de altura, vegetativo.; Mata atlântica de Encosta.",NA,"Sanchez, M","-44.835","-23.336667","120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.852789,-23.3525,"9",2021-03-01 16:31:46-03,UNICAMP,UEC,"79861",S,Plantae,Magnoliopsida,Hippocrateaceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Leitão Filho, HF; Rodrigues, RR; Alves, LF; Penha, AS; Rezende, AA","34414",NA,Brazil,UEC068897,UEC068897,"1996","01","30",São Paulo,Ubatuba,Estrada para casa da Farinha,-44.852789,-23.3525,NA,"Flores amarelas, folhas glabras, até 5m de altura. Na boda da mata de planície.",NA,"Lombardi, JA","-44.852789","-23.3525",NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.7700004577637,-22.1900005340576,"11",2021-03-01 16:31:46-03,UNICAMP,UEC,"54743",S,Plantae,Magnoliopsida,Hippocrateaceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Grombone-Guaratini, MT; Silveira, LT; et al.","22852",NA,Brazil,UEC068899,UEC068899,"1989","11","28",São Paulo,Boracéia,NA,-48.7700004577637,-22.1900005340576,"10241","Liana, frutos verdes sem látex.; Mata de restinga.",auto,"Lombardi, JA",NA,NA,NA,NA,"1999","08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"15",2020-12-11 11:34:32-03,UFMG,BHCB,"59188",PreservedSpecimen,Plantae,Dicotyledon,Celastraceae,Salacia,mosenii,Salacia mosenii,A.C.Sm.,"Lombardi, JA","4353",Southern America,Brasil,NA,NA,"2001","05","03",São Paulo,Ubatuba,"Núcleo Picinguaba, planície litorânea próximo ao a",-45.0699996948242,-23.4300003051758,"34265","Mata paludosa de restinga. Liana na borda, folhas cartáceas, estéril",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
