X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,individualCount,occurrenceRemarks,continentOcean,preparationType,barcode,decimalLongitude,decimalLatitude,imagecode,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,fieldNumber,relatedCatalogItem,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9900016784668,-23.8700008392334,"19",2020-11-04 12:17:30-03,ESALQ,ESA,"65056",PreservedSpecimen,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Epidendrum,miersii,Epidendrum miersii,L.,"Udulutsch, R.G.",NA,NA,NA,"Moraes, P.L.R.","2108.0","1999","12","28",Brasil,São Paulo,São Miguel Arcanjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESA065056,-47.9900016784668,-23.8700008392334,ESA065056,NA,NA,"27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"244",2019-11-21 10:13:13-03,IBt,SP,"29327",S,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,saxatile,Epidendrum saxatile,Lindl.,"Barros, F","1992","04","09","Edwall, G",CGG6033,"1901","03","08",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,NA,SP009554,-46.5299987792969,-23.6599998474121,SP009554,NA,NA,"27258",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"245",2019-11-21 10:13:13-03,IBt,SP,"17180",S,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,saxatile,Epidendrum saxatile,Lindl.,"Barros, F","1992","04","09","Lemos, D",s.n.,"1926","03","05",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.5299987792969,-23.6599998474121,NA,NA,NA,"27258",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
