X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,individualCount,fieldNumber,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.434167,-22.872222,"18",2021-02-08 11:09:23-03,UNESP-IBB,BOTU,"29457",PreservedSpecimen,Plantae,NA,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,Ker Gawl.,NA,"Ishara, K.L.","655","2006","02","21",NA,Brasil,São Paulo,Botucatu,NA,-48.434167,-22.872222,NA,Jardim Botânico UNESP Botucatu,BOTU029457,NA,NA,NA,48°26'3w,22°52'20s,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"39",2020-11-04 11:13:11-03,ESALQ,ESA,"116054",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,"Vieira, S.","Vieira, S.","103.0","2001","02","01",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA116054,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.36,-23.45,"44",2020-11-04 11:13:11-03,ESALQ,ESA,"119541",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,"Vieira, S.","Vieira, S.","102.0","2001","02","17",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar. Núcleo Picinguaba, coleta na beira da trilha.",-45.36,-23.45,NA,NA,ESA119541,NA,NA,NA,"-45.36","-23.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"52",2020-11-04 11:13:11-03,ESALQ,ESA,"68299",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,NA,"Souza, J.P. et al.","3325.0","2000","04","20",NA,Brasil,São Paulo,São Sebastião,NA,-45.4099998474121,-23.7600002288818,NA,NA,ESA068299,NA,NA,NA,NA,NA,NA,NA,NA,"41977",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"53",2020-11-04 11:13:11-03,ESALQ,ESA,"114678",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,"Gissi, D.S.","Sanchez, M.","29955.0","1993","11","09",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA114678,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"54",2020-11-04 11:13:11-03,ESALQ,ESA,"118307",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,"Vieira, S.","Vieira, S.","59.0","2000","12","01",NA,Brasil,São Paulo,Caraguatatuba,NA,-45.4099998474121,-23.6200008392334,NA,"Árvore 15m altura; botões e flores brancas com odor adocicado.; GEOGRAFIA: Margem da estrada do Guaraú.;",ESA118307,NA,NA,NA,NA,NA,NA,NA,NA,"30093",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"55",2020-11-04 11:13:11-03,ESALQ,ESA,"11451",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,NA,"Souza, V.C.","357.0","1988","11","07",NA,Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,ESA011451,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"56",2020-11-04 11:13:11-03,ESALQ,ESA,"116078",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,NA,"Vieira, S.","468.0","2001","01","01",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA116078,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"57",2020-11-04 11:13:11-03,ESALQ,ESA,"116048",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,bicolor,Maranta bicolor,NA,"Vieira, S.","Vieira, S.","115.0","2003","05","01",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA116048,NA,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"59",2020-11-04 11:13:12-03,ESALQ,ESA,"840",PreservedSpecimen,Plantae,Magnoliophyta,NA,Marantaceae,Maranta,zebrina,Maranta zebrina,NA,NA,"Vaz, H.",NA,"1922","10","05",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA000840,ESA000840,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
