X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,year,month,day,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,relatedCatalogItem,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"1",2021-03-15 16:37:00-03,NY,NYBG,"431776",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Banisteria,patens,Banisteria patens,Griseb.,isotype,F. Sellow,"5823",South America,Brazil,São Paulo,Sao Paulo,Sao Paulo,-46.63,-23.5403,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593815' target='other'> <mi>dwc_moreinfo</mi></a>,NY00431776,NY00431776_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"18",2020-11-04 11:12:42-03,ESALQ,ESA,"75750",PreservedSpecimen,Plantae,Magnoliophyta,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,(Griseb.) A.Juss.,NA,"Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","653.0",NA,Brasil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",-46.7799987792969,-24.1800003051758,NA,"Liana, botões amarelo-ferrugíneos, elaióforos verdes.",ESA075750,ESA075750,"2019","2001","04","16",NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"49",2020-06-17 15:25:13-03,UNESP-RC,HRCB,"29806",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,(Griseb.) A. Juss.,NA,"Takahasi, A.",NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,André M. Amorim,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"50",2020-06-17 15:25:13-03,UNESP-RC,HRCB,"10924",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,(Griseb.) A. Juss.,NA,"Garcia, F. C. P.",NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,André M. Amorim,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"51",2020-06-17 15:25:13-03,UNESP-RC,HRCB,"11107",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,(Griseb.) A. Juss.,NA,"Ribeiro, J. E. L. S.",NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,André M. Amorim,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"52",2020-06-17 15:25:13-03,UNESP-RC,HRCB,"8533",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,(Griseb.) A. Juss.,NA,"Furlan, A.",NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,André M. Amorim,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"53",2020-06-17 15:25:13-03,UNESP-RC,HRCB,"9190",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,(Griseb.) A. Juss.,NA,"Ribeiro, J. E. L. S.",NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,André M. Amorim,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"54",2020-06-17 15:25:13-03,UNESP-RC,HRCB,"9312",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,(Griseb.) A. Juss.,NA,"Garcia, F. C. P.",NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,André M. Amorim,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"95",2020-07-23 12:11:31-03,CEPLAC,CEPEC,"109394",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Heteropterys,patens,Heteropterys patens,NA,NA,A. Furlan,"416",NA,Brasil,São Paulo,ubatuba,"Ubatuba, Picinguaba. Estrada da Casa da farinha.",-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,A. M. Amorim,"1988","04","09",NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,30/12/2003,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"101",2019-11-21 10:08:43-03,IBt,SP,"12047",S,Plantae,NA,NA,Malpighiaceae,Heteropterys,anomala,Heteropterys anomala glandulifera,Nied.,Isosyntype,"Edwall, G",CGG1804,NA,Brasil,São Paulo,Ubatuba,Capoeira. Morro da Prainha,-45.0699996948242,-23.4300003051758,NA,"Trepadeira, flores amarelas",SP000207,SP000207,"Niedenzu, F","1892","05","02",glandulifera,"1928",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
