X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,infraspecificEpithet,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.039833,-22.722417,"199",2020-12-11 11:37:11-03,UFMG,BHCB,"185477",PreservedSpecimen,Plantae,Loasaceae,Blumenbachia,scabra,Blumenbachia scabra,(Miers) Urb.,NA,"2017","01","21","Siriani-Oliveira, S; Cerceau, I","247","2017","01","21",Brasil,Rio de Janeiro,Itatiaia,"Parque Nacional do Itatiaia, Trilha Rebouças - sede",-45.039833,-22.722417,"-45.039833","-22.722417",NA,NA,Liana.,BHCB185477,NA,Dicotyledon,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.941667,-23.824228,"292",2018-09-12 14:48:16-03,UNIOESTE,UNOP,"7066",S,Plantae,Loasaceae,Blumenbachia,scabra,Blumenbachia scabra,Urb.,"Lombardi, J.A.","2011","09",NA,"Lombardi, J.A.; Saka, M.N.; Saka, M.N.","8631","2011","09","12",Brasil,São Paulo,São Lourenço da Serra,"Reserva Particular do Patrimônio Natural Paiol Maria, Trilha Ibirá - Mirim",-46.941667,-23.824228,"-46.941667","-23.824228","762","762","Amostra em silica. Trilhas no interior da mata atlântica secundária. Liana carnosa, folhas papiráceas, corola creme-esverdeada, estaminódios amarelos de ápice laranja, estames brancos, estilete branco-esverdeado, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.941722,-23.824222,"306",2020-07-10 09:47:04-03,MBML,MBML-HERBARIO,"48091",NA,Plantae,Loasaceae,Blumenbachia,scabra,Blumenbachia scabra,(Miers) Urb.,J.A. Lombardi/IX-2011,NA,NA,NA,"J. A. Lombardi; M.N. Saka","8631","2011","09","12",Brasil,São Paulo,São Lourenço da Serra,"Reserva Particular do Patrimônio Natural Paiol Maria, Trilha Ibirá-Mirim",-46.941722,-23.824222,"46W56'30,2","23S49'27,2","762","762","Amostra em sílica. Trilhas no interior de mata atlântica secundária. Liana carnosa, folhas papiráceas, corola creme-esverdeada, estaminódios amarelos de ápice laranja, estames brancos, estilete branco-esverdeado, frutos imaturos verdes",MBML048091,MBML048091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.941733,-23.824228,"510",2020-11-12 16:58:59-03,UEL,FUEL,"53475",PreservedSpecimen,Plantae,Loasaceae,Blumenbachia,scabra,Blumenbachia scabra,(Miers) Urb.,"Lombardi, JA","2011","09",NA,"Lombardi, JA; Saka, MN","8631","2011","09","12",Brasil,São Paulo,São Lourenço da Serra,"RPPN Paiol Maria, Trilha Ibirá-Mirim",-46.941733,-23.824228,"-46.941733","-23.824228","762","809",NA,NA,NA,Tracheophyta,Cornales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
