X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,preparationType,occurrenceRemarks,barcode,imagecode,geoFlag,scientificNameAuthorship,identifiedBy,verbatimLongitude,verbatimLatitude,yearIdentified,class,minimumElevationInMeters,maximumElevationInMeters,monthIdentified,dayIdentified,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.166667,-23.333333,"3",2021-02-18 09:29:44-03,UNESP-IBB,BOTU,"9434",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Custódio Filho, A.","278",NA,NA,NA,NA,Brasil,São Paulo,Cunha,NA,-45.166667,-23.333333,NA,NA,"Árvore 15 m de altura, em botão",BOTU009434,NA,NA,Benth.,NA,45°10'w,23°20's,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"8",2020-11-04 11:09:34-03,ESALQ,ESA,"6679",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Moraes, P.L.R.","209.0","1990","07","27",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,"27904",NA,NA,ESA006679,ESA006679,auto,Benth.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"9",2020-11-04 11:09:34-03,ESALQ,ESA,"109545",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30099.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,"34059",NA,NA,ESA109545,ESA109545,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"10",2020-11-04 11:09:34-03,ESALQ,ESA,"109686",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29282.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,"34059",NA,NA,ESA109686,ESA109686,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"11",2020-11-04 11:09:34-03,ESALQ,ESA,"51973",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Lima, R.A.F.","391.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,"34059",NA,plaqueta parcelas permanentes: 9865,ESA051973,ESA051973,auto,Benth.,NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"12",2020-11-04 11:09:34-03,ESALQ,ESA,"15101",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Moraes, P.L.R. et al.","926.0","1994","04","22",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,"27904",NA,NA,ESA015101,NA,auto,Benth.,NA,NA,NA,"1998",NA,NA,NA,"01","01",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"20",2021-03-01 16:30:41-03,UNICAMP,UEC,"163641",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1013","1997","04","16",NA,Brazil,São Paulo,Ubatuba,Picinguaba Morro do Corisco.,-44.8,-23.366667,NA,NA,"Árvore 559 com 12 m de altura, vegetativo.; Mata atlântica de encosta.",UEC092240,UEC092240,NA,Benth.,"Garcia, F","-44.8","-23.366667",NA,NA,"1000","1000",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.3,"21",2021-03-01 16:30:41-03,UNICAMP,UEC,"172123",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1025","1997","02","06",NA,Brazil,São Paulo,Ubatuba,Picinguaba. Próximo à trilha do corisco.,-44.8,-23.3,NA,NA,"Árvore 174 com 16 m e altura, vegetativo.; Mata Atlântica de Encosta.",UEC084586,UEC084586,NA,Benth.,"Garcia, F","-44.8","-23.3",NA,NA,"300","300",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.3,"22",2021-03-01 16:30:41-03,UNICAMP,UEC,"172124",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1020","1997","05","29",NA,Brazil,São Paulo,Ubatuba,Picinguaba. Próximo à trilha do corisco.,-44.8,-23.3,NA,NA,"Árvore 688 com 8m de altura, vegetativo; Mata Atlântica de Encosta.",UEC084584,UEC084584,NA,Benth.,"Garcia, F","-44.8","-23.3",NA,NA,"1020","1020",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"23",2019-08-20 10:13:45-03,UNICAMP,UEC,"23357",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Hoehne, FC",s.n.,"1932","05","24",NA,Brazil,São Paulo,Cotia,NA,-46.9099998474121,-23.6000003814697,"23869",NA,"Árvore, flores alvas.",NA,NA,auto,Benth.,"Garcia, FCP",NA,NA,"1999",NA,NA,NA,"08",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"24",2019-08-20 10:13:45-03,UNICAMP,UEC,"28961",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Martins, FR; Custódio-Filho, A; Dias, AC","12342","1980","11","07",NA,Brazil,São Paulo,Cunha,"Reserva Est de Cunha, Interior da mata.",-44.9599990844727,-23.0699996948242,"38855",NA,"Árvore de 15 m.; Botões florais.",NA,NA,auto,Benth.,"Garcia, FCP",NA,NA,"1999",NA,NA,NA,"08",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"30",2020-12-21 16:26:41-03,MBM,MBM,"69120",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Hoehne, F.C.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Cotia,Cotia,-46.9099998474121,-23.6000003814697,"23869",NA,NA,MBM069120,MBM069120,auto,Benth.,"Hoehne, F.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"31",2020-12-21 16:26:41-03,MBM,MBM,"248427",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Dias, A.C.","85",NA,NA,NA,Southern America,Brazil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho,-47.9900016784668,-23.8700008392334,"27904",NA,NA,MBM248427,MBM248427,auto,Benth.,"Garcia, F.C.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
