X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,preparationType,occurrenceRemarks,barcode,imagecode,geoFlag,scientificNameAuthorship,identifiedBy,verbatimLongitude,verbatimLatitude,yearIdentified,class,minimumElevationInMeters,maximumElevationInMeters,monthIdentified,dayIdentified,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"32",2020-12-21 16:26:41-03,MBM,MBM,"69105",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Custodio Filho, A.","278",NA,NA,NA,Southern America,Brazil,São Paulo,Cunha,Reserva Florestal,-44.9599990844727,-23.0699996948242,"38855",NA,NA,MBM069105,MBM069105,auto,Benth.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"48",2017-11-24 14:10:52-02,UFLA,ESAL,"1093",S,Plantae,NA,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Hoehne, FC","29.672",NA,NA,NA,NA,Brasil,São Paulo,Cotia,NA,-46.9099998474121,-23.6000003814697,"23869",NA,"árvore; ; alva;",NA,NA,auto,Benth.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.933333,-23.25,"52",2019-11-13 11:22:25-03,USP,SPF,"138597",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Inga,lenticellata,Inga lenticellata,"Custódio-Filho, A","278","1980","07","07",NA,Brasil,São Paulo,Cunha,NA,-44.933333,-23.25,NA,NA,NA,SPF00138597,NA,NA,Benth.,"Garcia, FCP","-44.933333","-23.25","1999",NA,"1200","1200","02",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"53",2019-11-13 11:22:25-03,USP,SPF,"147725",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Inga,lenticellata,Inga lenticellata,"Hoehne, FC",s.n.,"1932","05","24",NA,Brasil,São Paulo,Cotia,NA,-46.9099998474121,-23.6000003814697,"23869",NA,NA,SPF00147725,NA,auto,Benth.,"Pennington, TD",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"54",2019-11-13 11:22:25-03,USP,SPF,"17772",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Inga,lenticellata,Inga lenticellata,"Hoehne, FC","246","1932","05","24",NA,Brasil,São Paulo,Cotia,NA,-46.9099998474121,-23.6000003814697,"23869",NA,NA,SPF00017772,NA,auto,Benth.,"Fernandes, JM",NA,NA,"2010",NA,NA,NA,"11",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"64",2020-11-12 16:59:28-03,UEL,FUEL,"26552",PreservedSpecimen,Plantae,Tracheophyta,Fabales,Leguminosae,Inga,lenticellata,Inga lenticellata,"Dias, AC","85","1986","07","29",NA,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botello,-47.9900016784668,-23.8700008392334,"27904",NA,NA,OK,NA,auto,Benth.,"Garcia, FC",NA,NA,"1999",NA,NA,NA,"08",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"65",2021-03-04 15:43:15-03,IF,SPSF,"10705",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,lenticellata,Inga lenticellata,A.C.Dias,"85","1986","07","29",América do Sul,Brasil,SP,Sete Barras,Parque Estadual Carlos Botelho,-47.9199981689453,-24.3799991607666,"34059",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"66",2021-03-04 15:43:15-03,IF,SPSF,"06169",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,lenticellata,Inga lenticellata,A.Custodio Filho & A.C.Dias,NA,"1980","07","08",América do Sul,Brasil,SP,Cunha,P.E.Serra do Mar - Núcleo Cunha,-44.9599990844727,-23.0699996948242,"38855",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,NA,auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"67",2021-03-04 15:43:15-03,IF,SPSF,"15541",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,lenticellata,Inga lenticellata,P.L.R.Moraes,"209","1990","07","27",América do Sul,Brasil,SP,Sete Barras,Parque Estadual Carlos Botelho,-47.9199981689453,-24.3799991607666,"34059",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,Benth.,J.A.Pastore,NA,NA,"2010",Magnoliopsida,NA,NA,"01","26",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.933333,-23.25,"70",2019-11-21 10:05:49-03,IBt,SP,"168188",S,Plantae,NA,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Custodio Filho, A; et al.","278","1980","07","11",NA,Brasil,São Paulo,Cunha,Reserva Florestal,-44.933333,-23.25,NA,NA,NA,NA,NA,NA,Benth.,"Garcia, FCP","-44.933333","-23.25","1999",NA,"1200","1200","02",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"72",2019-11-21 10:05:49-03,IBt,SP,"29672",S,Plantae,NA,NA,Fabaceae,Inga,lenticellata,Inga lenticellata,"Hoehne, FC",s.n.,"1932","05","24",NA,Brasil,São Paulo,Cotia,NA,-46.9099998474121,-23.6000003814697,"23869",NA,NA,SP025340,SP025340,auto,Benth.,"Pennington, TD",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
