X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,infraspecificEpithet,typeStatus,recordNumber,continentOcean,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,eventTime,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.31666,-24.16666,"455",2012-04-13 09:22:00-03,MO,MOBOT,"3216519",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,C.D.Legrand,NA,NA,NA,Lyman B. Smith|Roberto M. Klein|Gert G. Hatschbach,"1965","1","18",Brazil,Paraná,NA,"Mun. Jaguariavia. Fazenda Cajuru, source of Rio Cajuru.",-49.31666,-24.16666,NA,NA,NA,NA,NA,NA,NA,NA,Smith 14811,South America,NA,NA,"1000.00000000","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.613056,-22.744722,"567",2021-03-01 11:49:39-03,UFPE,UFP,"76141",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenela,Myrciaria tenela,(DC.) O. Berg,"Amorim, BS","2014","02",NA,"Amorim, BS; Araújo, D; Marcusso, GM","2014","02","18",Brasil,São Paulo,São José do Barreiro,NA,-44.613056,-22.744722,"-44.613056","-22.744722",UFP076141,NA,NA,NA,NA,NA,"1938",NA,NA,"Arvoreta 5m alt.; flores passadas.; Floresta Atlântica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.154167,-22.761111,"568",2016-01-25 13:36:34-02,CPQBA,CPMA,"1294",S,Plantae,Myrtaceae¹,Myrciaria,tenella,Myrciaria tenella var. elliptica,NA,NA,NA,NA,NA,Lima/Elon,"1983","06","21",Brasil,São Paulo,Paulínia,NA,-47.154167,-22.761111,47º 09' 15 W,22º 45' 40 S,NA,NA,Magnoliophyta,Myrtales,var. elliptica,NA,NA,NA,NA,somente no herbário,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,CPQBA 875,NA,"35",São Paulo,SP,Sudeste
-47.154167,-22.761111,"569",2016-01-25 13:36:34-02,CPQBA,CPMA,"1294",S,Plantae,Myrtaceae¹,Myrciaria,tenella,Myrciaria tenella var. elliptica,NA,NA,NA,NA,NA,Lima/Elon,"1983","06","21",Brasil,São Paulo,Paulínia,NA,-47.154167,-22.761111,47º 09' 15 W,22º 45' 40 S,NA,NA,Magnoliophyta,Myrtales,var. elliptica,NA,NA,NA,NA,somente no herbário,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,CPQBA 875,NA,"35",São Paulo,SP,Sudeste
-49.32,-24.17,"584",2020-09-12 05:00:02-03,US,US,"2577523",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,NA,NA,NA,NA,"L. Smith, M. A. Klein & G. Hatschbach","1965","1","18",Brazil,Paraná,Jaguariaíva,"Fazenda Cajurú, source of Rio Cajurú",-49.32,-24.17,NA,NA,US01902549,US01902549_01 US01902549_02,NA,Myrtales,NA,NA,"14811",South America - Neotropics,NA,NA,"1000","1100",NA,NA,Dicotyledonae,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"590",2020-09-12 05:00:02-03,US,US,"2579864",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,NA,NA,NA,NA,J. Mattos,"1964","3","5",Brazil,São Paulo,Santo André,Estação Biológica,-46.5299987792969,-23.6599998474121,NA,NA,US01902552,US01902552_01 US01902552_02,NA,Myrtales,NA,NA,"11458",South America - Neotropics,NA,NA,NA,NA,"27258",auto,Dicotyledonae,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.33,-24.13,"594",2020-09-12 05:00:02-03,US,US,"2577522",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,NA,NA,NA,NA,"L. Smith, R. M. King & G. Hatschbach","1965","1","17",Brazil,Paraná,Jaguariaíva,Road to Arapoti near boundary,-49.33,-24.13,NA,NA,US01902550,US01902550_01 US01902550_02,NA,Myrtales,NA,NA,"14648",South America - Neotropics,NA,NA,"850","1000",NA,NA,Dicotyledonae,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"607",2020-09-02 16:34:05-03,Cenargen,CEN,"55561",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,J. Mattos,"1964","03",NA,João Mattos,"1961","04","18",Brasil,SP,SAO PAULO,Cultivada no Jardim Botânico de São Paulo.,-46.6300010681152,-23.5400009155273,NA,NA,CEN00055561,CEN00055561,NA,NA,NA,NA,"8892",NA,Exsicatas,"Arbusto 2 m alt., flores brancas. Doação do Instituto de Botânica - SP. São Paulo.",NA,NA,"53584",auto,NA,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"629",2019-11-13 11:27:20-03,USP,SPF,"95909",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Stadnik, A","2019","07",NA,"Esteves, GL","1994","09","29",Brasil,São Paulo,Bananal,Serra da Bocaina,-44.3199996948242,-22.6800003051758,NA,NA,SPF00095909,NA,NA,NA,NA,NA,"2663",NA,NA,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"630",2019-11-13 11:27:20-03,USP,SPF,"67299",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Kawasaki, ML","1998",NA,NA,"Mattos, J","1964","03","05",Brasil,São Paulo,Santo André,Reserva Biológica Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,SPF00067299,NA,NA,NA,NA,NA,"11458",NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"631",2021-03-15 18:29:03-03,USP,SPF,"71611",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Sobral, M","1992",NA,NA,"Handro, O","1933","02","07",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00071611,NA,NA,NA,NA,NA,s.n.,NA,NA,"Árvore pequena, flores alvas.",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"632",2021-03-15 18:29:03-03,USP,SPF,"85726",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Mattos, J","1961",NA,NA,Sem coletor,NA,NA,NA,Brasil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,SPF00085726,NA,NA,NA,NA,NA,s.n.,NA,NA,"Cambuí, cultivado.",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"633",2019-11-13 11:27:20-03,USP,SPF,"165044",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Kawasaki, ML","1996",NA,NA,"Garcia, RJF","1996","01","17",Brasil,São Paulo,São Paulo,Marsilac,-46.6300010681152,-23.5400009155273,NA,NA,SPF00165044,NA,NA,NA,NA,NA,"745",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9700012207031,-23.0300006866455,"634",2021-03-15 18:29:03-03,USP,SPF,"178871",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Aguiar, OT","2002","02","15","Guillaumon, JR","2002","01","25",Brasil,São Paulo,Vinhedo,NA,-46.9700012207031,-23.0300006866455,NA,NA,SPF00178871,NA,NA,NA,NA,NA,s.n.,NA,NA,"Cambuí. Árvore 3m altura, frutos.",NA,NA,"9595",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.065751,-22.9056,"672",2019-01-25 15:35:35-02,IAC,IAC,"37591",S,Plantae,Myrtaceae-2.Myrtoideae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,M.E.G. Sobral,"2002","10","17",F.A.L. Moraes,"1998","12","28",Brasil,São Paulo,Campinas,"IAC, Av. Barão de Itapura, Parque, sob outras árvores",-47.065751,-22.9056,"-47.065751","-22.9056",NA,NA,NA,NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.077171,-22.870251,"673",2020-11-23 11:39:25-03,IAC,IAC,"42178",S,Plantae,Myrtaceae-2.Myrtoideae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,M.E.G. Sobral,"2002","10","17",J.E.A. Bertoni & A. Geremias,"2002","01","03",Brasil,São Paulo,Campinas,"IAC, Fazenda Santa Elisa",-47.077171,-22.870251,"-47.077171","-22.870251",NA,NA,NA,NA,NA,NA,"667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9958,-22.9706,"675",2020-11-23 11:39:25-03,IAC,IAC,"48569",S,Plantae,Myrtaceae-2.Myrtoideae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,E. Ramos & H.R. Gonçalves,"2004","12","18",E. Ramos & H.R. Gonçalves,"2004","12","18",Brasil,São Paulo,Valinhos,Pesqueiro Capuava,-46.9958,-22.9706,"-46.9958","-22.9706",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8217,-22.4361,"676",2020-11-23 11:39:25-03,IAC,IAC,"52133",S,Plantae,Myrtaceae-2.Myrtoideae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,J.A.M.A. Gomes & C. Aquino,"2009","10","30",J.A.M.A. Gomes & C. Aquino,"2009","10","30",Brasil,São Paulo,Itapira,"Eleutério, margem do rio Mogi Guaçu",-46.8217,-22.4361,"-46.8217","-22.4361",NA,NA,NA,NA,NA,NA,s/nº,NA,NA,"Coordenada do material: 46w45#?#57, 22s16#?#87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4792,-21.8539,"677",2020-11-23 11:39:25-03,IAC,IAC,"54946",S,Plantae,Myrtaceae-2.Myrtoideae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,J.E.A. Bertoni,"2004","12","22",J.E.A. Bertoni,"2004","12","22",Brasil,São Paulo,Porto Ferreira,Parque Estadual,-47.4792,-21.8539,"-47.4792","-21.8539",NA,NA,NA,NA,NA,NA,"910",NA,NA,"Nome popular: cambuí; n°de introd. 033/05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.974722,-23.576389,"697",2013-02-07 10:19:03-02,UMC,HUMC,"2654",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,O. Berg,NA,NA,NA,NA,"Sakagushi, R.T.","2003","04","29",Brazil,NA,NA,Mata Atlântica ciliar,-45.974722,-23.576389,45W58'29,23S34'35,NA,NA,NA,NA,NA,NA,"22",Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.956389,-22.959167,"717",2020-12-16 08:42:22-03,Fiocruz,FIOCRUZ-CBPM,"398",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Souza, M.","2010","06","09","Siani, A. C.; et al.","2007","06","30",Brasil,São Paulo,Valinhos,Chácara do Dr. Siani. Divisa com chácara do Ângelo.,-46.956389,-22.959167,46º57'23''W,22º57'33''S,CBPM00000398,NA,NA,NA,NA,NA,s.n.,NA,NA,"Arvoreta bastante ramosa (touceira), ca. 2,5 a 3,00 m. alt., caule de 7 - 9 cm. de diâmetro; flores brancas; frutos pequenos. Arv. 2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"735",2020-11-12 17:02:05-03,UEL,FUEL,"39510",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Aguiar, OT","1985","12","04","Pastore, JA","1986","12","04",Brasil,São Paulo,Teodoro Sampaio,"Parque Estadual do Morro do Diabo, na sede, na sede",-52.1599998474121,-22.5300006866455,NA,NA,FUEL011640,NA,Tracheophyta,Myrtales,NA,NA,"202",NA,NA,NA,NA,NA,"54606",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.88,-23.19,"750",2019-11-01 15:06:43-03,UnB,UB,"168235",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,NA,NA,NA,NA,"Paula, JE","1990","08","14",Brasil,São Paulo,Jundiaí,Tabuleiro,-46.88,-23.19,"-46.88","-23.19",NA,NA,Dicotyledoneae,NA,NA,NA,"3247",Southern America,NA,"Subarbusto, 60cm de altura folha dura perfumada, fruto globoso avermelhado na maturação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.64,-23.55,"751",2019-11-01 15:06:43-03,UnB,UB,"168236",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,"Mattos, J","1964",NA,NA,"Mattos, J; Mattos, N","1961","04","18",Brasil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.64,-23.55,"-46.64","-23.55",NA,NA,Dicotyledoneae,NA,NA,NA,"8892",Southern America,NA,"Arbusto de 2m de altura. Flores brancas.; Cultivada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4500007629395,-23.5,"758",2019-10-03 10:04:22-03,UFSCar,SORO,"664",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O. Berg,NA,NA,NA,NA,"Garcia, C.; Piratelli, A. J.","2008","05","19",Brasil,São Paulo,Sorocaba,"campus UFSCar - Sorocaba, fragmento 2",-47.4500007629395,-23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"759",2019-10-03 10:04:22-03,UFSCar,SORO,"4283",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,NA,NA,NA,NA,"Lucas, E.J.; Mazine, F.F.; Brummitt, N.A.; Caliari, C.P.; Flores, T.B.; Jennings, L.V.S.; Souza, R.P.M.; Souza, V.C.; Lima, M.T.G.","2006","11","17",Brasil,São Paulo,Cunha,"Distrito de Campos Novos, estrada emtre Campos Novos e a localidade de Sete Cabeças, 1075m. Material coletado em sílica.",-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,NA,NA,NA,"417",NA,NA,"Campo de altitude, com predominância de candeia (Eremanthus); candeial. Obs.: Árvore 3,5m, botões verdes.",NA,NA,"38855",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9799995422363,-22.4599990844727,"760",2019-10-03 10:04:22-03,UFSCar,SORO,"5083",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,NA,NA,NA,NA,NA,"2011","11","17",Brasil,São Paulo,Agudos,"Fazenda São João do Barreiro, mata ao lado do confinamento. Floresta Estacional Semidecidual.",-48.9799995422363,-22.4599990844727,NA,NA,NA,NA,NA,NA,NA,NA,"603",NA,NA,"Árvore, 6m , frutos imaturos verdes e maduros vermelho- escuro.",NA,NA,"52219",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
