X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,fieldNumber,individualCount,class,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.7000007629395,-20.1900005340576,"17",2019-08-20 10:13:41-03,UNICAMP,UEC,"25222",S,Plantae,Magnoliopsida,NA,Fabaceae,Indigofera,guaranitica,Indigofera guaranitica,Hassl.,"Moreira, JLA","Leitão Filho, HF; Semir, J; Stubblebine, WH","12485","1981","04","14",NA,Brazil,São Paulo,Buritizal,Nativo em cerrado na rodovia de acesso à,-47.7000007629395,-20.1900005340576,NA,"flor, Subarbusto até 80 cm, ramoso, flores lilás-avermelhadas.",NA,NA,"15008",auto,"1993","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7000007629395,-20.1900005340576,"35",2021-02-08 12:41:51-03,UFRGS,ICN,"068596",S,Plantae,Dicotyledon,NA,Fabaceae,Indigofera,guaranitica,Indigofera guaranitica,Chodat & Hassl.,"Teixeira, S de P","Leitão Filho, HF; et al.","12485","1981","04","14",América do Sul,Brasil,SP,Buritizal,NA,-47.7000007629395,-20.1900005340576,NA,"Subarbusto até 80cm. Ramoso; flroes lilás-avermelhadas.; Nativo em cerrado na rod. de acesso à cidade.",ICN00022791,ICN00022791 ICN00022791_1,"15008",auto,"2004","10",NA,NA,NA,NA,"14",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
