X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,locality,imagecode,county,decimalLongitude,decimalLatitude,identifiedBy,yearIdentified,class,monthIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"27",2020-12-21 16:16:27-03,MBM,MBM,"73125",PreservedSpecimen,Plantae,Asteraceae,Lessingianthus,pumilus,Lessingianthus pumilus,"Kummrow, R.; et al.; et al.","1762","1982","02","17",Southern America,Brazil,NA,NA,NA,MBM073125,NA,NA,(Vell.) H. Rob.,São Paulo,Fazenda Esplanada,MBM073125,Itararé,-49.3400001525879,-24.1100006103516,"Hatschbach, G.",NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.37,-24.1,"56",2020-09-12 05:00:02-03,US,US,"2454159",PreservedSpecimen,Plantae,Asteraceae,Lessingianthus,pumillus,Lessingianthus pumillus,"L. Smith, R. M. Klein & G. Hatschbach","14707","1965","1","17",South America,Brazil,NA,NA,NA,US01631201,NA,Asterales,(Vell.) H. Rob.,Paraná,"Mun. Arapoti: Campo, by scool on road to Jaguariaiva",US01631201_01,NA,-49.37,-24.1,NA,NA,Dicotyledonae,NA,NA,NA,NA,NA,"950",NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
