X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,year,month,day,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,class,order,imagecode,verbatimLongitude,verbatimLatitude,individualCount,fieldNumber,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3317,-24.1125,"70",2019-01-25 15:44:51-02,IAC,IAC,"49704",S,Plantae,Poaceae,Polypogon,chilensis,Polypogon chilensis,J.L.S. Tannus,"1084",NA,Brasil,São Paulo,Unidade de Pesquisa e Desenvolvimento de Itararé,NA,NA,"Coordenadas do material: 24°16#?#06#?#S, 49°12#?#19#?#W",NA,NA,(Kunth) Pilg.,J.L.S. Tannus,"2006","06","20","2006","01","20",Itararé,-49.3317,-24.1125,NA,NA,NA,NA,NA,"-49.3317","-24.1125",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"138",2019-11-21 10:16:42-03,IBt,SP,"8176",S,Plantae,Poaceae,Polypogon,chilensis,Polypogon chilensis,"Gehrt, A",s.n.,NA,Brasil,São Paulo,Butantan.,NA,NA,NA,SP037793,NA,Pilg.,"Longhi Wagner, HM","1997","05","23","1922","12","08",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,SP037793,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
